set_id    ,set_name                                                            ,release_year ,theme_id ,num_parts ,num_figs ,retail_price ,num_unique_figs ,set_rating ,retire_price ,pop_price ,retire_month ,year ,parts ,raw_price                                                                                                                ,mean_price ,category
70674     ,Fire Fang                                                           ,        2019 ,     435 ,      469 ,       4 ,       39.99 ,              2 ,       4.8 ,      35.36  ,   63.1   ,21-Feb       ,2019 ,  469 ,"['\n$89.98\n', '\n$65.00\n', '\n$89.98\n', '\n$65.00\n']                                                              " ,     77.49 ,Ninjago
70675     ,Katana 4x4                                                          ,        2019 ,     435 ,      461 ,       5 ,       44.99 ,              2 ,       4.7 ,      49.87  ,   49.27  ,20-Dec       ,2019 ,  461 ,"['\n$64.50\n', '\n$58.51\n', '\n$64.50\n', '\n$58.51\n']                                                              " ,     61.5  ,Ninjago
70678     ,Castle of the Forsaken Emperor                                      ,        2019 ,     435 ,     1223 ,       7 ,       89.99 ,              2 ,       4.9 ,     107.5   ,  154.79  ,20-Dec       ,2019 , 1223 ,"['\n$209.95\n', '\n$163.63\n', '\n$209.95\n', '\n$163.63\n']                                                          " ,    186.79 ,Ninjago
70679     ,The Ultra Dragon                                                    ,        2019 ,     435 ,      952 ,       6 ,       79.99 ,              0 ,       4.8 ,      96.08  ,  120.35  ,20-Nov       ,2019 ,  952 ,"['\n$149.97\n', '\n$149.97\n']                                                                                        " ,    149.97 ,Ninjago
71044     ,Disney Train and Station                                            ,        2019 ,     608 ,     2927 ,       5 ,      299.99 ,              0 ,       4.8 ,     380.17  ,  431.81  ,21-Dec       ,2019 , 2927 ,"['\n$588.00\n', '\n$494.86\n', '\n$588.00\n', '\n$494.86\n']                                                          " ,    541.43 ,Disney
75232     ,Kylo Ren & Sith Trooper                                             ,        2019 ,     610 ,      240 ,       0 ,       17.99 ,              0 ,       4.9 ,      19.31  ,   22.47  ,20-Sep       ,2019 ,  240 ,"['\n$28.00\n', '\n$28.00\n']                                                                                          " ,     28    ,Brickheadz
75236     ,Duel on Starkiller Base                                             ,        2019 ,     158 ,      191 ,       2 ,       17.99 ,              1 ,       4.8 ,      18.11  ,   24.98  ,20-Jun       ,2019 ,  191 ,"['\n$24.00\n', '\n$24.00\n']                                                                                          " ,     24    ,Star Wars
75237     ,TIE Fighter Attack                                                  ,        2019 ,     158 ,       77 ,       2 ,       17.99 ,              0 ,       4.8 ,      21.57  ,   32.89  ,20-May       ,2019 ,   77 ,"['\n$38.44\n', '\n$38.44\n']                                                                                          " ,     38.44 ,Star Wars
75240     ,Major Vonreg's TIE Fighter                                          ,        2019 ,     158 ,      496 ,       4 ,       64.99 ,              0 ,       4.9 ,      64.46  ,   73.99  ,21-Jan       ,2019 ,  496 ,"['\n$99.00\n', '\n$104.13\n', '\n$99.00\n', '\n$104.13\n']                                                            " ,    101.56 ,Star Wars
75241     ,Action Battle Echo Base Defense                                     ,        2019 ,     158 ,      504 ,       6 ,       54.99 ,              4 ,       4.6 ,      56.73  ,   50.54  ,20-Dec       ,2019 ,  504 ,"['\n$48.00\n', '\n$58.85\n', '\n$48.00\n', '\n$58.85\n']                                                              " ,     53.42 ,Star Wars
75242     ,Black Ace TIE Interceptor                                           ,        2019 ,     158 ,      396 ,       3 ,       44.99 ,              2 ,       4.7 ,      52.11  ,   50.45  ,20-Dec       ,2019 ,  396 ,"['\n$72.95\n', '\n$45.00\n', '\n$53.60\n', '\n$72.95\n', '\n$45.00\n', '\n$53.60\n']                                  " ,     57.18 ,Star Wars
75243     ,Slave I - 20th Anniversary Edition                                  ,        2019 ,     158 ,     1007 ,       6 ,      109.99 ,              3 ,       4.9 ,     123.27  ,  172.21  ,20-Nov       ,2019 , 1007 ,"['\n$209.88\n', '\n$230.00\n', '\n$209.88\n', '\n$230.00\n']                                                          " ,    219.94 ,Star Wars
75244     ,Tantive IV                                                          ,        2019 ,     158 ,     1772 ,       6 ,      179.99 ,              2 ,       5   ,     217.62  ,  216.61  ,20-Dec       ,2019 , 1772 ,"['\n$300.00\n', '\n$284.99\n', '\n$300.00\n', '\n$284.99\n']                                                          " ,    292.5  ,Star Wars
75246     ,Death Star Cannon                                                   ,        2019 ,     158 ,      159 ,       2 ,       17.99 ,              0 ,       4.6 ,      16.9   ,   20.1   ,21-Dec       ,2019 ,  159 ,"['\n$19.99\n', '\n$25.00\n', '\n$19.99\n', '\n$25.00\n']                                                              " ,     22.49 ,Star Wars
75247     ,Rebel A-Wing Starfighter                                            ,        2019 ,     158 ,       62 ,       2 ,       11.99 ,              0 ,       4.7 ,      13.55  ,   19.38  ,20-Jan       ,2019 ,   62 ,"['\n$19.32\n', '\n$19.32\n']                                                                                          " ,     19.32 ,Star Wars
75248     ,Resistance A-Wing Starfighter                                       ,        2019 ,     158 ,      269 ,       2 ,       24.99 ,              0 ,       4.7 ,      24.71  ,   30.14  ,21-Mar       ,2019 ,  269 ,"['\n$49.95\n', '\n$39.90\n', '\n$49.95\n', '\n$39.90\n']                                                              " ,     44.92 ,Star Wars
75249     ,Resistance Y-Wing Starfighter                                       ,        2019 ,     158 ,      578 ,       5 ,       59.99 ,              3 ,       4.7 ,      58.95  ,   60.44  ,21-Nov       ,2019 ,  578 ,"['\n$69.95\n', '\n$60.93\n', '\n$74.83\n', '\n$69.95\n', '\n$60.93\n', '\n$74.83\n']                                  " ,     68.57 ,Star Wars
75250     ,Pasaana Speeder Chase                                               ,        2019 ,     158 ,      373 ,       4 ,       44.99 ,              2 ,       4.6 ,      32.91  ,   35.16  ,21-Jul       ,2019 ,  373 ,"['\n$38.97\n', '\n$49.99\n', '\n$38.97\n', '\n$49.99\n']                                                              " ,     44.48 ,Star Wars
75253     ,Droid Commander                                                     ,        2019 ,     158 ,     1177 ,       0 ,      179.99 ,              0 ,       4.7 ,     177.15  ,  204.59  ,21-Feb       ,2019 , 1177 ,"['\n$175.00\n', '\n$250.00\n', '\n$175.00\n', '\n$250.00\n']                                                          " ,    212.5  ,Star Wars
75254     ,AT-ST Raider                                                        ,        2019 ,     158 ,      540 ,       4 ,       49.99 ,              2 ,       4.8 ,      40.95  ,   38.26  ,22-Mar       ,2019 ,  540 ,"['\n$38.99\n ', '\n$29.00\n', '\n$49.90\n', '\n$38.99\n', '\n$29.00\n', '\n$49.90\n']                                 " ,     39.3  ,Star Wars
75256     ,Kylo Ren's Shuttle                                                  ,        2019 ,     158 ,     1005 ,       6 ,       99.99 ,              4 ,       4.6 ,     124.38  ,  147.19  ,21-Nov       ,2019 , 1005 ,"['\n$200.00\n', '\n$125.03\n', '\n$168.77\n', '\n$200.00\n', '\n$125.03\n', '\n$168.77\n']                            " ,    164.6  ,Star Wars
75258     ,Anakin's Podracer - 20th Anniversary Edition                        ,        2019 ,     158 ,      279 ,       3 ,       24.99 ,              2 ,       4.8 ,      32.48  ,   32.67  ,21-Jan       ,2019 ,  279 ,"['\n$50.00\n', '\n$48.00\n', '\n$50.00\n', '\n$48.00\n']                                                              " ,     49    ,Star Wars
75261     ,Clone Scout Walker - 20th Anniversary Edition                       ,        2019 ,     158 ,      250 ,       5 ,       24.99 ,              3 ,       4.9 ,      47.95  ,   59.55  ,20-Apr       ,2019 ,  250 ,"['\n$99.95\n', '\n$75.00\n', '\n$99.95\n', '\n$75.00\n']                                                              " ,     87.48 ,Star Wars
75890     ,Ferrari F40 Competizione                                            ,        2019 ,     601 ,      212 ,       1 ,       12.99 ,              1 ,       4.6 ,      17.23  ,   18.14  ,21-Sep       ,2019 ,  212 ,"['\n$25.94\n', '\n$13.30\n', '\n$25.94\n', '\n$13.30\n']                                                              " ,     19.62 ,Speed Champions
75892     ,McLaren Senna                                                       ,        2019 ,     601 ,      222 ,       1 ,       12.99 ,              1 ,       4.8 ,      17.57  ,   17.06  ,21-Aug       ,2019 ,  222 ,"['\n$21.99\n', '\n$17.00\n', '\n$13.30\n', '\n$21.99\n', '\n$17.00\n', '\n$13.30\n']                                  " ,     17.43 ,Speed Champions
75893     ,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T          ,        2019 ,     601 ,      485 ,       3 ,       34.99 ,              0 ,       4.8 ,      29.88  ,   32.83  ,21-Jul       ,2019 ,  485 ,"['\n$34.00\n', '\n$23.10\n', '\n$34.00\n', '\n$23.10\n']                                                              " ,     28.55 ,Speed Champions
75894     ,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy      ,        2019 ,     601 ,      496 ,       4 ,       44.99 ,              0 ,       4.8 ,      40.28  ,   50.55  ,20-Nov       ,2019 ,  496 ,"['\n$164.99\n', '\n$65.41\n', '\n$164.99\n', '\n$65.41\n']                                                            " ,    115.2  ,Speed Champions
75895     ,1974 Porsche 911 Turbo 3.0                                          ,        2019 ,     601 ,      180 ,       1 ,       12.99 ,              1 ,       4.8 ,      20.8   ,   21.5   ,21-Jul       ,2019 ,  180 ,"['\n$29.99\n', '\n$16.80\n', '\n$29.99\n', '\n$16.80\n']                                                              " ,     23.4  ,Speed Champions
75934     ,Dilophosaurus on the Loose                                          ,        2019 ,     602 ,      168 ,       3 ,       19.99 ,              2 ,       4.7 ,      20.84  ,   26.26  ,20-Nov       ,2019 ,  168 ,"['\n$44.00\n', '\n$27.00\n', '\n$44.00\n', '\n$27.00\n']                                                              " ,     35.5  ,Jurassic World
75936     ,Jurassic Park: T. rex Rampage                                       ,        2019 ,     602 ,     3120 ,       6 ,      219.99 ,              5 ,       4.8 ,     284.42  ,  278.36  ,21-Oct       ,2019 , 3120 ,"['\n$410.00\n', '\n$494.69\n', '\n$410.00\n', '\n$494.69\n']                                                          " ,    452.34 ,Jurassic World
75937     ,Triceratops Rampage                                                 ,        2019 ,     602 ,      447 ,       4 ,       54.99 ,              3 ,       4.8 ,      51.7   ,   73.51  ,20-Nov       ,2019 ,  447 ,"['\n$79.95\n', '\n$102.99\n', '\n$79.95\n', '\n$102.99\n']                                                            " ,     91.47 ,Jurassic World
75938     ,T. rex vs Dino-Mech Battle                                          ,        2019 ,     602 ,      716 ,       4 ,       79.99 ,              2 ,       4.8 ,      93.19  ,  146.96  ,21-Jan       ,2019 ,  712 ,"['\n$167.00\n', '\n$225.00\n', '\n$167.00\n', '\n$225.00\n']                                                          " ,    196    ,Jurassic World
75945     ,Expecto Patronum                                                    ,        2019 ,     246 ,      121 ,       4 ,       19.99 ,              1 ,       4.8 ,      21.43  ,   23.73  ,21-Jan       ,2019 ,  121 ,"['\n$29.98\n', '\n$30.00\n', '\n$29.98\n', '\n$30.00\n']                                                              " ,     29.99 ,Harry Potter
75946     ,Hungarian Horntail Triwizard Challenge                              ,        2019 ,     246 ,      265 ,       4 ,       29.99 ,              0 ,       4.8 ,      28.53  ,   35.35  ,20-Nov       ,2019 ,  265 ,"['\n$50.22\n', '\n$47.82\n', '\n$50.22\n', '\n$47.82\n']                                                              " ,     49.02 ,Harry Potter
75957     ,The Knight Bus                                                      ,        2019 ,     246 ,      403 ,       3 ,       34.99 ,              2 ,       4.8 ,      46.23  ,   45.55  ,22-Jan       ,2019 ,  403 ,"['\n$57.00\n', '\n$39.99\n', '\n$57.00\n', '\n$39.99\n']                                                              " ,     48.5  ,Harry Potter
75958     ,Beauxbatons' Carriage: Arrival at Hogwarts                          ,        2019 ,     246 ,      431 ,       4 ,       44.99 ,              0 ,       4.8 ,      43.6   ,   54.04  ,21-Jan       ,2019 ,  431 ,"['\n$83.00\n', '\n$69.00\n', '\n$83.00\n', '\n$69.00\n']                                                              " ,     76    ,Harry Potter
75965     ,The Rise of Voldemort                                               ,        2019 ,     246 ,      186 ,       6 ,       19.99 ,              0 ,       4.9 ,      24.05  ,   29.16  ,21-Jan       ,2019 ,  186 ,"['\n$45.00\n', '\n$31.54\n', '\n$45.00\n', '\n$31.54\n']                                                              " ,     38.27 ,Harry Potter
76114     ,Spider-Man's Spider Crawler                                         ,        2019 ,     706 ,      426 ,       4 ,       34.99 ,              3 ,       4.8 ,      35.71  ,   48.27  ,20-Nov       ,2019 ,  426 ,"['\n$74.99\n', '\n$74.99\n']                                                                                          " ,     74.99 ,Super Heroes Marvel > Spider-Man
76117     ,Batman Mech vs. Poison Ivy Mech                                     ,        2019 ,     697 ,      394 ,       4 ,       34.99 ,              0 ,       4.8 ,      36.11  ,   44.42  ,20-Jan       ,2019 ,  394 ,"['\n$98.00\n', '\n$98.00\n']                                                                                          " ,     98    ,Super Heroes DC > Batman
76118     ,Mr. Freeze Batcycle Battle                                          ,        2019 ,     697 ,      212 ,       3 ,       19.99 ,              1 ,       4.8 ,      21.93  ,   30.41  ,20-Jul       ,2019 ,  212 ,"['\n$8.95\n', '\n$44.79\n', '\n$8.95\n', '\n$44.79\n']                                                                " ,     26.87 ,Super Heroes DC > Batman
76119     ,Batmobile: Pursuit of The Joker                                     ,        2019 ,     697 ,      352 ,       2 ,       24.99 ,              0 ,       4.9 ,      28.88  ,   42.64  ,21-Jan       ,2019 ,  352 ,"['\n$45.00\n', '\n$49.90\n', '\n$45.00\n', '\n$49.90\n']                                                              " ,     47.45 ,Super Heroes DC > Batman
76120     ,Batman Batwing and The Riddler Heist                                ,        2019 ,     697 ,      501 ,       4 ,       49.99 ,              2 ,       4.7 ,      54.73  ,   58.98  ,21-Jan       ,2019 ,  501 ,"['\n$80.00\n', '\n$77.24\n', '\n$80.00\n', '\n$77.24\n']                                                              " ,     78.62 ,Super Heroes DC > Batman
76122     ,Batcave Clayface Invasion                                           ,        2019 ,     697 ,     1073 ,       6 ,       94.99 ,              3 ,       4.8 ,      81.88  ,  108.47  ,20-Dec       ,2019 , 1073 ,"['\n$198.00\n', '\n$118.99\n', '\n$198.00\n', '\n$118.99\n']                                                          " ,    158.5  ,Super Heroes DC > Batman
76124     ,War Machine Buster                                                  ,        2019 ,     702 ,      362 ,       4 ,       29.99 ,              2 ,       4.7 ,      27.89  ,   34.1   ,21-Jan       ,2019 ,  362 ,"['\n$29.99\n', '\n$34.99\n', '\n$29.99\n', '\n$34.99\n']                                                              " ,     32.49 ,Super Heroes Marvel > Avengers
76126     ,Avengers Ultimate Quinjet                                           ,        2019 ,     702 ,      838 ,       6 ,       74.99 ,              3 ,       4.3 ,      74.99  ,   78.48  ,21-Jan       ,2019 ,  838 ,"['\n$103.50\n', '\n$79.00\n', '\n$103.50\n', '\n$79.00\n']                                                            " ,     91.25 ,Super Heroes Marvel > Avengers
76127     ,Captain Marvel and The Skrull Attack                                ,        2019 ,     696 ,      307 ,       3 ,       24.99 ,              1 ,       4.7 ,      32.17  ,   32.98  ,20-Oct       ,2019 ,  307 ,"['\n$49.99\n', '\n$49.99\n']                                                                                          " ,     49.99 ,Super Heroes Marvel
76128     ,Molten Man Battle                                                   ,        2019 ,     706 ,      302 ,       3 ,       24.99 ,              2 ,       4.8 ,      26.28  ,   31.88  ,20-Nov       ,2019 ,  302 ,"['\n$54.00\n', '\n$54.00\n']                                                                                          " ,     54    ,Super Heroes Marvel > Spider-Man
76129     ,Hydro-Man Attack                                                    ,        2019 ,     706 ,      479 ,       4 ,       34.99 ,              3 ,       4.6 ,      30.31  ,   35.47  ,20-Feb       ,2019 ,  479 ,"['\n$53.95\n', '\n$48.60\n', '\n$53.95\n', '\n$48.60\n']                                                              " ,     51.28 ,Super Heroes Marvel > Spider-Man
76130     ,Stark Jet and the Drone Attack                                      ,        2019 ,     706 ,      504 ,       4 ,       54.99 ,              1 ,       4.7 ,      60.32  ,   68.97  ,20-Nov       ,2019 ,  504 ,"['\n$89.99\n', '\n$84.60\n', '\n$89.99\n', '\n$84.60\n']                                                              " ,     87.29 ,Super Heroes Marvel > Spider-Man
76134     ,Spider-Man: Doc Ock Diamond Heist                                   ,        2019 ,     706 ,      151 ,       3 ,       24.99 ,              2 ,       4.6 ,      23.17  ,   27.66  ,20-Jan       ,2019 ,  151 ,"['\n$49.95\n', '\n$69.00\n', '\n$49.95\n', '\n$69.00\n']                                                              " ,     59.48 ,Super Heroes Marvel > Spider-Man
76138     ,Batman and The Joker Escape                                         ,        2019 ,     697 ,      171 ,       4 ,       34.99 ,              2 ,       4.6 ,      39.68  ,   39.3   ,20-Jun       ,2019 ,  171 ,"['\n$44.06\n', '\n$51.87\n', '\n$44.06\n', '\n$51.87\n']                                                              " ,     47.96 ,Super Heroes DC > Batman
76144     ,Avengers Hulk Helicopter Rescue                                     ,        2019 ,     702 ,      483 ,       5 ,       54.99 ,              2 ,       4.8 ,      46.68  ,   61.95  ,20-Oct       ,2019 ,  483 ,"['\n$6.95\n', '\n$61.70\n', '\n$6.95\n', '\n$61.70\n']                                                                " ,     34.33 ,Super Heroes Marvel > Avengers
10260     ,Downtown Diner                                                      ,        2018 ,     155 ,     2480 ,       6 ,      129.99 ,              6 ,       4.9 ,     212.535 ,  275.94  ,20-Nov       ,2018 , 2480 ,"['\n$292.99\n', '\n$379.99\n', '\n$292.99\n']                                                                         " ,    321.99 ,Modular Buildings
10261     ,Roller Coaster                                                      ,        2018 ,     673 ,     4124 ,      11 ,      299.99 ,             11 ,       4.9 ,     426.76  ,  442.8   ,21-Nov       ,2018 , 4080 ,"['\n$460.00\n', '\n$431.95\n', '\n$539.99\n', '\n$460.00\n', '\n$431.95\n', '\n$539.99\n']                            " ,    477.31 ,Creator > Creator Expert
10268     ,Vestas Wind Turbine                                                 ,        2018 ,     673 ,      834 ,       3 ,      159.99 ,              3 ,       4.9 ,     178.655 ,  222.995 ,20-Nov       ,2018 ,  834 ,"['\n$344.99\n', '\n$295.00\n', '\n$299.00\n', '\n$344.99\n', '\n$295.00\n', '\n$299.00\n']                            " ,    313    ,Creator > Creator Expert
10712     ,Bricks and Gears                                                    ,        2018 ,     621 ,      244 ,       0 ,       17.99 ,              0 ,       4.6 ,      18.73  ,   23.08  ,20-Jan       ,2018 ,  244 ,['\n$28.90\n']                                                                                                           ,     28.9  ,Classic
10717     ,Bricks Bricks Bricks                                                ,        2018 ,     621 ,     1500 ,       0 ,       49.99 ,              0 ,       4.6 ,      56.97  ,   66.48  ,22-Mar       ,2018 , 1500 ,"['\n$72.00\n', '\n$62.53\n', '\n$72.00\n', '\n$62.53\n']                                                              " ,     67.26 ,Classic
21047     ,Las Vegas                                                           ,        2018 ,     253 ,      501 ,       0 ,       34.99 ,              0 ,       4.9 ,      48.83  ,   65.595 ,20-Nov       ,2018 ,  501 ,"['\n$87.98\n', '\n$62.50\n', '\n$87.98\n', '\n$62.50\n']                                                              " ,     75.24 ,Architecture > Skylines
21139     ,The Nether Fight                                                    ,        2018 ,     577 ,       84 ,       3 ,       12.99 ,              0 ,       4.7 ,      13.825 ,   20.68  ,18-Dec       ,2018 ,   85 ,[]                                                                                                                       ,      0    ,Minecraft
21140     ,The Chicken Coop                                                    ,        2018 ,     577 ,      198 ,       1 ,       19.99 ,              0 ,       4.7 ,      22.585 ,   31.2   ,20-Nov       ,2018 ,  198 ,"['\n$33.00\n', '\n$10.79\n', '\n$33.00\n', '\n$10.79\n']                                                              " ,     21.89 ,Minecraft
21141     ,The Zombie Cave                                                     ,        2018 ,     577 ,      241 ,       3 ,       19.99 ,              1 ,       4.7 ,      22.22  ,   26.135 ,20-Nov       ,2018 ,  241 ,"['\n$29.99\n ', '\n$22.50\n', '\n$29.99\n', '\n$22.50\n']                                                             " ,     26.24 ,Minecraft
21144     ,The Farm Cottage                                                    ,        2018 ,     577 ,      549 ,       3 ,       64.99 ,              0 ,       4.8 ,      59.875 ,   73.04  ,18-Nov       ,2018 ,  549 ,"['\n$175.00\n', '\n$175.00\n']                                                                                        " ,    175    ,Minecraft
21145     ,The Skull Arena                                                     ,        2018 ,     577 ,      198 ,       2 ,       19.99 ,              2 ,       4.7 ,      21.605 ,   31.335 ,20-Jun       ,2018 ,  198 ,"['\n$94.99\n', '\n$43.88\n', '\n$94.99\n', '\n$43.88\n']                                                              " ,     69.44 ,Minecraft
21147     ,The Bedrock Adventures                                              ,        2018 ,     577 ,      644 ,       4 ,       79.99 ,              0 ,       4.8 ,      73.015 ,   97.475 ,19-Jun       ,2018 ,  644 ,"['\n$149.00\n', '\n$142.81\n', '\n$149.00\n', '\n$142.81\n']                                                          " ,    145.9  ,Minecraft
21313     ,Ship in a Bottle                                                    ,        2018 ,     576 ,      962 ,       0 ,       69.99 ,              0 ,       4.8 ,      73.56  ,   82.235 ,19-Dec       ,2018 ,  962 ,"['\n$99.99\n', '\n$120.00\n', '\n$99.99\n', '\n$120.00\n']                                                            " ,    110    ,LEGO Ideas and CUUSOO
21314     ,TRON: Legacy                                                        ,        2018 ,     576 ,      230 ,       3 ,       29.99 ,              3 ,       4.7 ,      30.35  ,   43.36  ,19-Nov       ,2018 ,  230 ,"['\n$60.00\n', '\n$76.14\n', '\n$60.00\n', '\n$76.14\n']                                                              " ,     68.07 ,LEGO Ideas and CUUSOO
21315     ,Pop-Up Book                                                         ,        2018 ,     576 ,      859 ,       5 ,       59.99 ,              5 ,       4.8 ,      61.735 ,   70.08  ,20-Sep       ,2018 ,  859 ,"['\n$81.95\n', '\n$81.00\n', '\n$81.95\n', '\n$81.00\n']                                                              " ,     81.47 ,LEGO Ideas and CUUSOO
31073     ,Mythical Creatures                                                  ,        2018 ,     672 ,      223 ,       0 ,       12.99 ,              0 ,       4.8 ,      13.92  ,   21.74  ,20-Jan       ,2018 ,  223 ,"['\n$27.99\n', '\n$27.99\n']                                                                                          " ,     27.99 ,Creator > Creator 3-in-1
31075     ,Outback Adventures                                                  ,        2018 ,     672 ,      225 ,       1 ,       17.99 ,              1 ,       4.7 ,      19.165 ,   21.695 ,18-Dec       ,2018 ,  225 ,"['\n$35.99\n', '\n$35.99\n']                                                                                          " ,     35.99 ,Creator > Creator 3-in-1
31076     ,Daredevil Stunt Plane                                               ,        2018 ,     672 ,      200 ,       1 ,       17.99 ,              1 ,       4.7 ,      17.735 ,   21.255 ,18-Dec       ,2018 ,  200 ,"['\n$24.99\n', '\n$24.78\n', '\n$24.99\n', '\n$24.78\n']                                                              " ,     24.88 ,Creator > Creator 3-in-1
31077     ,Modular Sweet Surprises                                             ,        2018 ,     672 ,      396 ,       3 ,       34.99 ,              3 ,       4.4 ,      34.58  ,   39.435 ,19-Dec       ,2018 ,  396 ,"['\n$58.00\n', '\n$58.00\n']                                                                                          " ,     58    ,Creator > Creator 3-in-1
31078     ,Tree House Treasures                                                ,        2018 ,     672 ,      260 ,       2 ,       29.99 ,              2 ,       4.8 ,      35.485 ,   38.475 ,20-Jul       ,2018 ,  260 ,"['\n$79.99\n', '\n$40.00\n', '\n$79.99\n', '\n$40.00\n']                                                              " ,     60    ,Creator > Creator 3-in-1
31079     ,Sunshine Surfer Van                                                 ,        2018 ,     672 ,      379 ,       2 ,       24.99 ,              2 ,       4.7 ,      27.93  ,   39.845 ,20-Jan       ,2018 ,  379 ,"['\n$44.95\n', '\n$43.63\n', '\n$44.95\n', '\n$43.63\n']                                                              " ,     44.29 ,Creator > Creator 3-in-1
31080     ,Modular Winter Vacation                                             ,        2018 ,     672 ,      374 ,       2 ,       24.99 ,              2 ,       4.7 ,      32.815 ,   28.325 ,18-Nov       ,2018 ,  374 ,"['\n$54.95\n', '\n$54.95\n']                                                                                          " ,     54.95 ,Creator > Creator 3-in-1
31084     ,Pirate Roller Coaster                                               ,        2018 ,     672 ,      923 ,       5 ,       69.99 ,              4 ,       4.8 ,      68.835 ,  120.67  ,19-Dec       ,2018 ,  923 ,"['\n$159.00\n', '\n$110.23\n', '\n$159.00\n', '\n$110.23\n']                                                          " ,    134.62 ,Creator > Creator 3-in-1
40274     ,Mr. Claus & Mrs. Claus                                              ,        2018 ,     610 ,      341 ,       0 ,       17.99 ,              0 ,       4.6 ,      23.17  ,   27.5   ,21-Sep       ,2018 ,  341 ,"['\n$40.00\n', '\n$40.00\n']                                                                                          " ,     40    ,Brickheadz
41151     ,Mulan's Training Day                                                ,        2018 ,     579 ,      104 ,       1 ,       12.99 ,              1 ,       4.4 ,      11.875 ,   12.355 ,19-Feb       ,2018 ,  104 ,"['\n$14.00\n', '\n$18.47\n', '\n$14.00\n', '\n$18.47\n']                                                              " ,     16.24 ,Disney Princess
41152     ,Sleeping Beauty's Fairytale Castle                                  ,        2018 ,     579 ,      322 ,       3 ,       29.99 ,              3 ,       4.8 ,      29.615 ,   36.545 ,18-Nov       ,2018 ,  322 ,"['\n$89.95\n', '\n$89.95\n']                                                                                          " ,     89.95 ,Disney Princess
41153     ,Ariel's Royal Celebration Boat                                      ,        2018 ,     579 ,      380 ,       2 ,       44.99 ,              2 ,       4.3 ,      41.79  ,   49.955 ,20-Jan       ,2018 ,  380 ,"['\n$59.99\n', '\n$59.99\n']                                                                                          " ,     59.99 ,Disney Princess
41155     ,Elsa's Market Adventure                                             ,        2018 ,     687 ,      125 ,       2 ,       17.99 ,              2 ,       4.5 ,      17.86  ,   20.025 ,20-Jan       ,2018 ,  125 ,"['\n$12.97\n', '\n$15.82\n', '\n$12.97\n', '\n$15.82\n']                                                              " ,     14.4  ,Disney > Frozen
41156     ,Rapunzel's Castle Bedroom                                           ,        2018 ,     579 ,      156 ,       1 ,       17.99 ,              1 ,       4.7 ,      18.065 ,   23.055 ,19-Apr       ,2018 ,  156 ,"['\n$34.99\n', '\n$17.34\n', '\n$34.99\n', '\n$17.34\n']                                                              " ,     26.16 ,Disney Princess
41157     ,Rapunzel's Travelling Caravan                                       ,        2018 ,     579 ,      323 ,       2 ,       34.99 ,              2 ,       4.5 ,      35.53  ,   37.355 ,19-Sep       ,2018 ,  323 ,"['\n$49.00\n', '\n$35.99\n', '\n$49.00\n', '\n$35.99\n']                                                              " ,     42.5  ,Disney Princess
41332     ,Emma's Art Stand                                                    ,        2018 ,     494 ,      211 ,       0 ,       17.99 ,              0 ,       4.8 ,      18.49  ,   23.61  ,19-Aug       ,2018 ,  210 ,"['\n$44.88\n', '\n$44.88\n']                                                                                          " ,     44.88 ,Friends
41334     ,Andrea's Park Performance                                           ,        2018 ,     494 ,      229 ,       0 ,       19.99 ,              0 ,       4.4 ,      23.455 ,   22.325 ,19-Feb       ,2018 ,  229 ,"['\n$24.00\n', '\n$23.66\n', '\n$24.00\n', '\n$23.66\n']                                                              " ,     23.83 ,Friends
41335     ,Mia's Tree House                                                    ,        2018 ,     494 ,      351 ,       0 ,       24.99 ,              0 ,       4.7 ,      38.51  ,   42.745 ,20-Dec       ,2018 ,  351 ,"['\n$39.95\n', '\n$28.21\n', '\n$39.95\n', '\n$28.21\n']                                                              " ,     34.08 ,Friends
41336     ,Emma's Art Cafe                                                     ,        2018 ,     494 ,      378 ,       0 ,       29.99 ,              0 ,       4.7 ,      29.13  ,   40.425 ,19-Jul       ,2018 ,  378 ,"['\n$54.45\n', '\n$42.82\n', '\n$54.45\n', '\n$42.82\n']                                                              " ,     48.64 ,Friends
41338     ,Stephanie's Sports Arena                                            ,        2018 ,     494 ,      460 ,       0 ,       39.99 ,              0 ,       4.6 ,      41.36  ,   40.115 ,19-Jul       ,2018 ,  460 ,"['\n$50.00\n', '\n$50.00\n']                                                                                          " ,     50    ,Friends
41340     ,Friendship House                                                    ,        2018 ,     494 ,      730 ,       0 ,       59.99 ,              0 ,       4.7 ,      59.33  ,  123.225 ,20-Mar       ,2018 ,  730 ,"['\n$148.88\n', '\n$121.48\n', '\n$148.88\n', '\n$121.48\n']                                                          " ,    135.18 ,Friends
41344     ,Andrea's Accessories Store                                          ,        2018 ,     494 ,      294 ,       0 ,       24.99 ,              0 ,       4.7 ,      26.51  ,   28.615 ,20-Jan       ,2018 ,  294 ,"['\n$37.00\n', '\n$37.00\n']                                                                                          " ,     37    ,Friends
41345     ,Heartlake City Pet Center                                           ,        2018 ,     494 ,      483 ,       0 ,       54.99 ,              0 ,       4.8 ,      56.16  ,  126.61  ,19-Nov       ,2018 ,  483 ,"['\n$98.76\n', '\n$98.76\n']                                                                                          " ,     98.76 ,Friends
