set_id    ,set_name                                                            ,release_year ,theme_id ,num_parts ,num_figs ,retail_price ,num_unique_figs ,set_rating ,retire_price ,pop_price ,retire_month ,year ,parts ,raw_price                                                                                                                ,mean_price ,category
75205     ,Mos Eisley Cantina                                                  ,        2018 ,     158 ,      376 ,       4 ,       44.99 ,              1 ,       4.5 ,      43.77  ,   39.135 ,18-Apr       ,2018 ,  376 ,"['\n$64.99\n', '\n$79.99\n', '\n$64.99\n', '\n$79.99\n']                                                              " ,     72.49 ,Star Wars
75209     ,Han Solo's Landspeeder                                              ,        2018 ,     158 ,      345 ,       2 ,       25.99 ,              2 ,       4.6 ,      27.435 ,   29.93  ,19-Aug       ,2018 ,  345 ,"['\n$45.95\n', '\n$27.95\n', '\n$27.95\n']                                                                            " ,     33.95 ,Star Wars
75210     ,Moloch's Landspeeder                                                ,        2018 ,     158 ,      464 ,       2 ,       44.99 ,              2 ,       4.5 ,      39.38  ,   40.255 ,19-Dec       ,2018 ,  464 ,"['\n$49.45\n', '\n$50.96\n', '\n$49.45\n', '\n$50.96\n']                                                              " ,     50.21 ,Star Wars
75212     ,Kessel Run Millennium Falcon                                        ,        2018 ,     158 ,     1414 ,       7 ,      149.99 ,              5 ,       4.7 ,     152.285 ,  169.525 ,20-Feb       ,2018 , 1414 ,"['\n$235.00\n', '\n$183.46\n', '\n$235.00\n', '\n$183.46\n']                                                          " ,    209.23 ,Star Wars
75214     ,Anakin's Jedi Starfighter                                           ,        2018 ,     158 ,      247 ,       2 ,       25.99 ,              1 ,       4.8 ,      25.265 ,   29.68  ,20-Aug       ,2018 ,  247 ,"['\n$59.99\n', '\n$40.46\n', '\n$59.99\n', '\n$40.46\n']                                                              " ,     50.22 ,Star Wars
75215     ,Cloud-Rider Swoop Bikes                                             ,        2018 ,     158 ,      355 ,       3 ,       25.99 ,              3 ,       4.6 ,      25.135 ,   28.365 ,19-Sep       ,2018 ,  355 ,"['\n$44.99\n', '\n$53.10\n', '\n$44.99\n', '\n$53.10\n']                                                              " ,     49.04 ,Star Wars
75216     ,Snoke's Throne Room                                                 ,        2018 ,     158 ,      492 ,       5 ,       64.99 ,              1 ,       4.7 ,      56.89  ,   62.72  ,19-Sep       ,2018 ,  492 ,"['\n$104.95\n', '\n$110.00\n', '\n$104.95\n', '\n$110.00\n']                                                          " ,    107.48 ,Star Wars
75217     ,Imperial Conveyex Transport                                         ,        2018 ,     158 ,      622 ,       5 ,       79.99 ,              4 ,       4.7 ,      81.78  ,   82.915 ,19-Oct       ,2018 ,  622 ,"['\n$149.95\n', '\n$149.95\n']                                                                                        " ,    149.95 ,Star Wars
75218     ,X-Wing Starfighter                                                  ,        2018 ,     158 ,      730 ,       4 ,       89.99 ,              3 ,       4.9 ,      85.73  ,  114.255 ,19-Nov       ,2018 ,  730 ,"['\n$129.95\n', '\n$100.00\n', '\n$129.95\n', '\n$100.00\n']                                                          " ,    114.98 ,Star Wars
75219     ,Imperial AT-Hauler                                                  ,        2018 ,     158 ,      829 ,       5 ,       89.99 ,              5 ,       4.5 ,      79.955 ,   84.27  ,19-Sep       ,2018 ,  829 ,"['\n$139.99\n', '\n$97.20\n', '\n$139.99\n', '\n$97.20\n']                                                            " ,    118.6  ,Star Wars
75220     ,Sandcrawler                                                         ,        2018 ,     158 ,     1239 ,       6 ,      109.99 ,              3 ,       4.8 ,     115.18  ,  167.49  ,19-Nov       ,2018 , 1239 ,"['\n$288.88\n', '\n$288.88\n']                                                                                        " ,    288.88 ,Star Wars
75222     ,Betrayal at Cloud City                                              ,        2018 ,     158 ,     2812 ,      21 ,      299.99 ,              7 ,       4.9 ,     274.11  ,  436.83  ,19-Nov       ,2018 , 2812 ,"['\n$949.99\n', '\n$261.36\n', '\n$949.99\n', '\n$261.36\n']                                                          " ,    605.68 ,Star Wars
75230     ,Porg                                                                ,        2018 ,     158 ,      811 ,       0 ,       59.99 ,              0 ,       4.8 ,      60.22  ,   92.92  ,19-Dec       ,2018 ,  811 ,"['\n$148.78\n', '\n$76.86\n', '\n$148.78\n', '\n$76.86\n']                                                            " ,    112.82 ,Star Wars
75251     ,Darth Vader's Castle                                                ,        2018 ,     158 ,     1060 ,       6 ,      119.99 ,              2 ,       4.8 ,     140.37  ,  161.105 ,21-Oct       ,2018 , 1060 ,"['\n$179.99\n', '\n$179.99\n', '\n$179.99\n', '\n$179.99\n']                                                          " ,    179.99 ,Star Wars
75535     ,Han Solo                                                            ,        2018 ,     158 ,      100 ,       0 ,       25.99 ,              0 ,       4.5 ,      23.82  ,   23.15  ,19-May       ,2018 ,  100 ,"['\n$23.49\n', '\n$18.35\n', '\n$23.49\n', '\n$18.35\n']                                                              " ,     20.92 ,Star Wars
75536     ,Range Trooper                                                       ,        2018 ,     158 ,      101 ,       0 ,       25.99 ,              0 ,       4.8 ,      24.54  ,   25.515 ,18-Dec       ,2018 ,  101 ,"['\n$60.00\n', '\n$60.00\n']                                                                                          " ,     60    ,Star Wars
75537     ,Darth Maul                                                          ,        2018 ,     158 ,      104 ,       0 ,       25.99 ,              0 ,       4.8 ,      24.045 ,   28.66  ,19-Jan       ,2018 ,  104 ,"['\n$45.00\n', '\n$45.00\n']                                                                                          " ,     45    ,Star Wars
75886     ,"Ferrari 488 GT3 ""Scuderia Corsa""                               " ,        2018 ,     601 ,      186 ,       1 ,       12.99 ,              1 ,       4.8 ,      14.505 ,   24.345 ,19-Nov       ,2018 ,  186 ,"['\n$26.39\n', '\n$34.71\n', '\n$26.39\n', '\n$34.71\n']                                                              " ,     30.55 ,Speed Champions
75887     ,Porsche 919 Hybrid                                                  ,        2018 ,     601 ,      170 ,       1 ,       12.99 ,              1 ,       4.8 ,      15.19  ,   24.505 ,19-Mar       ,2018 ,  170 ,"['\n$49.00\n', '\n$41.65\n', '\n$49.00\n', '\n$41.65\n']                                                              " ,     45.32 ,Speed Champions
75888     ,Porsche 911 RSR and 911 Turbo 3.0                                   ,        2018 ,     601 ,      398 ,       3 ,       34.99 ,              3 ,       4.9 ,      33.64  ,   46.04  ,19-Dec       ,2018 ,  398 ,"['\n$57.00\n', '\n$70.99\n', '\n$57.00\n', '\n$70.99\n']                                                              " ,     64    ,Speed Champions
75889     ,Ferrari Ultimate Garage                                             ,        2018 ,     601 ,      856 ,       7 ,       89.99 ,              7 ,       4.7 ,      88.835 ,  106.04  ,19-Dec       ,2018 ,  856 ,"['\n$149.99\n', '\n$143.80\n', '\n$149.99\n', '\n$143.80\n ']                                                         " ,    146.9  ,Speed Champions
75926     ,Pteranodon Chase                                                    ,        2018 ,     602 ,      126 ,       2 ,       19.99 ,              1 ,       4.8 ,      19.16  ,   20.855 ,20-Mar       ,2018 ,  126 ,"['\n$25.00\n', '\n$25.00\n']                                                                                          " ,     25    ,Jurassic World
75928     ,Blue's Helicopter Pursuit                                           ,        2018 ,     602 ,      397 ,       3 ,       49.99 ,              2 ,       4.8 ,      41.87  ,   60.65  ,20-Feb       ,2018 ,  397 ,"['\n$69.99\n', '\n$74.38\n', '\n$69.99\n', '\n$74.38\n']                                                              " ,     72.18 ,Jurassic World
75929     ,Carnotaurus Gyrosphere Escape                                       ,        2018 ,     602 ,      577 ,       3 ,       59.99 ,              2 ,       4.8 ,      63.06  ,   87.03  ,20-Mar       ,2018 ,  577 ,"['\n$96.59\n', '\n$158.91\n', '\n$96.59\n', '\n$158.91\n']                                                            " ,    127.75 ,Jurassic World
75930     ,Indoraptor Rampage at Lockwood                                      ,        2018 ,     602 ,     1019 ,       6 ,      119.99 ,              3 ,       4.9 ,     115.61  ,  168.885 ,20-Mar       ,2018 , 1019 ,"['\n$227.00\n', '\n$224.76\n', '\n$227.00\n', '\n$224.76\n']                                                          " ,    225.88 ,Jurassic World
75931     ,Dilophosaurus Outpost Attack                                        ,        2018 ,     602 ,      289 ,       3 ,       44.99 ,              3 ,       4.9 ,      44.515 ,   58.84  ,20-Jun       ,2018 ,  289 ,"['\n$80.00\n', '\n$62.53\n', '\n$80.00\n', '\n$62.53\n']                                                              " ,     71.26 ,Jurassic World
75932     ,Jurassic Park Velociraptor Chase                                    ,        2018 ,     602 ,      360 ,       4 ,       44.99 ,              3 ,       4.8 ,      39.56  ,   48.965 ,20-Jan       ,2018 ,  360 ,"['\n$90.00\n', '\n$75.00\n', '\n$90.00\n']                                                                            " ,     85    ,Jurassic World
75933     ,T-Rex Transport                                                     ,        2018 ,     602 ,      609 ,       3 ,       59.99 ,              3 ,       4.9 ,      61.645 ,   98.525 ,20-Mar       ,2018 ,  609 ,"['\n$118.88\n', '\n$202.08\n', '\n$118.88\n', '\n$202.08\n']                                                          " ,    160.48 ,Jurassic World
75951     ,Grindelwald's Escape                                                ,        2018 ,     667 ,      132 ,       2 ,       19.99 ,              2 ,       4.6 ,      19.605 ,   22.075 ,20-Feb       ,2018 ,  132 ,"['\n$28.89\n', '\n$25.38\n', '\n$28.89\n', '\n$25.38\n']                                                              " ,     27.14 ,Harry Potter > Fantastic Beasts
75952     ,Newt's Case of Magical Creatures                                    ,        2018 ,     667 ,      694 ,       4 ,       44.99 ,              4 ,       4.8 ,      43.48  ,   55.375 ,20-Mar       ,2018 ,  694 ,['\n$79.95\n']                                                                                                           ,     79.95 ,Harry Potter > Fantastic Beasts
76095     ,Black Manta Strike                                                  ,        2018 ,     695 ,      235 ,       3 ,       29.99 ,              3 ,       4.8 ,      30.78  ,   50.915 ,19-Dec       ,2018 ,  235 ,"['\n$74.99\n', '\n$71.40\n', '\n$74.99\n', '\n$71.40\n']                                                              " ,     73.19 ,Super Heroes DC
76096     ,Superman & Krypto Team-Up                                           ,        2018 ,     700 ,      208 ,       2 ,       19.99 ,              1 ,       4.7 ,      18.435 ,   19.225 ,18-Dec       ,2018 ,  208 ,[]                                                                                                                       ,      0    ,Super Heroes DC > Justice League
76097     ,Lex Luthor Mech Takedown                                            ,        2018 ,     700 ,      415 ,       5 ,       34.99 ,              5 ,       4.7 ,      30.635 ,   34.62  ,18-Nov       ,2018 ,  415 ,"['\n$49.95\n', '\n$56.54\n', '\n$49.95\n', '\n$56.54\n']                                                              " ,     53.24 ,Super Heroes DC > Justice League
76098     ,Speed Force Freeze Pursuit                                          ,        2018 ,     700 ,      280 ,       4 ,       29.99 ,              3 ,       4.7 ,      33.615 ,   36.315 ,19-Jan       ,2018 ,  280 ,"['\n$144.99\n', '\n$125.00\n', '\n$144.99\n', '\n$125.00\n']                                                          " ,    135    ,Super Heroes DC > Justice League
76099     ,Rhino Face-Off by the Mine                                          ,        2018 ,     696 ,      229 ,       3 ,       19.99 ,              3 ,       4.7 ,      18.955 ,   19.57  ,18-Dec       ,2018 ,  229 ,"['\n$31.99\n', '\n$9.27\n', '\n$31.99\n', '\n$9.27\n']                                                                " ,     20.63 ,Super Heroes Marvel
76100     ,Royal Talon Fighter Attack                                          ,        2018 ,     696 ,      358 ,       4 ,       29.99 ,              3 ,       4.7 ,      28.205 ,   26.76  ,19-Mar       ,2018 ,  358 ,"['\n$57.99\n', '\n$68.99\n', '\n$57.99\n', '\n$68.99\n']                                                              " ,     63.49 ,Super Heroes Marvel
76101     ,Outrider Dropship Attack                                            ,        2018 ,     702 ,      124 ,       4 ,       11.99 ,              2 ,       4.3 ,      12.06  ,   12.34  ,19-Mar       ,2018 ,  124 ,"['\n$21.53\n', '\n$6.30\n', '\n$21.53\n', '\n$6.30\n']                                                                " ,     13.92 ,Super Heroes Marvel > Avengers
76102     ,Thor's Weapon Quest                                                 ,        2018 ,     702 ,      229 ,       3 ,       19.99 ,              2 ,       4.8 ,      18.295 ,   28.38  ,19-Aug       ,2018 ,  229 ,"['\n$41.95\n', '\n$44.99\n', '\n$41.95\n', '\n$44.99\n']                                                              " ,     43.47 ,Super Heroes Marvel > Avengers
76103     ,Corvus Glaive Thresher Attack                                       ,        2018 ,     702 ,      416 ,       5 ,       34.99 ,              2 ,       4.8 ,      34.18  ,   71.84  ,19-Feb       ,2018 ,  416 ,"['\n$120.00\n', '\n$85.21\n', '\n$120.00\n', '\n$85.21\n']                                                            " ,    102.6  ,Super Heroes Marvel > Avengers
76104     ,The Hulkbuster Smash-Up                                             ,        2018 ,     702 ,      375 ,       4 ,       29.99 ,              2 ,       4.8 ,      29.025 ,   32.985 ,20-Jan       ,2018 ,  375 ,"['\n$54.50\n', '\n$49.99\n', '\n$54.50\n', '\n$49.99\n']                                                              " ,     52.24 ,Super Heroes Marvel > Avengers
76105     ,The Hulkbuster: Ultron Edition                                      ,        2018 ,     702 ,     1363 ,       1 ,      119.99 ,              1 ,       4.9 ,     125.455 ,  148.97  ,19-Dec       ,2018 , 1363 ,"['\n$229.00\n', '\n$188.42\n', '\n$229.00\n', '\n$188.42\n ']                                                         " ,    208.71 ,Super Heroes Marvel > Avengers
76107     ,Thanos: Ultimate Battle                                             ,        2018 ,     702 ,      681 ,       4 ,       69.99 ,              5 ,       4.9 ,      65.685 ,   71.765 ,20-Feb       ,2018 ,  681 ,"['\n$145.00\n', '\n$50.00\n', '\n$145.00\n', '\n$50.00\n']                                                            " ,     97.5  ,Super Heroes Marvel > Avengers
76110     ,Batman: The Attack of the Talons                                    ,        2018 ,     697 ,      165 ,       3 ,       19.99 ,              2 ,       4.8 ,      20.095 ,   24.2   ,19-Aug       ,2018 ,  165 ,"['\n$37.99\n', '\n$37.99\n']                                                                                          " ,     37.99 ,Super Heroes DC > Batman
76111     ,Batman: Brother Eye Takedown                                        ,        2018 ,     697 ,      279 ,       3 ,       29.99 ,              1 ,       4.5 ,      28.02  ,   29.58  ,19-Aug       ,2018 ,  279 ,"['\n$29.99\n', '\n$33.71\n', '\n$29.99\n', '\n$33.71\n']                                                              " ,     31.85 ,Super Heroes DC > Batman
76112     ,App-Controlled Batmobile                                            ,        2018 ,     697 ,      331 ,       1 ,       89.99 ,              1 ,       4.7 ,      84.13  ,  103.83  ,20-Jan       ,2018 ,  331 ,"['\n$129.00\n', '\n$211.84\n', '\n$129.00\n', '\n$211.84\n']                                                          " ,    170.42 ,Super Heroes DC > Batman
CLUBHOUSE ,Clubhouse                                                           ,        2018 ,     494 ,       80 ,       0 ,       29.99 ,              0 ,       4.3 ,      30.615 ,   41.02  ,18-Aug       ,2018 ,   80 ,[]                                                                                                                       ,      0    ,Friends
10256     ,Taj Mahal                                                           ,        2017 ,     673 ,     5923 ,       0 ,      299.99 ,              0 ,       4.9 ,     397.71  ,  396.105 ,20-Nov       ,2017 , 5923 ,"['\n$445.07\n', '\n$445.07\n']                                                                                        " ,    445.07 ,Creator > Creator Expert
21032     ,Sydney                                                              ,        2017 ,     253 ,      361 ,       0 ,       29.99 ,              0 ,       5   ,      30.455 ,   43.63  ,18-Nov       ,2017 ,  361 ,"['\n$242.58\n', '\n$242.58\n']                                                                                        " ,    242.58 ,Architecture > Skylines
21033     ,Chicago                                                             ,        2017 ,     253 ,      444 ,       0 ,       44.99 ,              0 ,       4.9 ,      42.515 ,   57.45  ,18-Dec       ,2017 ,  444 ,"['\n$200.00\n', '\n$200.00\n']                                                                                        " ,    200    ,Architecture > Skylines
21035     ,Solomon R. Guggenheim Museum                                        ,        2017 ,     252 ,      744 ,       0 ,       64.99 ,              0 ,       4.8 ,      68.61  ,   77.1   ,18-Dec       ,2017 ,  744 ,"['\n$138.84\n', '\n$138.84\n']                                                                                        " ,    138.84 ,Architecture
21036     ,Arc de Triomphe                                                     ,        2017 ,     252 ,      386 ,       0 ,       29.99 ,              0 ,       4.9 ,      30.98  ,   51.385 ,18-Nov       ,2017 ,  386 ,"['\n$73.87\n', '\n$73.87\n']                                                                                          " ,     73.87 ,Architecture
21129     ,The Mushroom Island                                                 ,        2017 ,     577 ,      247 ,       2 ,       19.99 ,              0 ,       4.8 ,      19.77  ,   20.59  ,18-Dec       ,2017 ,  247 ,"['\n$55.00\n', '\n$55.00\n']                                                                                          " ,     55    ,Minecraft
21130     ,The Nether Railway                                                  ,        2017 ,     577 ,      387 ,       2 ,       39.99 ,              1 ,       4.8 ,      33.59  ,   39.25  ,19-Feb       ,2017 ,  387 ,[]                                                                                                                       ,      0    ,Minecraft
21131     ,The Ice Spikes                                                      ,        2017 ,     577 ,      454 ,       2 ,       44.99 ,              1 ,       4.7 ,      45.945 ,   73.525 ,18-Jan       ,2017 ,  454 ,[]                                                                                                                       ,      0    ,Minecraft
21133     ,The Witch Hut                                                       ,        2017 ,     577 ,      502 ,       2 ,       64.99 ,              2 ,       4.7 ,      59.66  ,   92.4   ,17-Nov       ,2017 ,  502 ,[]                                                                                                                       ,      0    ,Minecraft
21134     ,The Waterfall Base                                                  ,        2017 ,     577 ,      729 ,       4 ,       74.99 ,              2 ,       4.7 ,      65.49  ,   72.27  ,18-Nov       ,2017 ,  729 ,[]                                                                                                                       ,      0    ,Minecraft
21135     ,The Crafting Box 2.0                                                ,        2017 ,     577 ,      717 ,       2 ,       79.99 ,              1 ,       4.8 ,      68.685 ,   99.62  ,19-Dec       ,2017 ,  717 ,['\n$98.18\n']                                                                                                           ,     98.18 ,Minecraft
21136     ,The Ocean Monument                                                  ,        2017 ,     577 ,     1122 ,       2 ,      119.99 ,              1 ,       4.8 ,     112.05  ,  126.455 ,19-Mar       ,2017 , 1122 ,[]                                                                                                                       ,      0    ,Minecraft
21309     ,NASA Apollo Saturn V                                                ,        2017 ,     576 ,     1969 ,       0 ,      109.99 ,              0 ,       4.7 ,     112.375 ,  134.525 ,19-Dec       ,2017 , 1969 ,"['\n$260.00\n', '\n$260.00\n']                                                                                        " ,    260    ,LEGO Ideas and CUUSOO
21312     ,Women of NASA                                                       ,        2017 ,     576 ,      231 ,       4 ,       19.99 ,              4 ,       4.7 ,      27.1   ,   25.485 ,19-Jun       ,2017 ,  231 ,"['\n$44.99\n', '\n$44.99\n']                                                                                          " ,     44.99 ,LEGO Ideas and CUUSOO
31063     ,Beachside Vacation                                                  ,        2017 ,     672 ,      275 ,       2 ,       19.99 ,              2 ,       4.3 ,      21.695 ,   26.99  ,18-Mar       ,2017 ,  275 ,"['\n$34.71\n', '\n$34.71\n']                                                                                          " ,     34.71 ,Creator > Creator 3-in-1
31064     ,Island Adventures                                                   ,        2017 ,     672 ,      359 ,       1 ,       19.99 ,              1 ,       4.3 ,      33.54  ,   23.7   ,18-Jan       ,2017 ,  359 ,"['\n$38.68\n', '\n$38.68\n']                                                                                          " ,     38.68 ,Creator > Creator 3-in-1
31066     ,Space Shuttle Explorer                                              ,        2017 ,     672 ,      285 ,       1 ,       24.99 ,              1 ,       4.6 ,      25.955 ,   34.12  ,18-Nov       ,2017 ,  285 ,"['\n$34.04\n', '\n$34.04\n']                                                                                          " ,     34.04 ,Creator > Creator 3-in-1
31067     ,Modular Poolside Holiday                                            ,        2017 ,     672 ,      356 ,       2 ,       19.99 ,              2 ,       4.6 ,      21.595 ,   30.135 ,18-Jul       ,2017 ,  356 ,"['\n$48.52\n', '\n$48.52\n']                                                                                          " ,     48.52 ,Creator > Creator 3-in-1
31068     ,Modular Modern Home                                                 ,        2017 ,     672 ,      386 ,       2 ,       27.99 ,              2 ,       4.6 ,      29.26  ,   29.555 ,18-Nov       ,2017 ,  386 ,"['\n$48.15\n', '\n$48.15\n']                                                                                          " ,     48.15 ,Creator > Creator 3-in-1
31069     ,Modular Family Villa                                                ,        2017 ,     672 ,      728 ,       3 ,       44.99 ,              3 ,       4.7 ,      64.36  ,   66.625 ,18-Dec       ,2017 ,  728 ,"['\n$96.59\n', '\n$96.59\n']                                                                                          " ,     96.59 ,Creator > Creator 3-in-1
40171     ,Hedgehog Storage                                                    ,        2017 ,     494 ,      249 ,       0 ,       10.99 ,              0 ,       4.5 ,      14.57  ,   19.995 ,18-Feb       ,2017 ,  249 ,[]                                                                                                                       ,      0    ,Friends
40251     ,Mini Piggy Bank                                                     ,        2017 ,     672 ,      248 ,       0 ,       11.99 ,              0 ,       4.4 ,      15.605 ,   12.315 ,20-May       ,2017 ,  248 ,"['\n$12.89\n', '\n$12.89\n']                                                                                          " ,     12.89 ,Creator > Creator 3-in-1
41145     ,Ariel and the Magical Spell                                         ,        2017 ,     579 ,      222 ,       2 ,       24.99 ,              2 ,       4.8 ,      26     ,   28.085 ,18-Dec       ,2017 ,  222 ,"['\n$62.77\n', '\n$62.77\n']                                                                                          " ,     62.77 ,Disney Princess
41146     ,Cinderella's Enchanted Evening                                      ,        2017 ,     579 ,      351 ,       2 ,       39.99 ,              2 ,       4.4 ,      41.17  ,   37.69  ,18-Dec       ,2017 ,  351 ,[]                                                                                                                       ,      0    ,Disney Princess
41147     ,Anna's Snow Adventure                                               ,        2017 ,     687 ,      153 ,       1 ,       19.99 ,              1 ,       4.3 ,      19.13  ,   19.085 ,17-Nov       ,2017 ,  153 ,"['\n$34.71\n', '\n$34.71\n']                                                                                          " ,     34.71 ,Disney > Frozen
41310     ,Heartlake Gift Delivery                                             ,        2017 ,     494 ,      185 ,       0 ,       17.99 ,              0 ,       4.5 ,      19.725 ,   19.1   ,17-Dec       ,2017 ,  185 ,[]                                                                                                                       ,      0    ,Friends
41311     ,Heartlake Pizzeria                                                  ,        2017 ,     494 ,      305 ,       0 ,       24.99 ,              0 ,       4.6 ,      29.27  ,   30.46  ,19-Jan       ,2017 ,  305 ,"['\n$58.85\n', '\n$58.85\n']                                                                                          " ,     58.85 ,Friends
41312     ,Heartlake Sports Center                                             ,        2017 ,     494 ,      328 ,       0 ,       39.99 ,              0 ,       4.6 ,      40.53  ,   36.725 ,17-Dec       ,2017 ,  328 ,[]                                                                                                                       ,      0    ,Friends
41313     ,Heartlake Summer Pool                                               ,        2017 ,     494 ,      589 ,       0 ,       54.99 ,              0 ,       4.5 ,      45.035 ,   62.535 ,19-Jul       ,2017 ,  589 ,"['\n$74.99\n', '\n$74.99\n']                                                                                          " ,     74.99 ,Friends
41314     ,Stephanie's House                                                   ,        2017 ,     494 ,      640 ,       0 ,       64.99 ,              0 ,       4.6 ,      64.085 ,  120.72  ,19-Nov       ,2017 ,  640 ,"['\n$116.52\n', '\n$116.52\n']                                                                                        " ,    116.52 ,Friends
41316     ,Andrea's Speedboat Transporter                                      ,        2017 ,     494 ,      309 ,       0 ,       24.99 ,              0 ,       4.4 ,      23.995 ,   29.905 ,19-Jan       ,2017 ,  309 ,[]                                                                                                                       ,      0    ,Friends
41317     ,Sunshine Catamaran                                                  ,        2017 ,     494 ,      603 ,       0 ,       64.99 ,              0 ,       4.2 ,      73.84  ,   67.69  ,18-Nov       ,2017 ,  603 ,"['\n$74.99\n', '\n$74.99\n']                                                                                          " ,     74.99 ,Friends
41318     ,Heartlake Hospital                                                  ,        2017 ,     494 ,      880 ,       0 ,       84.99 ,              0 ,       4.6 ,      85.93  ,  105.635 ,18-Oct       ,2017 ,  880 ,[]                                                                                                                       ,      0    ,Friends
41319     ,Snow Resort Hot Chocolate Van                                       ,        2017 ,     494 ,      246 ,       0 ,       19.99 ,              0 ,       4.6 ,      25.98  ,   27.98  ,19-Jan       ,2017 ,  246 ,[]                                                                                                                       ,      0    ,Friends
41321     ,Snow Resort Off-Roader                                              ,        2017 ,     494 ,      141 ,       0 ,       12.99 ,              0 ,       4.7 ,      15.92  ,   15.57  ,17-Nov       ,2017 ,  141 ,"['\n$39.99\n', '\n$39.99\n']                                                                                          " ,     39.99 ,Friends
41323     ,Snow Resort Chalet                                                  ,        2017 ,     494 ,      402 ,       0 ,       39.99 ,              0 ,       4.5 ,      37.77  ,   40.93  ,18-Nov       ,2017 ,  402 ,[]                                                                                                                       ,      0    ,Friends
41324     ,Snow Resort Ski Lift                                                ,        2017 ,     494 ,      585 ,       0 ,       54.99 ,              0 ,       4.7 ,      55.29  ,   53.56  ,19-Feb       ,2017 ,  585 ,"['\n$118.95\n', '\n$118.95\n']                                                                                        " ,    118.95 ,Friends
42057     ,Ultralight Helicopter                                               ,        2017 ,       1 ,      199 ,       0 ,       14.99 ,              0 ,       4.7 ,      20.325 ,   26.13  ,18-Dec       ,2017 ,  199 ,[]                                                                                                                       ,      0    ,Technic
42058     ,Stunt Bike                                                          ,        2017 ,       1 ,      140 ,       0 ,       17.99 ,              0 ,       4.7 ,      18.19  ,   24.375 ,18-Dec       ,2017 ,  140 ,"['\n$64.80\n', '\n$64.80\n']                                                                                          " ,     64.8  ,Technic
42059     ,Stunt Truck                                                         ,        2017 ,       1 ,      142 ,       0 ,       17.99 ,              0 ,       4.5 ,      21.96  ,   23.815 ,18-Dec       ,2017 ,  142 ,"['\n$23.99\n', '\n$23.99\n']                                                                                          " ,     23.99 ,Technic
42060     ,Roadwork Crew                                                       ,        2017 ,       1 ,      365 ,       0 ,       19.99 ,              0 ,       4.6 ,      23.655 ,   23.39  ,18-Dec       ,2017 ,  365 ,"['\n$35.00\n', '\n$35.00\n']                                                                                          " ,     35    ,Technic
42061     ,Telehandler                                                         ,        2017 ,       1 ,      260 ,       0 ,       24.99 ,              0 ,       4.4 ,      31.04  ,   33.36  ,17-Nov       ,2017 ,  260 ,[]                                                                                                                       ,      0    ,Technic
42062     ,Container Yard                                                      ,        2017 ,       1 ,      631 ,       0 ,       54.99 ,              0 ,       4.7 ,      56.125 ,   57.91  ,18-Dec       ,2017 ,  631 ,[]                                                                                                                       ,      0    ,Technic
42064     ,Ocean Explorer                                                      ,        2017 ,       1 ,     1327 ,       0 ,       74.99 ,              0 ,       4.7 ,     131.79  ,  129.485 ,18-Dec       ,2017 , 1327 ,[]                                                                                                                       ,      0    ,Technic
42065     ,RC Tracked Racer                                                    ,        2017 ,       1 ,      370 ,       0 ,       74.99 ,              0 ,       4.4 ,      95.12  ,   91.085 ,18-Dec       ,2017 ,  370 ,[]                                                                                                                       ,      0    ,Technic
42066     ,Air Race Jet                                                        ,        2017 ,       1 ,     1151 ,       0 ,      109.99 ,              0 ,       4.5 ,     158.72  ,  121.435 ,18-Aug       ,2017 , 1151 ,"['\n$148.75\n', '\n$148.75\n']                                                                                        " ,    148.75 ,Technic
42069     ,Extreme Adventure                                                   ,        2017 ,       1 ,     2382 ,       0 ,      139.99 ,              0 ,       4.5 ,     156.825 ,  151.085 ,18-Nov       ,2017 , 2382 ,"['\n$187.43\n', '\n$187.43\n']                                                                                        " ,    187.43 ,Technic
42070     ,6x6 All Terrain Tow Truck                                           ,        2017 ,       1 ,     1862 ,       0 ,      219.99 ,              0 ,       4.6 ,     247.265 ,  288.54  ,20-Jan       ,2017 , 1862 ,"['\n$203.37\n', '\n$295.53\n', '\n$203.37\n', '\n$295.53\n']                                                          " ,    249.45 ,Technic
60137     ,Tow Truck Trouble                                                   ,        2017 ,      61 ,      144 ,       3 ,       17.99 ,              3 ,       4.4 ,      23.69  ,   25.625 ,19-Dec       ,2017 ,  144 ,[]                                                                                                                       ,      0    ,City > Police
60140     ,Bulldozer Break-In                                                  ,        2017 ,      61 ,      561 ,       5 ,       64.99 ,              2 ,       4.6 ,      63.48  ,   66.125 ,18-Dec       ,2017 ,  561 ,"['\n$93.00\n', '\n$93.00\n']                                                                                          " ,     93    ,City > Police
60141     ,Police Station                                                      ,        2017 ,      61 ,      894 ,       7 ,       84.99 ,              4 ,       4.7 ,      95.59  ,  148.99  ,20-Jan       ,2017 ,  894 ,"['\n$202.66\n', '\n$202.66\n']                                                                                        " ,    202.66 ,City > Police
60142     ,Money Transporter                                                   ,        2017 ,      61 ,      138 ,       2 ,       12.99 ,              2 ,       4.7 ,      20.085 ,   28.825 ,18-Jan       ,2017 ,  138 ,[]                                                                                                                       ,      0    ,City > Police
60148     ,ATV Race Team                                                       ,        2017 ,      63 ,      239 ,       2 ,       17.99 ,              2 ,       4.6 ,      20.05  ,   26.715 ,19-Dec       ,2017 ,  239 ,[]                                                                                                                       ,      0    ,City > Traffic
