id,name,category,year,parts,raw_price,mean_price
21036-1,Arc de Triomphe,Architecture,2017,386,"['\n$73.87\n', '\n$73.87\n']",73.87
21050-1,Architecture Studio,Architecture,2013,1211,[],0
21027-1,Berlin,Architecture > Skylines,2016,289,"['\n$380.00\n', '\n$380.00\n']",380
21013-1,Big Ben,Architecture,2012,346,[],0
21029-1,Buckingham Palace,Architecture,2016,780,"['\n$105.12\n', '\n$105.12\n']",105.12
21008-1,Burj Khalifa,Architecture,2011,208,[],0
21031-1,Burj Khalifa,Architecture,2016,333,[],0
21055-1,Burj Khalifa,Architecture,2019,333,"['\n$133.99\n', '\n$99.12\n', '\n$133.99\n', '\n$99.12\n']",116.56
21033-1,Chicago,Architecture > Skylines,2017,444,"['\n$200.00\n', '\n$200.00\n']",200
21052-1,Dubai,Architecture > Skylines,2020,740,"['\n$82.49\n', '\n$57.99\n', '\n$73.34\n', '\n$82.49\n', '\n$57.99\n', '\n$73.34\n']",71.27
21002-1,Empire State Building,Architecture,2009,77,"['\n$49.95\n', '\n$49.95\n']",49.95
21046-1,Empire State Building,Architecture,2019,1767,"['\n$110.00\n', '\n$116.99\n', '\n$110.00\n', '\n$116.99\n']",113.5
21005-1,Fallingwater,Architecture,2009,811,[],0
21009-1,Farnsworth House,Architecture,2011,546,[],0
21023-1,Flatiron Building,Architecture,2015,471,"['\n$63.64\n', '\n$63.64\n']",63.64
21058-1,Great Pyramid of Giza,Architecture,2022,1476,"['\n$129.99\n', '\n$120.00\n', '\n$129.99\n', '\n$111.80\n', '\n$129.99\n', '\n$120.00\n', '\n$129.99\n', '\n$111.80\n']",122.94
21017-1,Imperial Hotel,Architecture,2013,1188,"['\n$178.51\n', '\n$178.51\n']",178.51
21001-1,John Hancock Center,Architecture,2008,69,[],0
19720-1,John Hancock Center (Brickstructures Version),Architecture,2008,69,[],0
21038-1,Las Vegas,Architecture > Skylines,2017,487,[],0
21047-1,Las Vegas,Architecture > Skylines,2018,501,"['\n$87.98\n', '\n$62.50\n', '\n$87.98\n', '\n$62.50\n']",75.24
4000038-1,LEGO Campus,Architecture,2022,1461,"['\n$129.99\n', '\n$1,099.00\n', '\n$129.99\n', '\n$1,099.00\n']",614.5
21037-1,LEGO House,Architecture,2017,774,"['\n$111.07\n', '\n$111.07\n']",111.07
21022-1,Lincoln Memorial,Architecture,2015,274,"['\n$75.37\n', '\n$75.37\n']",75.37
21034-1,London,Architecture > Skylines,2016,468,"['\n$39.99\n', '\n$21.81\n', '\n$39.95\n', '\n$39.99\n', '\n$21.81\n', '\n$39.95\n']",33.92
21024-1,Louvre,Architecture,2015,695,"['\n$132.89\n', '\n$132.89\n']",132.89
21021-1,Marina Bay Sands,Architecture,2014,602,[],0
21028-1,New York City,Architecture > Skylines,2016,598,"['\n$59.99\n', '\n$87.29\n', '\n$59.99\n', '\n$87.29\n']",73.64
21044-1,Paris,Architecture > Skylines,2019,649,"['\n$44.99\n', '\n$49.99\n', '\n$48.95\n', '\n$44.99\n', '\n$49.99\n', '\n$48.95\n']",47.98
21010-1,Robie House,Architecture,2011,2276,"['\n$607.97\n', '\n$607.97\n']",607.97
21007-1,Rockefeller Center,Architecture,2010,240,[],0
6291437-1,Sakura Tree,Architecture,2020,147,[],0
21043-1,San Francisco,Architecture > Skylines,2019,565,"['\n$79.95\n', '\n$79.99\n', '\n$79.95\n', '\n$79.99\n']",79.97
21000-1,Sears Tower,Architecture,2008,69,[],0
19710-1,Sears Tower (Brickstructures Version),Architecture,2008,68,[],0
21003-1,Seattle Space Needle,Architecture,2009,57,"['\n$175.00\n', '\n$175.00\n']",175
21039-1,Shanghai,Architecture > Skylines,2018,597,"['\n$114.98\n', '\n$99.00\n', '\n$114.98\n', '\n$99.00\n']",106.99
21057-1,Singapore,Architecture > Skylines,2022,836,"['\n$58.90\n', '\n$59.99\n', '\n$77.49\n', '\n$58.90\n', '\n$50.99\n', '\n$59.99\n', '\n$77.49\n']",63.39
21004-1,Solomon R. Guggenheim Museum,Architecture,2009,208,[],0
21035-1,Solomon R. Guggenheim Museum,Architecture,2017,744,"['\n$138.84\n', '\n$138.84\n']",138.84
21042-1,Statue of Liberty,Architecture,2018,1685,"['\n$99.95\n', '\n$119.99\n', '\n$128.48\n', '\n$99.95\n', '\n$119.99\n', '\n$128.48\n']",116.14
21016-1,Sungnyemun,Architecture,2012,325,[],0
21032-1,Sydney,Architecture > Skylines,2017,361,"['\n$242.58\n', '\n$242.58\n']",242.58
21012-1,Sydney Opera House,Architecture,2012,270,[],0
21056-1,Taj Mahal,Architecture,2021,2024,"['\n$97.50\n', '\n$119.99\n', '\n$199.00\n', '\n$97.50\n', '\n$119.99\n', '\n$199.00\n']",138.83
21015-1,The Leaning Tower of Pisa,Architecture,2013,345,"['\n$142.05\n', '\n$142.05\n']",142.05
21054-1,The White House,Architecture,2020,1483,"['\n$300.00\n', '\n$99.99\n', '\n$169.00\n', '\n$300.00\n', '\n$99.99\n', '\n$169.00\n']",189.66
21051-1,Tokyo,Architecture > Skylines,2020,547,"['\n$59.99\n', '\n$44.99\n', '\n$59.99\n', '\n$115.00\n', '\n$59.99\n', '\n$44.99\n', '\n$59.99\n', '\n$115.00\n']",69.99
21045-1,Trafalgar Square,Architecture,2019,1197,"['\n$119.99\n', '\n$115.99\n', '\n$119.99\n', '\n$115.99\n']",117.99
21020-1,Trevi Fountain,Architecture,2014,731,[],0
21018-1,United Nations Headquarters,Architecture,2013,597,"['\n$179.98\n', '\n$179.98\n']",179.98
21030-1,United States Capitol Building,Architecture,2016,1032,"['\n$198.00\n', '\n$198.00\n']",198
21026-1,Venice,Architecture > Skylines,2016,212,"['\n$215.41\n', '\n$215.41\n']",215.41
21014-1,Villa Savoye,Architecture,2012,660,"['\n$285.47\n', '\n$285.47\n']",285.47
21000-2,Willis Tower,Architecture,2011,69,[],0
40539-1,Ahsoka Tano,Brickheadz,2022,164,"['\n$18.70\n', '\n$9.99\n', '\n$16.90\n', '\n$18.70\n', '\n$9.99\n', '\n$16.90\n']",15.2
6315025-1,Amsterdam Brickheadz,Brickheadz,2019,110,[],0
41618-1,Anna & Olaf,Brickheadz,2018,201,"['\n$29.40\n', '\n$29.40\n']",29.4
41600-1,Aquaman,Brickheadz,2018,135,"['\n$17.79\n', '\n$25.00\n', '\n$17.79\n', '\n$25.00\n']",21.4
41623-1,Ariel & Ursula,Brickheadz,2018,361,"['\n$80.59\n', '\n$80.59\n']",80.59
41586-1,Batgirl,Brickheadz,2017,99,"['\n$22.50\n', '\n$22.50\n']",22.5
41585-1,Batman,Brickheadz,2017,91,"['\n$31.82\n', '\n$31.82\n']",31.82
41491-1,Batman & The Joker,Brickheadz,2016,206,[],0
40379-1,Bear,Brickheadz,2020,150,"['\n$29.98\n', '\n$41.89\n', '\n$19.95\n', '\n$29.98\n', '\n$41.89\n', '\n$19.95\n']",30.61
41596-1,Beast,Brickheadz,2017,116,"['\n$20.00\n', '\n$20.00\n']",20
40270-1,Bee,Brickheadz,2018,140,"['\n$32.00\n ', '\n$12.97\n', '\n$32.00\n', '\n$12.97\n']",22.48
6278983-1,Beijing Brickheadz,Brickheadz,2019,110,"['\n$272.73\n', '\n$272.73\n']",272.73
41595-1,Belle,Brickheadz,2017,139,"['\n$24.15\n', '\n$24.15\n']",24.15
40421-1,"Belle Bottom, Kevin and Bob",Brickheadz,2021,309,"['\n$39.99\n', '\n$38.97\n', '\n$28.95\n', '\n$39.99\n', '\n$38.97\n', '\n$28.95\n']",35.97
41636-1,Benny,Brickheadz,2019,103,"['\n$99.99\n', '\n$147.76\n', '\n$99.99\n', '\n$147.76\n']",123.88
40348-1,Birthday Clown,Brickheadz,2019,150,"['\n$15.99\n', '\n$9.99\n', '\n$12.15\n', '\n$15.99\n', '\n$9.99\n', '\n$12.15\n']",12.71
41493-1,Black Panther & Dr. Strange,Brickheadz,2016,167,[],0
41591-1,Black Widow,Brickheadz,2017,143,"['\n$22.50\n', '\n$22.50\n']",22.5
41629-1,Boba Fett,Brickheadz,2018,161,"['\n$71.95\n', '\n$58.85\n', '\n$71.95\n', '\n$58.85\n']",65.4
41498-1,Boba Fett & Han Solo in Carbonite,Brickheadz,2017,329,[],0
40383-1,Bride,Brickheadz,2020,306,"['\n$22.00\n', '\n$29.99\n', '\n$18.00\n', '\n$22.00\n', '\n$29.99\n ', '\n$18.00\n']",23.33
40443-1,Budgie and Chick,Brickheadz,2021,261,"['\n$25.18\n', '\n$32.99\n', '\n$14.99\n', '\n$19.62\n', '\n$25.18\n', '\n$32.99\n', '\n$14.99\n', '\n$19.62\n']",23.2
40271-1,Bunny,Brickheadz,2018,126,"['\n$24.99\n', '\n$11.35\n', '\n$24.99\n', '\n$11.35\n']",18.17
40552-1,Buzz Lightyear,Brickheadz,2022,114,"['\n$19.21\n', '\n$7.99\n ', '\n$9.99\n', '\n$28.90\n', '\n$19.21\n', '\n$7.99\n', '\n$9.99\n', '\n$28.90\n']",16.52
41589-1,Captain America,Brickheadz,2017,79,"['\n$39.76\n', '\n$39.76\n']",39.76
41594-1,Captain Armando Salazar,Brickheadz,2017,118,"['\n$9.69\n', '\n$9.69\n']",9.69
41593-1,Captain Jack Sparrow,Brickheadz,2017,109,"['\n$40.09\n', '\n$40.09\n']",40.09
41486-1,Captain Phasma,Brickheadz,2017,127,"['\n$39.00\n', '\n$39.00\n']",39
41609-1,Chewbacca,Brickheadz,2018,149,"['\n$49.00\n', '\n$49.00\n', '\n$49.00\n', '\n$49.00\n']",49
40350-1,Chick,Brickheadz,2019,120,"['\n$14.30\n', '\n$9.91\n', '\n$14.30\n', '\n$9.91\n']",12.1
40466-1,Chinese New Year Pandas,Brickheadz,2021,249,"['\n$33.38\n', '\n$20.00\n', '\n$19.99\n', '\n$20.02\n', '\n$33.38\n', '\n$20.00\n', '\n$19.99\n', '\n$20.02\n']",23.35
40550-1,Chip & Dale,Brickheadz,2022,226,"['\n$19.99\n', '\n$40.00\n', '\n$19.99\n', '\n$40.00\n']",29.99
40481-1,Cockatiel and Chick,Brickheadz,2021,219,"['\n$29.99\n', '\n$29.95\n', '\n$9.19\n', '\n$32.95\n', '\n$29.99\n', '\n$29.95\n', '\n$9.19\n', '\n$32.95\n']",25.52
6302766-1,Cologne Brickheadz,Brickheadz,2019,111,[],0
41601-1,Cyborg,Brickheadz,2018,108,"['\n$16.00\n', '\n$19.00\n', '\n$16.00\n', '\n$19.00\n']",17.5
40476-1,Daisy Duck,Brickheadz,2021,110,"['\n$18.99\n', '\n$9.99\n', '\n$15.75\n', '\n$18.99\n', '\n$9.99\n', '\n$15.75\n']",14.91
40479-1,Dalmatian and Puppy,Brickheadz,2021,252,"['\n$23.79\n', '\n$24.95\n', '\n$23.79\n', '\n$24.95\n']",24.37
41619-1,Darth Vader,Brickheadz,2018,104,"['\n$54.95\n', '\n$34.71\n', '\n$54.95\n', '\n$34.71\n']",44.83
40549-1,Demogorgon & Eleven,Brickheadz,2022,192,"['\n$19.99\n', '\n$40.00\n', '\n$19.99\n', '\n$40.00\n']",29.99
40377-1,Donald Duck,Brickheadz,2020,90,"['\n$60.19\n', '\n$9.99\n', '\n$15.00\n', '\n$60.19\n', '\n$9.99\n', '\n$15.00\n']",28.39
40354-1,Dragon Dance Guy,Brickheadz,2019,170,"['\n$29.00\n', '\n$14.87\n', '\n$29.00\n', '\n$14.87\n']",21.94
41617-1,Elsa,Brickheadz,2018,130,"['\n$35.99\n', '\n$20.25\n', '\n$35.99\n', '\n$20.25\n']",28.12
41634-1,Emmet,Brickheadz,2019,113,"['\n$449.95\n', '\n$130.00\n', '\n$449.95\n', '\n$130.00\n']",289.98
40542-1,FC Barcelona Go Brick Me,Brickheadz,2022,530,"['\n$40.00\n', '\n$19.99\n', '\n$24.78\n', '\n$40.00\n', '\n$19.99\n', '\n$24.78\n']",28.26
41485-1,Finn,Brickheadz,2017,91,"['\n$23.10\n', '\n$23.10\n']",23.1
40422-1,Frankenstein,Brickheadz,2020,108,"['\n$21.79\n', '\n$19.94\n', '\n$9.50\n', '\n$21.79\n', '\n$19.94\n', '\n$9.50\n']",17.08
40544-1,French Bulldog,Brickheadz,2022,237,"['\n$28.99\n', '\n$27.95\n', '\n$14.99\n', '\n$29.75\n', '\n$28.99\n', '\n$27.95\n', '\n$14.99\n', '\n$29.75\n']",25.42
41607-1,Gamora,Brickheadz,2018,136,"['\n$43.16\n', '\n$21.82\n', '\n$43.16\n', '\n$21.82\n']",32.49
40316-1,Geoffrey,Brickheadz,2018,112,[],0
40440-1,German Shepherd and Puppy,Brickheadz,2021,247,"['\n$23.99\n', '\n$15.30\n', '\n$23.99\n', '\n$15.30\n']",19.64
40351-1,Ghost,Brickheadz,2019,136,"['\n$39.95\n', '\n$26.90\n', '\n$39.95\n', '\n$26.90\n']",33.42
40480-1,Ginger Tabby and Kitten,Brickheadz,2021,270,"['\n$29.97\n', '\n$14.99\n', '\n$23.44\n', '\n$29.97\n', '\n$14.99\n', '\n$23.44\n']",22.8
41597-1,Go Brick Me,Brickheadz,2018,708,"['\n$56.82\n', '\n$64.46\n', '\n$56.82\n', '\n$64.46\n']",60.64
40442-1,Goldfish and Fry,Brickheadz,2021,186,"['\n$19.99\n', '\n$14.99\n', '\n$14.34\n', '\n$19.99\n', '\n$14.99\n', '\n$14.34\n']",16.44
40378-1,Goofy and Pluto,Brickheadz,2020,214,"['\n$29.99\n', '\n$14.99\n', '\n$20.00\n', '\n$29.99\n', '\n$14.99\n', '\n$20.00\n']",21.66
40384-1,Groom,Brickheadz,2020,255,"['\n$36.13\n', '\n$29.99\n', '\n$17.10\n', '\n$36.13\n', '\n$29.99\n', '\n$17.10\n']",27.74
41626-1,Groot & Rocket,Brickheadz,2018,189,"['\n$78.34\n', '\n$78.34\n']",78.34
40420-1,"Gru, Stuart and Otto",Brickheadz,2021,244,"['\n$29.99\n', '\n$34.80\n', '\n$19.99\n', '\n$26.95\n', '\n$29.99\n', '\n$34.80\n', '\n$19.99\n', '\n$26.95\n']",27.93
40412-1,Hagrid & Buckbeak,Brickheadz,2020,270,"['\n$39.99\n', '\n$39.99\n']",39.99
40482-1,Hamster and Baby Hamster,Brickheadz,2021,243,"['\n$45.00\n', '\n$37.99\n', '\n$17.80\n', '\n$45.00\n', '\n$37.99\n', '\n$17.80\n']",33.6
6322719-1,Hangzhou Brickheadz,Brickheadz,2020,98,"['\n$99.99\n', '\n$99.99\n']",99.99
41608-1,Han Solo,Brickheadz,2018,141,"['\n$19.99\n', '\n$14.20\n', '\n$19.99\n', '\n$14.20\n']",17.1
66591-1,Han Solo & Chewbacca Bundle,Brickheadz,2018,0,[],0
40495-1,"Harry, Hermione, Ron & Hagrid",Brickheadz,2021,466,"['\n$24.99\n', '\n$36.00\n', '\n$24.99\n', '\n$36.00\n']",30.49
41615-1,Harry Potter & Hedwig,Brickheadz,2018,180,"['\n$49.59\n', '\n$49.59\n']",49.59
41616-1,Hermione Granger,Brickheadz,2018,127,"['\n$52.00\n', '\n$28.41\n', '\n$52.00\n', '\n$28.41\n']",40.2
41632-1,Homer Simpson & Krusty the Clown,Brickheadz,2018,215,"['\n$68.43\n', '\n$68.43\n ']",68.43
41590-1,Iron Man,Brickheadz,2017,96,"['\n$33.51\n', '\n$33.51\n']",33.51
41492-1,Iron Man & Captain America,Brickheadz,2016,174,[],0
41604-1,Iron Man MK50,Brickheadz,2018,101,"['\n$45.00\n', '\n$28.76\n', '\n$45.00\n', '\n$28.76\n']",36.88
41630-1,Jack Skellington & Sally,Brickheadz,2018,193,['\n$98.18\n'],98.18
40554-1,Jake Sully & his Avatar,Brickheadz,2022,246,"['\n$249.95\n', '\n$19.99\n', '\n$35.70\n', '\n$249.95\n', '\n$19.99\n', '\n$35.70\n']",101.88
40545-1,Koi Fish,Brickheadz,2022,203,"['\n$30.00\n', '\n$14.99\n', '\n$29.75\n', '\n$30.00\n', '\n$14.99\n', '\n$29.75\n']",24.91
41603-1,Kylo Ren,Brickheadz,2018,130,"['\n$35.00\n', '\n$22.00\n', '\n$35.00\n', '\n$22.00\n']",28.5
75232-1,Kylo Ren & Sith Trooper,Brickheadz,2019,240,"['\n$28.00\n', '\n$28.00\n']",28
40492-1,La Catrina,Brickheadz,2021,141,"['\n$399.95\n', '\n$23.99\n', '\n$19.07\n', '\n$399.95\n', '\n$23.99\n', '\n$19.07\n']",147.67
40367-1,Lady Liberty,Brickheadz,2019,153,"['\n$18.44\n', '\n$9.99\n', '\n$13.50\n', '\n$18.44\n', '\n$9.99\n', '\n$13.50\n']",13.98
40540-1,Lion Dance Guy,Brickheadz,2022,239,"['\n$18.72\n', '\n$18.99\n', '\n$9.99\n', '\n$18.00\n', '\n$18.72\n', '\n$18.99\n', '\n$9.99\n', '\n$18.00\n']",16.42
41487-1,Lloyd,Brickheadz,2017,102,"['\n$58.51\n', '\n$58.51\n']",58.51
40436-1,Lucky Cat,Brickheadz,2020,134,"['\n$35.99\n', '\n$24.95\n', '\n$18.00\n', '\n$35.99\n', '\n$24.95\n', '\n$18.00\n']",26.31
41627-1,Luke Skywalker & Yoda,Brickheadz,2018,215,"['\n$44.63\n', '\n$44.63\n']",44.63
40541-1,Manchester United Go Brick Me,Brickheadz,2022,530,"['\n$172.00\n', '\n$40.45\n', '\n$19.99\n', '\n$24.78\n', '\n$172.00\n', '\n$40.45\n', '\n$19.99\n', '\n$24.78\n']",64.3
41611-1,Marty McFly & Doc Brown,Brickheadz,2018,240,"['\n$60.71\n', '\n$60.71\n']",60.71
41488-1,Master Wu,Brickheadz,2017,89,"['\n$48.59\n', '\n$48.59\n']",48.59
41624-1,Mickey Mouse,Brickheadz,2018,109,"['\n$94.99\n', '\n$85.00\n', '\n$94.99\n', '\n$85.00\n']",90
41625-1,Minnie Mouse,Brickheadz,2018,129,"['\n$108.88\n', '\n$99.00\n', '\n$108.88\n', '\n$99.00\n']",103.94
40381-1,Monkey King,Brickheadz,2020,175,"['\n$30.00\n', '\n$18.00\n', '\n$30.00\n', '\n$18.00\n']",24
40274-1,Mr. Claus & Mrs. Claus,Brickheadz,2018,341,"['\n$40.00\n', '\n$40.00\n']",40
41613-1,Mr. Incredible & Frozone,Brickheadz,2018,160,"['\n$29.50\n', '\n$29.50\n']",29.5
41631-1,Newt Scamander & Gellert Grindelwald,Brickheadz,2018,247,"['\n$100.84\n', '\n$100.84\n']",100.84
40490-1,Ninjago 10,Brickheadz,2021,406,"['\n$46.85\n', '\n$39.85\n', '\n$39.90\n', '\n$46.85\n', '\n$39.85\n', '\n$39.90\n']",42.2
ITBH-1,Nonnie - Inside Tour 2017 Edition,Brickheadz,2017,0,[],0
40425-1,Nutcracker,Brickheadz,2020,180,"['\n$18.95\n', '\n$14.99\n', '\n$14.00\n', '\n$18.95\n', '\n$14.99\n', '\n$14.00\n']",15.98
40547-1,Obi-Wan Kenobi & Darth Vader,Brickheadz,2022,260,"['\n$169.99\n', '\n$19.99\n', '\n$39.67\n', '\n$169.99\n', '\n$19.99\n', '\n$39.67\n']",76.55
41614-1,Owen & Blue,Brickheadz,2018,234,"['\n$40.00\n', '\n$40.00\n']",40
41622-1,Peter Venkman & Slimer,Brickheadz,2018,228,"['\n$60.23\n', '\n$60.23\n']",60.23
40546-1,Poodle,Brickheadz,2022,304,"['\n$27.00\n', '\n$29.59\n', '\n$14.99\n', '\n$19.82\n', '\n$27.00\n', '\n$29.59\n', '\n$14.99\n', '\n$19.82\n']",22.85
41628-1,Princess Leia Organa,Brickheadz,2018,124,"['\n$33.99\n', '\n$45.00\n', '\n$33.99\n', '\n$45.00\n']",39.5
40560-1,Professors of Hogwarts,Brickheadz,2022,605,"['\n$40.99\n', '\n$39.99\n', '\n$59.90\n', '\n$40.99\n', '\n$39.99\n', '\n$59.90\n']",46.96
40349-1,Puppy,Brickheadz,2019,147,"['\n$14.99\n', '\n$19.29\n', '\n$14.99\n', '\n$19.29\n']",17.14
40353-1,"Reindeer, Elf & Elfie",Brickheadz,2019,281,"['\n$24.99\n', '\n$24.99\n']",24.99
41602-1,Rey,Brickheadz,2018,119,"['\n$11.05\n', '\n$25.00\n', '\n$11.05\n', '\n$25.00\n']",18.02
41489-1,Rey & Kylo Ren,Brickheadz,2017,250,[],0
40559-1,Road Runner & Wile E. Coyote,Brickheadz,2022,205,"['\n$28.61\n', '\n$19.99\n', '\n$25.28\n', '\n$28.61\n', '\n$19.99\n', '\n$25.28\n']",24.63
41587-1,Robin,Brickheadz,2017,101,"['\n$22.50\n', '\n$22.50\n']",22.5
41621-1,Ron Weasley & Albus Dumbledore,Brickheadz,2018,245,"['\n$121.09\n', '\n$121.09\n']",121.09
40352-1,Scarecrow,Brickheadz,2019,177,"['\n$24.97\n', '\n$14.87\n', '\n$24.97\n', '\n$14.87\n']",19.92
40477-1,"Scrooge McDuck, Huey, Dewey & Louie",Brickheadz,2021,340,"['\n$24.99\n', '\n$37.90\n', '\n$24.99\n', '\n$37.90\n']",31.44
40380-1,Sheep,Brickheadz,2020,192,"['\n$21.49\n', '\n$14.95\n', '\n$14.40\n', '\n$21.49\n', '\n$14.95\n', '\n$14.40\n']",16.95
6270050-1,Shimao Brickheadz,Brickheadz,2018,110,"['\n$272.73\n', '\n$272.73\n']",272.73
40441-1,Shorthair Cat and Kitten,Brickheadz,2021,250,"['\n$27.89\n', '\n$37.99\n', '\n$14.99\n', '\n$19.80\n', '\n$27.89\n', '\n$37.99\n', '\n$14.99\n', '\n$19.80\n']",25.17
40548-1,Spice Girls Tribute,Brickheadz,2022,578,"['\n$74.95\n', '\n$84.99\n', '\n$49.99\n', '\n$79.00\n', '\n$74.95\n', '\n$84.99\n', '\n$49.99\n', '\n$79.00\n']",72.23
41497-1,Spider-Man & Venom,Brickheadz,2017,144,"['\n$824.46\n', '\n$824.46\n']",824.46
41606-1,Star-Lord,Brickheadz,2018,113,"['\n$30.00\n', '\n$30.00\n', '\n$30.00\n', '\n$30.00\n']",30
66593-1,Star-Lord and Gamora Bundle,Brickheadz,2018,0,[],0
40543-1,St. Bernard,Brickheadz,2022,236,"['\n$25.50\n', '\n$16.99\n', '\n$14.99\n', '\n$23.44\n', '\n$25.50\n', '\n$16.99\n', '\n$14.99\n', '\n$23.44\n']",20.23
41612-1,Steve & Creeper,Brickheadz,2018,160,"['\n$65.00\n', '\n$65.00\n']",65
41620-1,Stormtrooper,Brickheadz,2018,124,"['\n$39.99\n', '\n$32.36\n', '\n$39.99\n', '\n$32.36\n']",36.17
41496-1,Supergirl & Martian Manhunter,Brickheadz,2017,231,[],0
41490-1,Superman & Wonder Woman,Brickheadz,2016,210,[],0
41637-1,Sweet Mayhem,Brickheadz,2019,137,"['\n$94.99\n', '\n$147.76\n', '\n$94.99\n', '\n$147.76\n']",121.38
41610-1,Tactical Batman & Superman,Brickheadz,2018,209,"['\n$95.00\n', '\n$95.00\n']",95
41605-1,Thanos,Brickheadz,2018,105,"['\n$33.99\n', '\n$38.68\n', '\n$33.99\n', '\n$38.68\n']",36.34
41598-1,The Flash,Brickheadz,2018,122,"['\n$32.00\n', '\n$45.00\n', '\n$32.00\n', '\n$45.00\n']",38.5
41592-1,The Hulk,Brickheadz,2017,93,"['\n$22.73\n', '\n$22.73\n']",22.73
41588-1,The Joker,Brickheadz,2017,151,"['\n$29.75\n', '\n$29.75\n']",29.75
75317-1,The Mandalorian & The Child,Brickheadz,2020,295,"['\n$19.99\n', '\n$18.95\n', '\n$19.99\n', '\n$18.95\n']",19.47
40273-1,Turkey,Brickheadz,2018,114,"['\n$24.99\n', '\n$11.93\n', '\n$24.99\n', '\n$11.93\n']",18.46
40496-1,"Voldemort, Nagini & Bellatrix",Brickheadz,2021,344,"['\n$75.79\n', '\n$24.99\n', '\n$35.95\n', '\n$75.79\n', '\n$24.99\n', '\n$35.95\n']",45.58
40272-1,Witch,Brickheadz,2018,151,"['\n$22.99\n', '\n$14.11\n', '\n$22.99\n', '\n$14.11\n']",18.55
DCBHZ-1,Wonder Woman,Brickheadz,2017,145,[],0
41599-1,Wonder Woman,Brickheadz,2018,143,"['\n$31.97\n', '\n$17.06\n', '\n$31.97\n', '\n$17.06\n']",24.52
40553-1,Woody and Bo Peep,Brickheadz,2022,296,"['\n$32.00\n', '\n$19.99\n', '\n$38.90\n', '\n$32.00\n', '\n$19.99\n', '\n$38.90\n']",30.3
41635-1,Wyldstyle,Brickheadz,2019,134,"['\n$74.99\n', '\n$115.00\n', '\n$74.99\n', '\n$115.00\n']",95
66643-1,3-in-1 Bundle Pack,City,2020,0,[],0
7635-1,4WD with Horse Trailer,City > Farm,2009,176,[],0
20002-1,4x4 Fire Truck,City > Fire,2008,56,[],0
4208-1,4x4 Fire Truck,City > Fire,2012,243,[],0
60115-1,4 x 4 Off Roader,City > Off-Road,2016,184,"['\n$24.10\n', '\n$24.10\n']",24.1
60165-1,4 x 4 Response Unit,City > Coast Guard,2017,347,[],0
60149-1,4x4 with Catamaran,City,2017,198,"['\n$25.78\n', '\n$25.78\n']",25.78
5005749-1,Adventures in the Arctic Collection,City,2018,0,[],0
2064-1,Air Ambulance,City > Hospital,2007,116,"['\n$48.59\n', '\n$48.59\n']",48.59
2928-1,Airline Promotional Set,City > Airport,2006,146,"['\n$48.59\n', '\n$48.59\n']",48.59
2928-2,Airline Promotional Set (ANA Version),City > Airport,2008,147,[],0
7732-1,Air Mail,City > Traffic,2008,88,[],0
7901-1,Airplane Mechanic,City > Airport,2006,31,[],0
7894-1,Airport,City > Airport,2006,705,"['\n$276.68\n', '\n$276.68\n']",276.68
3182-1,Airport,City > Airport,2010,705,"['\n$225.00\n', '\n$225.00\n']",225
60103-1,Airport Air Show,City > Airport,2016,678,"['\n$26.35\n', '\n$26.35\n']",26.35
7894-2,Airport - ANA Version,City > Airport,2007,707,[],0
60101-1,Airport Cargo Plane,City > Airport,2016,157,"['\n$59.49\n', '\n$59.49\n']",59.49
7891-1,Airport Firetruck,City > Airport,2006,148,"['\n$43.63\n', '\n$43.63\n']",43.63
60061-1,Airport Fire Truck,City > Airport,2014,326,[],0
60104-1,Airport Passenger Terminal,City > Airport,2016,694,[],0
60100-1,Airport Starter Set,City > Airport,2016,81,"['\n$14.99\n', '\n$14.99\n']",14.99
60102-1,Airport VIP Service,City > Airport,2016,364,"['\n$82.80\n', '\n$82.80\n']",82.8
60260-1,Air Race,City > Airport,2020,140,"['\n$32.89\n', '\n$28.59\n', '\n$32.89\n', '\n$28.59\n']",30.74
60177-1,Airshow Jet,City > Airport,2018,87,[],0
60289-1,Airshow Jet Transporter,City,2021,281,"['\n$50.23\n', '\n$64.99\n', '\n$22.27\n', '\n$50.23\n', '\n$64.99\n', '\n$22.27\n']",45.83
7643-1,Air Show Plane,City > Airport,2009,115,[],0
952209-1,Allie Aires’ Firefighter Jet,City > Fire,2022,24,"['\n$3.98\n', '\n$3.98\n']",3.98
7890-1,Ambulance,City > Hospital,2006,118,[],0
4431-1,Ambulance,City > Hospital,2012,199,"['\n$86.94\n', '\n$86.94\n']",86.94
60179-1,Ambulance Helicopter,City > Hospital,2018,190,"['\n$34.99\n', '\n$34.99\n']",34.99
60116-1,Ambulance Plane,City > Hospital,2016,183,"['\n$32.77\n', '\n$32.77\n']",32.77
5002136-1,Arctic Accessory Set,City > Arctic,2014,25,[],0
60193-1,Arctic Air Transport,City > Arctic,2018,277,"['\n$49.99\n', '\n$126.00\n', '\n$49.99\n', '\n$126.00\n']",88
60036-1,Arctic Base Camp,City > Arctic,2014,733,[],0
5004189-1,Arctic Collection,City > Arctic,2014,0,[],0
60191-1,Arctic Exploration Team,City > Arctic,2018,70,[],0
951810-1,Arctic Explorer with Snowmobile,City > Arctic,2018,39,"['\n$3.47\n', '\n$3.47\n']",3.47
