id,name,category,year,parts,raw_price,mean_price
TRUSHIELD-3,Captain America's Shield,Super Heroes Marvel,2014,261,[],0
76017-1,Captain America vs. Hydra,Super Heroes Marvel > Avengers,2014,173,"['\n$59.99\n', '\n$59.99\n']",59.99
76201-1,Captain Carter & The Hydra Stomper,Super Heroes Marvel,2021,343,"['\n$40.00\n', '\n$29.99\n', '\n$41.04\n', '\n$40.00\n', '\n$29.99\n', '\n$41.04\n']",37.01
242003-1,Captain Marvel,Super Heroes Marvel > Avengers,2020,10,"['\n$54.99\n', '\n$8.38\n', '\n$54.99\n', '\n$8.38\n']",31.68
30453-1,Captain Marvel and Nick Fury,Super Heroes Marvel,2020,32,"['\n$10.97\n', '\n$5.81\n', '\n$10.97\n', '\n$5.81\n']",8.39
77902-1,Captain Marvel and the Asis,Super Heroes Marvel,2019,280,"['\n$379.00\n', '\n$1,619.51\n', '\n$379.00\n', '\n$1,619.51\n']",999.26
76127-1,Captain Marvel and The Skrull Attack,Super Heroes Marvel,2019,307,"['\n$49.99\n', '\n$49.99\n']",49.99
76199-1,Carnage,Super Heroes Marvel > Spider-Man,2021,546,"['\n$179.95\n', '\n$120.00\n', '\n$59.99\n', '\n$82.34\n', '\n$179.95\n', '\n$120.00\n', '\n$59.99\n', '\n$82.34\n']",110.57
76036-1,Carnage's SHIELD Sky Attack,Super Heroes Marvel > Spider-Man,2015,97,"['\n$27.51\n', '\n$27.51\n']",27.51
SMMM-1,Classic Suit Miles Morales,Super Heroes Marvel > Spider-Man,2020,3,"['\n$249.95\n', '\n$249.95\n']",249.95
76103-1,Corvus Glaive Thresher Attack,Super Heroes Marvel > Avengers,2018,416,"['\n$120.00\n', '\n$85.21\n', '\n$120.00\n', '\n$85.21\n']",102.6
76050-1,Crossbones’ Hazard Heist,Super Heroes Marvel,2016,180,"['\n$29.99\n', '\n$29.99\n']",29.99
76178-1,Daily Bugle,Super Heroes Marvel > Spider-Man,2021,3802,"['\n$369.99\n', '\n$314.50\n', '\n$349.99\n', '\n$900.00\n', '\n$369.99\n', '\n$314.50\n', '\n$349.99\n', '\n$900.00\n']",483.62
COMCON053-1,Deadpool Duck,Super Heroes Marvel,2017,3,[],0
76154-1,Deviant Ambush!,Super Heroes Marvel,2021,197,"['\n$18.75\n', '\n$24.99\n', '\n$13.64\n', '\n$18.75\n', '\n$24.99\n', '\n$13.64\n']",19.13
4854-1,Doc Ock's Bank Robbery,Super Heroes Marvel > Spider-Man,2004,181,[],0
4857-1,Doc Ock's Fusion Lab,Super Heroes Marvel > Spider-Man,2004,238,[],0
4856-1,Doc Ock's Hideout,Super Heroes Marvel > Spider-Man,2004,486,"['\n$297.50\n', '\n$297.50\n']",297.5
76015-1,Doc Ock Truck Heist,Super Heroes Marvel > Spider-Man,2014,238,"['\n$80.33\n', '\n$80.33\n']",80.33
76060-1,Doctor Strange's Sanctum Sanctorum,Super Heroes Marvel,2016,359,[],0
5002125-1,Electro,Super Heroes Marvel > Spider-Man,2015,5,"['\n$9.72\n', '\n$9.72\n']",9.72
40525-1,Endgame Battle Accessory Pack,Super Heroes Marvel,2022,62,"['\n$30.99\n', '\n$14.99\n', '\n$19.82\n', '\n$30.99\n', '\n$14.99\n', '\n$19.82\n']",21.93
76176-1,Escape From The Ten Rings,Super Heroes Marvel,2021,321,"['\n$21.12\n', '\n$29.99\n', '\n$79.20\n', '\n$21.12\n', '\n$29.99\n', '\n$79.20\n']",43.44
76145-1,Eternals’ Aerial Assault,Super Heroes Marvel,2021,133,"['\n$9.97\n', '\n$9.51\n', '\n$9.99\n', '\n$12.00\n', '\n$9.97\n', '\n$9.51\n', '\n$9.99\n', '\n$12.00\n']",10.37
40418-1,Falcon & Black Widow Team Up,Super Heroes Marvel > Avengers,2020,60,"['\n$20.99\n', '\n$15.82\n', '\n$20.99\n', '\n$15.82\n']",18.4
76205-1,Gargantos Showdown,Super Heroes Marvel,2022,264,"['\n$27.00\n', '\n$29.99\n', '\n$21.77\n', '\n$27.00\n', '\n$29.99\n', '\n$21.77\n']",26.25
30610-1,Giant-Man Hank Pym,Super Heroes Marvel > Avengers,2017,3,"['\n$27.00\n', '\n$27.00\n']",27
1374-1,Green Goblin,Super Heroes Marvel > Spider-Man,2002,58,[],0
5004191-1,Guardians of the Galaxy / X-Men Collection,Super Heroes Marvel > Guardians of the Galaxy,2014,0,[],0
30168-1,Gun Mounting System,Super Heroes Marvel > Iron Man,2013,17,[],0
30165-1,Hawkeye with Equipment,Super Heroes Marvel > Avengers,2012,24,['\n$5.00\n'],5
5000022-1,Hulk,Super Heroes Marvel,2012,4,"['\n$28.76\n', '\n$28.76\n']",28.76
76018-1,Hulk Lab Smash,Super Heroes Marvel > Avengers,2014,399,"['\n$110.00\n', '\n$110.00\n']",110
6868-1,Hulk’s Helicarrier Breakout,Super Heroes Marvel > Avengers,2012,390,"['\n$85.00\n', '\n$85.00\n']",85
76078-1,Hulk vs. Red Hulk,Super Heroes Marvel > Avengers,2017,376,[],0
10782-1,Hulk vs. Rhino Truck Showdown,Super Heroes Marvel > Spider-Man,2022,110,"['\n$9.99\n', '\n$19.99\n', '\n$19.00\n', '\n$9.99\n', '\n$19.99\n', '\n$19.00\n']",16.33
76129-1,Hydro-Man Attack,Super Heroes Marvel > Spider-Man,2019,479,"['\n$53.95\n', '\n$48.60\n', '\n$53.95\n', '\n$48.60\n']",51.28
76217-1,I Am Groot,Super Heroes Marvel > Guardians of the Galaxy,2022,476,"['\n$54.99\n ', '\n$45.00\n', '\n$54.99\n', '\n$60.00\n', '\n$54.99\n', '\n$45.00\n', '\n$54.99\n', '\n$60.00\n']",53.74
76155-1,In Arishem’s Shadow,Super Heroes Marvel,2021,493,"['\n$29.99\n', '\n$59.99\n', '\n$75.00\n', '\n$29.99\n', '\n$59.99\n', '\n$75.00\n']",54.99
76191-1,Infinity Gauntlet,Super Heroes Marvel,2021,590,"['\n$40.00\n', '\n$79.99\n', '\n$68.81\n', '\n$40.00\n', '\n$79.99\n', '\n$68.81\n']",62.93
66711-1,Infinity Saga Collection,Super Heroes Marvel,2022,0,[],0
5005753-1,Infinity Stone Conquest Bundle,Super Heroes Marvel > Avengers,2018,0,[],0
4529-1,Iron Man,Super Heroes Marvel > Constraction,2012,44,[],0
242002-1,Iron Man,Super Heroes Marvel > Avengers,2020,8,"['\n$54.99\n', '\n$4.53\n', '\n$54.99\n', '\n$4.53\n']",29.76
76165-1,Iron Man,Super Heroes Marvel > Iron Man,2020,480,"['\n$151.89\n', '\n$134.99\n', '\n$135.00\n', '\n$151.89\n', '\n$134.99\n', '\n$135.00\n']",140.63
242210-1,Iron Man,Super Heroes Marvel > Avengers,2022,22,"['\n$79.99\n', '\n$3.64\n', '\n$79.99\n', '\n$3.64\n']",41.82
30452-1,Iron Man and Dum-E,Super Heroes Marvel > Avengers,2019,38,"['\n$7.49\n', '\n$7.49\n']",7.49
76167-1,Iron Man Armory,Super Heroes Marvel > Avengers,2020,258,"['\n$29.99\n', '\n$29.99\n', '\n$64.24\n']",41.41
76216-1,Iron Man Armory,Super Heroes Marvel,2022,509,"['\n$88.74\n', '\n$60.00\n', '\n$89.99\n', '\n$77.78\n', '\n$100.00\n', '\n$88.74\n', '\n$60.00\n', '\n$89.99\n', '\n$77.78\n', '\n$100.00\n']",83.3
76077-1,Iron Man: Detroit Steel Strikes,Super Heroes Marvel > Avengers,2017,378,"['\n$64.46\n', '\n$64.46\n']",64.46
76006-1,Iron Man: Extremis Sea Port Battle,Super Heroes Marvel > Iron Man,2013,196,"['\n$72.00\n', '\n$72.00\n']",72
76206-1,Iron Man Figure,Super Heroes Marvel,2022,381,"['\n$28.00\n', '\n$39.99\n', '\n$39.22\n', '\n$28.00\n', '\n$39.99\n', '\n$39.22\n']",35.74
76125-1,Iron Man Hall of Armour,Super Heroes Marvel > Avengers,2019,524,"['\n$63.74\n', '\n$55.00\n', '\n$63.74\n', '\n$55.00\n']",59.37
76164-1,Iron Man Hulkbuster versus A.I.M. Agent,Super Heroes Marvel > Avengers,2020,456,"['\n$74.97\n', '\n$48.00\n', '\n$45.00\n', '\n$74.97\n', '\n$48.00\n', '\n$45.00\n']",55.99
76190-1,Iron Man: Iron Monger Mayhem,Super Heroes Marvel > Avengers,2021,489,"['\n$32.99\n', '\n$39.99\n', '\n$50.00\n', '\n$32.99\n', '\n$39.99\n', '\n$50.00\n']",40.99
76007-1,Iron Man: Malibu Mansion Attack,Super Heroes Marvel > Iron Man,2013,365,"['\n$138.00\n', '\n$138.00\n']",138
76140-1,Iron Man Mech,Super Heroes Marvel > Avengers,2020,148,"['\n$23.95\n', '\n$14.99\n', '\n$16.73\n', '\n$23.95\n', '\n$14.99\n', '\n$16.73\n']",18.56
76203-1,Iron Man Mech Armor,Super Heroes Marvel,2022,131,"['\n$9.97\n', '\n$14.10\n', '\n$9.99\n', '\n$8.92\n', '\n$9.97\n', '\n$14.10\n', '\n$9.99\n', '\n$8.92\n']",10.74
TRUIRONMAN-1,Iron Man Mosaic,Super Heroes Marvel > Iron Man,2018,59,[],0
6250093-1,Iron Man Mosaic,Super Heroes Marvel > Iron Man,2018,2305,[],0
30167-1,Iron Man vs. Fighting Drone,Super Heroes Marvel > Iron Man,2013,24,"['\n$25.78\n', '\n$25.78\n']",25.78
76170-1,Iron Man vs. Thanos,Super Heroes Marvel > Avengers,2021,103,"['\n$32.90\n', '\n$17.94\n', '\n$19.95\n', '\n$32.90\n', '\n$17.94\n', '\n$19.95\n']",23.6
76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,Super Heroes Marvel > Iron Man,2013,91,"['\n$48.95\n', '\n$48.95\n']",48.95
76029-1,Iron Man vs. Ultron,Super Heroes Marvel > Avengers,2015,92,"['\n$58.50\n', '\n$58.50\n']",58.5
76048-1,Iron Skull Sub Attack,Super Heroes Marvel > Avengers,2016,335,"['\n$56.53\n', '\n$56.53\n']",56.53
242108-1,Iron Spider,Super Heroes Marvel > Spider-Man,2021,14,"['\n$29.99\n', '\n$9.99\n', '\n$29.99\n', '\n$9.99\n']",19.99
COMCON021-1,Jean Grey in Phoenix Costume,Super Heroes Marvel > X-Men,2012,5,[],0
76213-1,King Namor's Throne Room,Super Heroes Marvel,2022,355,"['\n$34.95\n', '\n$54.94\n', '\n$34.99\n', '\n$25.39\n', '\n$34.95\n', '\n$54.94\n', '\n$34.99\n', '\n$25.39\n']",37.57
76020-1,Knowhere Escape Mission,Super Heroes Marvel > Guardians of the Galaxy,2014,434,"['\n$100.00\n', '\n$100.00\n']",100
242211-1,Loki,Super Heroes Marvel > Avengers,2022,7,"['\n$49.97\n ', '\n$4.56\n', '\n$49.97\n', '\n$4.56\n']",27.26
6867-1,Loki's Cosmic Cube Escape,Super Heroes Marvel > Avengers,2012,182,"['\n$108.00\n', '\n$108.00\n']",108
5001135-1,Marvel Super Heroes Collection,Super Heroes Marvel > Constraction,2012,0,[],0
5003828-1,Marvel Super Heroes Collection,Super Heroes Marvel,2014,0,[],0
66671-1,Mech Armor Collection,Super Heroes Marvel,2021,0,"['\n$59.73\n', '\n$59.73\n']",59.73
76065-1,Mighty Micros: Captain America vs. Red Skull,Super Heroes Marvel,2016,95,"['\n$5.39\n', '\n$5.39\n']",5.39
76066-1,Mighty Micros: Hulk vs. Ultron,Super Heroes Marvel,2016,80,"['\n$17.99\n', '\n$17.99\n']",17.99
76072-1,Mighty Micros: Iron Man vs. Thanos,Super Heroes Marvel,2017,94,"['\n$19.83\n', '\n$19.83\n']",19.83
76089-1,Mighty Micros: Scarlet Spider vs. Sandman,Super Heroes Marvel,2018,89,[],0
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,Super Heroes Marvel,2016,85,"['\n$11.36\n', '\n$11.36\n']",11.36
76071-1,Mighty Micros: Spider-Man vs. Scorpion,Super Heroes Marvel,2017,79,"['\n$14.88\n', '\n$14.88\n']",14.88
76090-1,Mighty Micros: Star-Lord vs. Nebula,Super Heroes Marvel,2018,86,"['\n$20.00\n', '\n$20.00\n']",20
76091-1,Mighty Micros: Thor vs. Loki,Super Heroes Marvel,2018,79,[],0
76073-1,Mighty Micros: Wolverine vs. Magneto,Super Heroes Marvel,2017,84,"['\n$18.67\n', '\n$18.67\n']",18.67
76225-1,Miles Morales,Super Heroes Marvel > Spider-Man,2022,242,"['\n$24.97\n', '\n$39.99\n', '\n$24.99\n', '\n$21.77\n', '\n$24.97\n', '\n$39.99\n', '\n$24.99\n', '\n$21.77\n']",27.93
76128-1,Molten Man Battle,Super Heroes Marvel > Spider-Man,2019,302,"['\n$54.00\n', '\n$54.00\n']",54
76223-1,Nano Gauntlet,Super Heroes Marvel,2022,675,"['\n$69.99\n', '\n$89.56\n', '\n$69.99\n', '\n$99.17\n', '\n$69.99\n', '\n$89.56\n', '\n$69.99\n', '\n$99.17\n']",82.18
76101-1,Outrider Dropship Attack,Super Heroes Marvel > Avengers,2018,124,"['\n$21.53\n', '\n$6.30\n', '\n$21.53\n', '\n$6.30\n']",13.92
SDCC2019-1,PS4 Spider-Man,Super Heroes Marvel > Spider-Man,2019,3,[],0
76109-1,Quantum Realm Explorers,Super Heroes Marvel,2018,200,"['\n$26.99\n', '\n$26.99\n']",26.99
30162-1,Quinjet,Super Heroes Marvel > Avengers,2012,33,"['\n$2.84\n', '\n$2.84\n']",2.84
6869-1,Quinjet Aerial Battle,Super Heroes Marvel > Avengers,2012,751,"['\n$171.00\n', '\n$171.00\n']",171
76079-1,Ravager Attack,Super Heroes Marvel > Guardians of the Galaxy,2017,198,"['\n$50.96\n', '\n$50.96\n']",50.96
76037-1,Rhino and Sandman Super Villain Team-up,Super Heroes Marvel > Spider-Man,2015,387,[],0
76099-1,Rhino Face-Off by the Mine,Super Heroes Marvel,2018,229,"['\n$31.99\n', '\n$9.27\n', '\n$31.99\n', '\n$9.27\n']",20.63
5002145-1,Rocket Raccoon,Super Heroes Marvel > Guardians of the Galaxy,2014,13,"['\n$20.99\n', '\n$20.99\n']",20.99
COMCON034-1,Rocket Raccoon’s Warbird,Super Heroes Marvel > Guardians of the Galaxy,2014,145,[],0
30450-1,Royal Talon Fighter,Super Heroes Marvel,2018,59,"['\n$6.00\n', '\n$6.00\n']",6
76100-1,Royal Talon Fighter Attack,Super Heroes Marvel,2018,358,"['\n$57.99\n', '\n$68.99\n', '\n$57.99\n', '\n$68.99\n']",63.49
76237-1,Sanctuary II: Endgame Battle,Super Heroes Marvel > Avengers,2021,331,"['\n$34.98\n', '\n$39.99\n', '\n$44.14\n', '\n$34.98\n', '\n$39.99\n', '\n$44.14\n']",39.7
76218-1,Sanctum Sanctorum,Super Heroes Marvel,2022,2713,"['\n$249.95\n', '\n$59.99\n', '\n$249.99\n', '\n$162.36\n', '\n$199.64\n', '\n$249.95\n', '\n$59.99\n', '\n$249.99\n ', '\n$162.36\n', '\n$199.64\n']",184.39
76108-1,Sanctum Sanctorum Showdown,Super Heroes Marvel > Avengers,2018,1011,"['\n$205.00\n', '\n$257.84\n', '\n$205.00\n', '\n$257.84\n']",231.42
30454-1,Shang-Chi and the Great Protector,Super Heroes Marvel,2021,55,"['\n$9.90\n', '\n$3.82\n', '\n$5.49\n', '\n$9.90\n', '\n$3.82\n', '\n$5.49\n']",6.4
SDCC2018-1,Sheriff Deadpool,Super Heroes Marvel,2018,5,[],0
76212-1,Shuri's Lab,Super Heroes Marvel,2022,58,"['\n$54.99\n', '\n$9.99\n', '\n$7.25\n', '\n$54.99\n', '\n$9.99\n', '\n$7.25\n']",24.08
76211-1,Shuri's Sunbird,Super Heroes Marvel,2022,354,"['\n$49.99\n', '\n$99.99\n', '\n$49.99\n', '\n$38.22\n', '\n$49.99\n', '\n$99.99\n', '\n$49.99\n', '\n$38.22\n']",59.55
5002946-1,Silver Centurion,Super Heroes Marvel > Avengers,2016,12,"['\n$119.99\n', '\n$119.99\n']",119.99
76016-1,Spider-Helicopter Rescue,Super Heroes Marvel > Spider-Man,2014,300,"['\n$64.42\n', '\n$19.96\n', '\n$64.42\n', '\n$19.96\n']",42.19
COMCON028-1,Spider-Man,Super Heroes Marvel > Spider-Man,2013,3,[],0
242001-1,Spider-Man,Super Heroes Marvel > Spider-Man,2020,20,"['\n$54.99\n', '\n$3.98\n', '\n$54.99\n', '\n$3.98\n']",29.49
76226-1,Spider-Man,Super Heroes Marvel > Spider-Man,2022,262,"['\n$24.97\n', '\n$47.99\n', '\n$24.99\n', '\n$21.89\n', '\n$24.97\n', '\n$47.99\n', '\n$24.99\n', '\n$21.89\n']",29.96
242214-1,Spider-Man,Super Heroes Marvel > Spider-Man,2022,1,"['\n$172.00\n', '\n$4.94\n', '\n$172.00\n', '\n$4.94\n']",88.47
10075-1,Spider-Man Action Pack,Super Heroes Marvel > Spider-Man,2002,25,[],0
1376-1,Spider-Man Action Studio,Super Heroes Marvel > Spider-Man,2002,249,[],0
K1376-1,Spider-Man Adventure Kit,Super Heroes Marvel > Spider-Man,2003,0,[],0
76173-1,Spider-Man and Ghost Rider vs. Carnage,Super Heroes Marvel > Spider-Man,2021,221,"['\n$34.95\n', '\n$27.97\n', '\n$35.99\n', '\n$34.95\n', '\n$27.97\n', '\n$35.99\n']",32.97
76172-1,Spider-Man and Sandman Showdown,Super Heroes Marvel > Spider-Man,2021,45,"['\n$26.50\n', '\n$26.50\n']",26.5
40343-1,Spider-Man and the Museum Break-In,Super Heroes Marvel > Spider-Man,2019,49,"['\n$59.95\n', '\n$59.95\n']",59.95
10783-1,Spider-Man at Doc Ock’s Lab,Super Heroes Marvel > Spider-Man,2022,131,"['\n$15.00\n', '\n$29.99\n', '\n$21.77\n', '\n$15.00\n', '\n$29.99\n', '\n$21.77\n']",22.25
76185-1,Spider-Man at the Sanctum Workshop,Super Heroes Marvel > Spider-Man,2021,371,"['\n$39.97\n', '\n$34.08\n', '\n$39.99\n', '\n$30.58\n', '\n$39.97\n', '\n$34.08\n', '\n$39.99\n', '\n$30.58\n']",36.16
76113-1,Spider-Man Bike Rescue,Super Heroes Marvel > Spider-Man,2019,243,"['\n$49.95\n', '\n$49.95\n']",49.95
30443-1,Spider-Man Bridge Battle,Super Heroes Marvel > Spider-Man,2022,45,"['\n$119.99\n', '\n$5.50\n', '\n$119.99\n', '\n$5.50\n']",62.74
76133-1,Spider-Man Car Chase,Super Heroes Marvel > Spider-Man,2019,52,[],0
65572-1,Spider-Man Co-Pack,Super Heroes Marvel > Spider-Man,2005,0,[],0
65518-1,Spider-Man Co-Pack 1,Super Heroes Marvel > Spider-Man,2004,0,[],0
76005-1,Spider-Man: Daily Bugle Showdown,Super Heroes Marvel > Spider-Man,2013,477,"['\n$148.76\n', '\n$148.76\n']",148.76
76134-1,Spider-Man: Doc Ock Diamond Heist,Super Heroes Marvel > Spider-Man,2019,151,"['\n$49.95\n', '\n$69.00\n', '\n$49.95\n', '\n$69.00\n']",59.48
76059-1,Spider-Man: Doc Ock's Tentacle Trap,Super Heroes Marvel > Spider-Man,2016,447,"['\n$16.18\n', '\n$16.18\n']",16.18
76198-1,Spider-Man & Doctor Octopus Mech Battle,Super Heroes Marvel > Spider-Man,2021,312,"['\n$30.78\n', '\n$19.99\n', '\n$19.82\n', '\n$30.78\n', '\n$19.99\n', '\n$19.82\n']",23.53
76058-1,Spider-Man: Ghost Rider Team-up,Super Heroes Marvel > Spider-Man,2016,218,"['\n$73.39\n', '\n$73.39\n']",73.39
30302-1,Spider-Man Glider,Super Heroes Marvel > Spider-Man,2014,45,"['\n$9.03\n', '\n$9.03\n']",9.03
76219-1,Spider-Man & Green Goblin Mech Battle,Super Heroes Marvel > Spider-Man,2022,296,"['\n$35.87\n', '\n$19.99\n', '\n$14.52\n', '\n$35.87\n', '\n$19.99\n', '\n$14.52\n']",23.46
COMCON023-1,Spider-Man in Black Venom Symbiote Costume,Super Heroes Marvel > Spider-Man,2012,4,[],0
76146-1,Spider-Man Mech,Super Heroes Marvel > Spider-Man,2020,160,"['\n$19.99\n', '\n$19.99\n']",19.99
K4852-1,Spider-Man Movie Kit,Super Heroes Marvel > Spider-Man,2003,0,[],0
6873-1,Spider-Man's Doc Ock Ambush,Super Heroes Marvel > Spider-Man,2012,296,"['\n$81.00\n', '\n$81.00\n']",81
76195-1,Spider-Man’s Drone Duel,Super Heroes Marvel > Spider-Man,2021,206,"['\n$15.17\n', '\n$19.99\n', '\n$14.52\n', '\n$15.17\n', '\n$19.99\n', '\n$14.52\n']",16.56
4850-1,Spider-Man's First Chase,Super Heroes Marvel > Spider-Man,2003,191,[],0
30451-1,Spider-Man's Mini Spider Crawler,Super Heroes Marvel > Spider-Man,2019,73,"['\n$4.46\n', '\n$4.46\n']",4.46
76174-1,Spider-Man's Monster Truck vs. Mysterio,Super Heroes Marvel > Spider-Man,2021,452,"['\n$68.70\n', '\n$50.00\n', '\n$85.00\n', '\n$68.70\n', '\n$50.00\n', '\n$85.00\n']",67.9
76004-1,Spider-Man: Spider-Cycle Chase,Super Heroes Marvel > Spider-Man,2013,238,"['\n$55.00\n', '\n$55.00\n']",55
76114-1,Spider-Man's Spider Crawler,Super Heroes Marvel > Spider-Man,2019,426,"['\n$74.99\n', '\n$74.99\n']",74.99
4853-1,Spider-Man's Street Chase,Super Heroes Marvel > Spider-Man,2004,82,[],0
10781-1,Spider-Man’s Techno Trike,Super Heroes Marvel > Spider-Man,2022,59,"['\n$9.99\n', '\n$9.91\n', '\n$9.99\n', '\n$9.91\n']",9.95
4855-1,Spider-Man's Train Rescue,Super Heroes Marvel > Spider-Man,2004,298,[],0
30305-1,Spider-Man Super Jumper,Super Heroes Marvel > Spider-Man,2015,38,"['\n$8.11\n', '\n$8.11\n']",8.11
40454-1,Spider-Man versus Venom and Iron Venom,Super Heroes Marvel > Spider-Man,2021,63,"['\n$24.95\n', '\n$14.99\n', '\n$24.74\n', '\n$24.95\n', '\n$14.99\n', '\n$24.74\n']",21.56
76148-1,Spider-Man vs. Doc Ock,Super Heroes Marvel > Spider-Man,2020,242,"['\n$62.99\n', '\n$49.95\n', '\n$49.50\n', '\n$62.99\n', '\n$49.95\n', '\n$49.50\n']",54.15
76184-1,Spider-Man vs. Mysterio’s Drone Attack,Super Heroes Marvel > Spider-Man,2021,73,"['\n$19.99\n', '\n$19.40\n', '\n$19.99\n', '\n$19.40\n']",19.7
30448-1,Spider-Man vs. The Venom Symbiote,Super Heroes Marvel > Spider-Man,2016,49,"['\n$23.21\n', '\n$23.21\n']",23.21
10784-1,Spider-Man Webquarters Hangout,Super Heroes Marvel > Spider-Man,2022,155,"['\n$36.00\n', '\n$49.99\n', '\n$49.58\n', '\n$36.00\n', '\n$49.99\n', '\n$49.58\n']",45.19
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,Super Heroes Marvel > Spider-Man,2016,1093,"['\n$208.26\n', '\n$208.26\n']",208.26
76115-1,Spider Mech vs. Venom,Super Heroes Marvel > Spider-Man,2019,612,"['\n$129.99\n', '\n$114.52\n', '\n$129.99\n', '\n$114.52\n']",122.26
76014-1,Spider-Trike vs. Electro,Super Heroes Marvel > Spider-Man,2014,70,"['\n$15.00\n', '\n$15.00\n']",15
COMCON027-1,Spider-Woman,Super Heroes Marvel,2013,4,[],0
76019-1,Starblaster Showdown,Super Heroes Marvel > Guardians of the Galaxy,2014,197,"['\n$71.40\n', '\n$71.40\n']",71.4
76130-1,Stark Jet and the Drone Attack,Super Heroes Marvel > Spider-Man,2019,504,"['\n$89.99\n', '\n$84.60\n', '\n$89.99\n', '\n$84.60\n']",87.29
SDCC2016-1,Steve Rogers Captain America,Super Heroes Marvel,2016,4,[],0
STORMBREAKER-1,Stormbreaker,Super Heroes Marvel > Avengers,2019,27,[],0
76051-1,Super Hero Airport Battle,Super Heroes Marvel,2016,808,[],0
5004552-1,Super Heroes Avengers Collection,Super Heroes Marvel > Avengers,2015,0,[],0
66635-1,Super Mech Pack,Super Heroes Marvel,2020,0,[],0
76067-1,Tanker Truck Takedown,Super Heroes Marvel,2016,330,[],0
77905-1,Taskmaster's Ambush,Super Heroes Marvel,2020,230,"['\n$70.98\n', '\n$65.00\n', '\n$74.99\n', '\n$70.98\n', '\n$65.00\n', '\n$74.99\n']",70.32
76141-1,Thanos Mech,Super Heroes Marvel > Avengers,2020,152,"['\n$23.98\n', '\n$13.68\n', '\n$10.29\n', '\n$12.50\n', '\n$23.98\n', '\n$13.68\n', '\n$10.29\n', '\n$12.50\n']",15.11
76107-1,Thanos: Ultimate Battle,Super Heroes Marvel > Avengers,2018,681,"['\n$145.00\n', '\n$50.00\n', '\n$145.00\n', '\n$50.00\n']",97.5
30304-1,The Avengers Quinjet,Super Heroes Marvel > Avengers,2015,56,"['\n$7.21\n', '\n$7.21\n']",7.21
76032-1,The Avengers Quinjet City Chase,Super Heroes Marvel > Avengers,2015,723,"['\n$114.05\n', '\n$114.05\n']",114.05
COMCON035-1,The Collector,Super Heroes Marvel > Guardians of the Galaxy,2014,8,[],0
76208-1,The Goat Boat,Super Heroes Marvel,2022,564,"['\n$49.99\n', '\n$59.99\n', '\n$45.87\n', '\n$49.99\n', '\n$59.99\n', '\n$45.87\n']",51.95
30525-1,The Guardians' Ship,Super Heroes Marvel > Avengers,2018,69,"['\n$9.17\n', '\n$9.17\n']",9.17
76193-1,The Guardians’ Ship,Super Heroes Marvel > Avengers,2021,1901,"['\n$129.95\n', '\n$159.99\n', '\n$151.22\n', '\n$129.95\n', '\n$159.99\n', '\n$151.22\n']",147.05
4530-1,The Hulk,Super Heroes Marvel > Constraction,2012,39,[],0
5003084-1,The Hulk,Super Heroes Marvel > Avengers,2015,27,"['\n$18.55\n', '\n$18.55\n']",18.55
76031-1,The Hulk Buster Smash,Super Heroes Marvel > Avengers,2015,249,"['\n$84.29\n', '\n$84.29\n']",84.29
76104-1,The Hulkbuster Smash-Up,Super Heroes Marvel > Avengers,2018,375,"['\n$54.50\n', '\n$49.99\n', '\n$54.50\n', '\n$49.99\n']",52.24
76105-1,The Hulkbuster: Ultron Edition,Super Heroes Marvel > Avengers,2018,1363,"['\n$229.00\n', '\n$188.42\n', '\n$229.00\n', '\n$188.42\n ']",208.71
76041-1,The Hydra Fortress Smash,Super Heroes Marvel > Avengers,2015,405,"['\n$170.46\n', '\n$170.46\n']",170.46
76149-1,The Menace of Mysterio,Super Heroes Marvel > Spider-Man,2020,163,"['\n$41.90\n', '\n$27.99\n', '\n$29.99\n', '\n$41.90\n', '\n$27.99\n', '\n$29.99\n']",33.29
30449-1,The Milano,Super Heroes Marvel > Guardians of the Galaxy,2017,64,"['\n$5.40\n', '\n$5.40\n']",5.4
76021-1,The Milano Spaceship Rescue,Super Heroes Marvel > Guardians of the Galaxy,2014,667,"['\n$175.00\n', '\n$175.00\n']",175
76081-1,The Milano vs. The Abilisk,Super Heroes Marvel > Guardians of the Galaxy,2017,462,[],0
4851-1,The Origins,Super Heroes Marvel > Spider-Man,2003,220,[],0
76042-1,The SHIELD Helicarrier,Super Heroes Marvel > Avengers,2015,2996,"['\n$555.35\n', '\n$555.35\n']",555.35
76084-1,The Ultimate Battle for Asgard,Super Heroes Marvel,2017,401,"['\n$74.38\n', '\n$74.38\n']",74.38
242105-1,Thor,Super Heroes Marvel > Avengers,2021,9,"['\n$3.69\n', '\n$3.69\n']",3.69
30163-1,Thor and the Cosmic Cube,Super Heroes Marvel > Avengers,2012,25,['\n$12.60\n'],12.6
76169-1,Thor Mech Armor,Super Heroes Marvel > Avengers,2021,139,"['\n$24.98\n', '\n$11.80\n', '\n$12.95\n', '\n$24.98\n', '\n$11.80\n', '\n$12.95\n']",16.58
76209-1,Thor's Hammer,Super Heroes Marvel,2022,979,"['\n$92.92\n', '\n$99.99\n', '\n$168.59\n', '\n$92.92\n', '\n$99.99\n', '\n$168.59\n']",120.5
