set_id,set_name_x,release_year,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_price,pop_price,retire_month,category,return
41344,Andrea's Accessories Store,2018,294,0,80.52,0,4.7,26.51,51.36,20-Jan,Friends,0.63785
41345,Heartlake City Pet Center,2018,483,0,177.18,0,4.8,56.16,227.26,19-Nov,Friends,1.28265
41347,Heartlake City Resort,2018,1019,0,289.95,0,4.8,84.02,278.75,20-Feb,Friends,0.96137
41348,Service & Care Truck,2018,255,0,48.3,0,4.4,16.93,33.11,19-Aug,Friends,0.68551
41349,Drifting Diner,2018,345,0,80.52,0,4.5,26.7,70.71,19-Aug,Friends,0.87817
41351,Creative Tuning Shop,2018,421,0,128.85,0,4.4,38.75,68.12,20-Jan,Friends,0.52868
41352,The Big Race Day,2018,648,0,161.07,0,4.5,51.045,102.07,19-Sep,Friends,0.6337
41597,Go Brick Me,2018,708,0,83.74,0,4.9,28.68,64.05,19-Jan,Brickheadz,0.76487
41610,Tactical Batman & Superman,2018,209,0,57.96,0,4.9,19.2,67.12,19-Jan,Brickheadz,1.15804
41613,Mr. Incredible & Frozone,2018,160,0,57.96,0,4.8,21.77,50.59,19-Jan,Brickheadz,0.87284
41614,Owen & Blue,2018,234,0,57.96,0,4.7,18.94,35.61,19-Apr,Brickheadz,0.61439
41615,Harry Potter & Hedwig,2018,180,0,48.3,0,4.9,16.47,43.1,18-Dec,Brickheadz,0.89234
41618,Anna & Olaf,2018,201,0,48.3,0,4.8,21.035,34.56,19-Jan,Brickheadz,0.71553
41621,Ron Weasley & Albus Dumbledore,2018,245,0,57.96,0,4.9,19.21,48.1,19-Jan,Brickheadz,0.82988
41622,Peter Venkman & Slimer,2018,228,0,57.96,0,4.9,21.28,49.89,19-Jan,Brickheadz,0.86077
41623,Ariel & Ursula,2018,361,0,57.96,0,4.9,20.03,63.44,19-Mar,Brickheadz,1.09455
41626,Groot & Rocket,2018,189,0,48.3,0,4.9,22.145,59.09,19-Jan,Brickheadz,1.2234
41627,Luke Skywalker & Yoda,2018,215,0,48.3,0,4.9,18.545,68.11,19-Apr,Brickheadz,1.41014
41631,Newt Scamander & Gellert Grindelwald,2018,247,0,57.96,0,4.9,18.71,37.21,19-Feb,Brickheadz,0.64199
41632,Homer Simpson & Krusty the Clown,2018,215,0,57.96,0,4.9,23.195,57.87,18-Dec,Brickheadz,0.99845
42072,WHACK!,2018,135,0,57.96,0,4.7,17.605,50.06,20-Mar,Technic,0.8637
42073,BASH!,2018,139,0,57.96,0,4.7,19.26,43.63,19-Nov,Technic,0.75276
42074,Racing Yacht,2018,331,0,80.52,0,4.7,38.28,90.83,19-Dec,Technic,1.12804
42075,First Responder,2018,513,0,112.74,0,4.7,40.08,101.04,20-Jan,Technic,0.89622
42076,Hovercraft,2018,1020,0,193.29,0,4.4,65.665,131.12,18-Dec,Technic,0.67836
42077,Rally Car,2018,1005,0,289.95,0,4.5,93.55,208.91,19-Dec,Technic,0.7205
42078,Mack Anthem,2018,2595,0,451.05,0,4.7,177.325,408.2,19-Dec,Technic,0.905
42080,Forest Machine,2018,1003,0,386.61,0,4.7,119.845,235.33,20-Mar,Technic,0.6087
42082,Rough Terrain Crane,2018,4056,0,741.03,0,4.8,289.14,561.77,21-Mar,Technic,0.75809
60173,Mountain Arrest,2018,303,4,128.85,3,4.6,51.94,111.48,20-Jan,City > Police,0.86519
60174,Mountain Police Headquarters,2018,663,7,225.51,5,4.7,73.565,199.04,20-Jan,City > Police,0.88262
60180,Monster Truck,2018,192,1,48.3,1,4.5,16.755,38.36,20-Feb,City > Off-Road,0.7942
60181,Forest Tractor,2018,174,1,57.96,1,4.7,20.89,46.89,20-Feb,City > Farm,0.80901
60182,Pickup & Caravan,2018,344,3,80.52,3,4.7,25.98,95.75,20-Feb,City,1.18915
60183,Heavy Cargo Transport,2018,310,2,80.52,2,4.7,27.865,73.06,20-Jan,City > Traffic,0.90735
60185,Mining Power Splitter,2018,127,1,41.86,0,4.4,18.4,30.71,19-Jul,City > Construction,0.73364
60186,Mining Heavy Driller,2018,294,3,128.85,0,4.5,39.435,85.94,19-Jul,City > Construction,0.66698
60188,Mining Experts Site,2018,883,6,257.73,2,4.7,80.39,208.31,19-Jul,City > Construction,0.80825
60192,Arctic Ice Crawler,2018,200,1,51.52,0,4.6,26.16,49.7,20-Jan,City > Arctic,0.96467
60193,Arctic Air Transport,2018,277,2,80.52,0,4.7,35.54,92.66,19-Dec,City > Arctic,1.15077
60195,Arctic Mobile Exploration Base,2018,786,6,273.85,1,4.5,89.325,216.98,20-Jan,City > Arctic,0.79233
60197,Passenger Train,2018,677,4,386.61,4,4.7,143.91,266.62,22-Aug,City > Trains,0.68964
60198,Cargo Train,2018,1226,6,579.93,5,4.7,188.125,366.77,21-Jun,City > Trains,0.63244
60202,People Pack - Outdoor Adventures,2018,164,15,112.74,15,4.8,33.745,86.44,19-Dec,City,0.76672
60204,City Hospital,2018,861,12,225.51,11,4.8,88.485,278.33,19-Dec,City > Hospital,1.23422
70638,Katana V11,2018,257,2,48.3,2,4.7,19.02,43.99,20-Jan,Ninjago,0.91077
70641,Ninja Nightcrawler,2018,552,3,112.74,3,4.8,36.465,123.36,20-Jan,Ninjago,1.0942
70642,Killow vs. Samurai X,2018,556,3,144.96,2,4.9,42.71,105.93,19-Jan,Ninjago,0.73075
70643,Temple of Resurrection,2018,765,7,193.29,6,4.8,56.245,163.44,18-Dec,Ninjago,0.84557
70644,Golden Dragon Master,2018,93,1,41.86,1,4.5,13.865,26.93,19-Mar,Ninjago,0.64333
70645,Cole - Dragon Master,2018,93,1,41.86,1,4.4,14.26,29.84,19-Apr,Ninjago,0.71285
70646,Jay - Dragon Master,2018,93,1,41.86,1,4.5,13.445,27.8,19-Apr,Ninjago,0.66412
70647,Kai - Dragon Master,2018,93,1,41.86,1,4.5,14.44,25.99,19-Apr,Ninjago,0.62088
70648,Zane - Dragon Master,2018,92,1,41.86,1,4.5,13.33,25.23,19-Jul,Ninjago,0.60272
70651,Throne Room Showdown,2018,222,5,57.96,4,4.8,18.325,44.36,19-Aug,Ninjago,0.76536
70652,Stormbringer,2018,498,4,112.74,1,4.8,36.735,140.55,20-Jan,Ninjago,1.24667
70653,Firstbourne,2018,892,6,193.29,2,4.8,56.75,188.55,20-Jan,Ninjago,0.97548
70654,Dieselnaut,2018,1188,7,289.95,1,4.9,94.87,244.62,20-Jan,Ninjago,0.84366
70655,Dragon Pit,2018,1669,9,386.61,4,4.8,118.315,278.29,20-Jan,Ninjago,0.71982
70657,NINJAGO City Docks,2018,3555,14,644.37,11,4.9,193.615,620.94,19-Nov,Ninjago > Ninjago The Movie,0.96364
70658,Oni Titan,2018,530,4,144.96,2,4.9,43.185,120.3,19-Aug,Ninjago,0.82988
70918,The Bat-Dune Buggy,2018,198,2,64.4,1,4.7,18.93,35.74,18-Dec,Super Heroes DC > Batman > The LEGO Batman Movie,0.55497
70919,The Justice League Anniversary Party,2018,268,4,96.62,4,4.5,29.95,53.04,19-Jan,Super Heroes DC > Batman > The LEGO Batman Movie,0.54895
70920,Egghead Mech Food Fight,2018,293,3,96.62,2,4.6,26.31,50.26,19-Jan,Super Heroes DC > Batman > The LEGO Batman Movie,0.52018
70921,Harley Quinn Cannonball Attack,2018,425,4,161.07,3,4.5,46.105,89.43,19-Feb,Super Heroes DC > Batman > The LEGO Batman Movie,0.55522
70923,The Bat-Space Shuttle,2018,643,6,225.51,4,4.8,71.055,164.68,18-Nov,Super Heroes DC > Batman > The LEGO Batman Movie,0.73026
75181,Y-Wing Starfighter,2018,1967,2,547.71,2,5.0,176.09,526.62,19-Nov,Star Wars > Ultimate Collector Series,0.96149
75195,Ski Speeder vs First Order Walker Microfighters,2018,216,2,54.75,1,4.4,16.0,34.19,19-Mar,Star Wars,0.62447
75196,A-Wing vs. TIE Silencer Microfighters,2018,188,2,54.75,1,4.3,17.12,37.26,20-Jan,Star Wars,0.68055
75197,First Order Specialists Battle Pack,2018,108,4,41.86,1,4.7,13.135,29.51,19-Feb,Star Wars,0.70497
75198,Tatooine Battle Pack,2018,97,4,41.86,1,4.5,14.43,27.63,18-Apr,Star Wars,0.66006
75199,General Grievous' Combat Speeder,2018,157,2,83.74,1,4.7,25.53,76.95,19-Dec,Star Wars,0.91892
75200,Ahch-To Island Training,2018,241,2,83.74,2,4.5,25.48,45.94,18-Dec,Star Wars,0.5486
75201,First Order AT-ST,2018,370,4,177.18,3,4.8,44.58,83.98,19-Feb,Star Wars,0.47398
75202,Defense of Crait,2018,746,5,241.62,3,4.3,67.71,132.47,19-May,Star Wars,0.54826
75203,Hoth Medical Chamber,2018,255,4,112.74,3,4.7,29.455,63.8,19-Sep,Star Wars,0.5659
75204,Sandspeeder,2018,278,2,112.74,2,4.8,33.09,55.61,18-Apr,Star Wars,0.49326
75205,Mos Eisley Cantina,2018,376,4,144.96,1,4.5,43.77,70.25,18-Apr,Star Wars,0.48462
75209,Han Solo's Landspeeder,2018,345,2,83.74,2,4.6,27.435,53.72,19-Aug,Star Wars,0.64151
75210,Moloch's Landspeeder,2018,464,2,144.96,2,4.5,39.38,72.26,19-Dec,Star Wars,0.49848
75212,Kessel Run Millennium Falcon,2018,1414,7,483.27,5,4.7,152.285,304.3,20-Feb,Star Wars,0.62967
75214,Anakin's Jedi Starfighter,2018,247,2,83.74,1,4.8,25.265,53.28,20-Aug,Star Wars,0.63626
75215,Cloud-Rider Swoop Bikes,2018,355,3,83.74,3,4.6,25.135,50.92,19-Sep,Star Wars,0.60807
75216,Snoke's Throne Room,2018,492,5,209.4,1,4.7,56.89,112.58,19-Sep,Star Wars,0.53763
75217,Imperial Conveyex Transport,2018,622,5,257.73,4,4.7,81.78,148.83,19-Oct,Star Wars,0.57746
75218,X-Wing Starfighter,2018,730,4,289.95,3,4.9,85.73,205.09,19-Nov,Star Wars,0.70733
75219,Imperial AT-Hauler,2018,829,5,289.95,5,4.5,79.955,151.26,19-Sep,Star Wars,0.52168
75220,Sandcrawler,2018,1239,6,354.39,3,4.8,115.18,300.64,19-Nov,Star Wars,0.84833
75222,Betrayal at Cloud City,2018,2812,21,966.57,7,4.9,274.11,784.11,19-Nov,Star Wars,0.81123
75230,Porg,2018,811,0,193.29,0,4.8,60.22,166.79,19-Dec,Star Wars,0.8629
75251,Darth Vader's Castle,2018,1060,6,386.61,2,4.8,140.37,289.18,21-Oct,Star Wars,0.74799
75535,Han Solo,2018,100,0,83.74,0,4.5,23.82,41.55,19-May,Star Wars,0.49618
75536,Range Trooper,2018,101,0,83.74,0,4.8,24.54,45.8,18-Dec,Star Wars,0.54693
75537,Darth Maul,2018,104,0,83.74,0,4.8,24.045,51.44,19-Jan,Star Wars,0.61428
75886,"Ferrari 488 GT3 ""Scuderia Corsa""                               ",2018,186,1,41.86,1,4.8,14.505,43.7,19-Nov,Speed Champions,1.04396
75887,Porsche 919 Hybrid,2018,170,1,41.86,1,4.8,15.19,43.99,19-Mar,Speed Champions,1.05088
75888,Porsche 911 RSR and 911 Turbo 3.0,2018,398,3,112.74,3,4.9,33.64,82.64,19-Dec,Speed Champions,0.73301
75889,Ferrari Ultimate Garage,2018,856,7,289.95,7,4.7,88.835,190.34,19-Dec,Speed Champions,0.65646
75926,Pteranodon Chase,2018,126,2,64.4,1,4.8,19.16,37.43,20-Mar,Jurassic World,0.58121
75928,Blue's Helicopter Pursuit,2018,397,3,161.07,2,4.8,41.87,108.87,20-Feb,Jurassic World,0.67592
75929,Carnotaurus Gyrosphere Escape,2018,577,3,193.29,2,4.8,63.06,156.22,20-Mar,Jurassic World,0.80822
75930,Indoraptor Rampage at Lockwood,2018,1019,6,386.61,3,4.9,115.61,303.15,20-Mar,Jurassic World,0.78412
75931,Dilophosaurus Outpost Attack,2018,289,3,144.96,3,4.9,44.515,105.62,20-Jun,Jurassic World,0.72861
75932,Jurassic Park Velociraptor Chase,2018,360,4,144.96,3,4.8,39.56,87.89,20-Jan,Jurassic World,0.60631
75933,T-Rex Transport,2018,609,3,193.29,3,4.9,61.645,176.85,20-Mar,Jurassic World,0.91495
75951,Grindelwald's Escape,2018,132,2,64.4,2,4.6,19.605,39.62,20-Feb,Harry Potter > Fantastic Beasts,0.61522
75952,Newt's Case of Magical Creatures,2018,694,4,144.96,4,4.8,43.48,99.4,20-Mar,Harry Potter > Fantastic Beasts,0.68571
76095,Black Manta Strike,2018,235,3,96.62,3,4.8,30.78,91.39,19-Dec,Super Heroes DC,0.94587
76096,Superman & Krypto Team-Up,2018,208,2,64.4,1,4.7,18.435,34.51,18-Dec,Super Heroes DC > Justice League,0.53587
76097,Lex Luthor Mech Takedown,2018,415,5,112.74,5,4.7,30.635,62.14,18-Nov,Super Heroes DC > Justice League,0.55118
76098,Speed Force Freeze Pursuit,2018,280,4,96.62,3,4.7,33.615,65.19,19-Jan,Super Heroes DC > Justice League,0.67471
76099,Rhino Face-Off by the Mine,2018,229,3,64.4,3,4.7,18.955,35.13,18-Dec,Super Heroes Marvel,0.5455
76100,Royal Talon Fighter Attack,2018,358,4,96.62,3,4.7,28.205,48.03,19-Mar,Super Heroes Marvel,0.4971
76101,Outrider Dropship Attack,2018,124,4,38.63,2,4.3,12.06,22.15,19-Mar,Super Heroes Marvel > Avengers,0.57339
76102,Thor's Weapon Quest,2018,229,3,64.4,2,4.8,18.295,50.94,19-Aug,Super Heroes Marvel > Avengers,0.79099
76103,Corvus Glaive Thresher Attack,2018,416,5,112.74,2,4.8,34.18,128.95,19-Feb,Super Heroes Marvel > Avengers,1.14378
76104,The Hulkbuster Smash-Up,2018,375,4,96.62,2,4.8,29.025,59.21,20-Jan,Super Heroes Marvel > Avengers,0.61281
76105,The Hulkbuster: Ultron Edition,2018,1363,1,386.61,1,4.9,125.455,267.4,19-Dec,Super Heroes Marvel > Avengers,0.69165
76107,Thanos: Ultimate Battle,2018,681,4,225.51,5,4.9,65.685,128.82,20-Feb,Super Heroes Marvel > Avengers,0.57124
76110,Batman: The Attack of the Talons,2018,165,3,64.4,2,4.8,20.095,43.44,19-Aug,Super Heroes DC > Batman,0.67453
76111,Batman: Brother Eye Takedown,2018,279,3,96.62,1,4.5,28.02,53.1,19-Aug,Super Heroes DC > Batman,0.54958
76112,App-Controlled Batmobile,2018,331,1,289.95,1,4.7,84.13,186.37,20-Jan,Super Heroes DC > Batman,0.64277
CLUBHOUSE,Clubhouse,2018,80,0,96.62,0,4.3,30.615,73.63,18-Aug,Friends,0.76206
10256,Taj Mahal,2017,5923,0,966.57,0,4.9,397.71,711.01,20-Nov,Creator > Creator Expert,0.7356
21032,Sydney,2017,361,0,96.62,0,5.0,30.455,78.32,18-Nov,Architecture > Skylines,0.8106
21033,Chicago,2017,444,0,144.96,0,4.9,42.515,103.12,18-Dec,Architecture > Skylines,0.71137
21035,Solomon R. Guggenheim Museum,2017,744,0,209.4,0,4.8,68.61,138.39,18-Dec,Architecture,0.66089
21036,Arc de Triomphe,2017,386,0,96.62,0,4.9,30.98,92.24,18-Nov,Architecture,0.95467
21129,The Mushroom Island,2017,247,2,64.4,0,4.8,19.77,36.96,18-Dec,Minecraft,0.57391
21130,The Nether Railway,2017,387,2,128.85,1,4.8,33.59,70.45,19-Feb,Minecraft,0.54676
21131,The Ice Spikes,2017,454,2,144.96,1,4.7,45.945,131.98,18-Jan,Minecraft,0.91046
21133,The Witch Hut,2017,502,2,209.4,2,4.7,59.66,165.86,17-Nov,Minecraft,0.79207
21134,The Waterfall Base,2017,729,4,241.62,2,4.7,65.49,129.72,18-Nov,Minecraft,0.53688
21135,The Crafting Box 2.0,2017,717,2,257.73,1,4.8,68.685,178.82,19-Dec,Minecraft,0.69383
21136,The Ocean Monument,2017,1122,2,386.61,1,4.8,112.05,226.99,19-Mar,Minecraft,0.58713
21309,NASA Apollo Saturn V,2017,1969,0,354.39,0,4.7,112.375,241.47,19-Dec,LEGO Ideas and CUUSOO,0.68137
21312,Women of NASA,2017,231,4,64.4,4,4.7,27.1,45.75,19-Jun,LEGO Ideas and CUUSOO,0.7104
31063,Beachside Vacation,2017,275,2,64.4,2,4.3,21.695,48.45,18-Mar,Creator > Creator 3-in-1,0.75233
31064,Island Adventures,2017,359,1,64.4,1,4.3,33.54,42.54,18-Jan,Creator > Creator 3-in-1,0.66056
31066,Space Shuttle Explorer,2017,285,1,80.52,1,4.6,25.955,61.25,18-Nov,Creator > Creator 3-in-1,0.76068
31067,Modular Poolside Holiday,2017,356,2,64.4,2,4.6,21.595,54.09,18-Jul,Creator > Creator 3-in-1,0.83991
31068,Modular Modern Home,2017,386,2,90.18,2,4.6,29.26,53.05,18-Nov,Creator > Creator 3-in-1,0.58827
31069,Modular Family Villa,2017,728,3,144.96,3,4.7,64.36,119.59,18-Dec,Creator > Creator 3-in-1,0.82499
40171,Hedgehog Storage,2017,249,0,35.42,0,4.5,14.57,35.89,18-Feb,Friends,1.01327
40251,Mini Piggy Bank,2017,248,0,38.63,0,4.4,15.605,22.11,20-May,Creator > Creator 3-in-1,0.57235
41145,Ariel and the Magical Spell,2017,222,2,80.52,2,4.8,26.0,50.41,18-Dec,Disney Princess,0.62606
41146,Cinderella's Enchanted Evening,2017,351,2,128.85,2,4.4,41.17,67.65,18-Dec,Disney Princess,0.52503
41147,Anna's Snow Adventure,2017,153,1,64.4,1,4.3,19.13,34.26,17-Nov,Disney > Frozen,0.53199
41310,Heartlake Gift Delivery,2017,185,0,57.96,0,4.5,19.725,34.28,17-Dec,Friends,0.59144
41311,Heartlake Pizzeria,2017,305,0,80.52,0,4.6,29.27,54.68,19-Jan,Friends,0.67909
41312,Heartlake Sports Center,2017,328,0,128.85,0,4.6,40.53,65.92,17-Dec,Friends,0.5116
41313,Heartlake Summer Pool,2017,589,0,177.18,0,4.5,45.035,112.25,19-Jul,Friends,0.63354
41314,Stephanie's House,2017,640,0,209.4,0,4.6,64.085,216.69,19-Nov,Friends,1.03481
41316,Andrea's Speedboat Transporter,2017,309,0,80.52,0,4.4,23.995,53.68,19-Jan,Friends,0.66667
41317,Sunshine Catamaran,2017,603,0,209.4,0,4.2,73.84,121.5,18-Nov,Friends,0.58023
41318,Heartlake Hospital,2017,880,0,273.85,0,4.6,85.93,189.61,18-Oct,Friends,0.69239
41319,Snow Resort Hot Chocolate Van,2017,246,0,64.4,0,4.6,25.98,50.22,19-Jan,Friends,0.77981
41321,Snow Resort Off-Roader,2017,141,0,41.86,0,4.7,15.92,27.95,17-Nov,Friends,0.6677
41323,Snow Resort Chalet,2017,402,0,128.85,0,4.5,37.77,73.47,18-Nov,Friends,0.5702
41324,Snow Resort Ski Lift,2017,585,0,177.18,0,4.7,55.29,96.14,19-Feb,Friends,0.54261
42057,Ultralight Helicopter,2017,199,0,48.3,0,4.7,20.325,46.9,18-Dec,Technic,0.97101
42058,Stunt Bike,2017,140,0,57.96,0,4.7,18.19,43.75,18-Dec,Technic,0.75483
42059,Stunt Truck,2017,142,0,57.96,0,4.5,21.96,42.75,18-Dec,Technic,0.73758
42060,Roadwork Crew,2017,365,0,64.4,0,4.6,23.655,41.99,18-Dec,Technic,0.65202
42061,Telehandler,2017,260,0,80.52,0,4.4,31.04,59.88,17-Nov,Technic,0.74367
42062,Container Yard,2017,631,0,177.18,0,4.7,56.125,103.95,18-Dec,Technic,0.58669
42064,Ocean Explorer,2017,1327,0,241.62,0,4.7,131.79,232.43,18-Dec,Technic,0.96197
42065,RC Tracked Racer,2017,370,0,241.62,0,4.4,95.12,163.5,18-Dec,Technic,0.67668
42066,Air Race Jet,2017,1151,0,354.39,0,4.5,158.72,217.98,18-Aug,Technic,0.61509
42069,Extreme Adventure,2017,2382,0,451.05,0,4.5,156.825,271.2,18-Nov,Technic,0.60126
42070,6x6 All Terrain Tow Truck,2017,1862,0,708.81,0,4.6,247.265,517.93,20-Jan,Technic,0.7307
60137,Tow Truck Trouble,2017,144,3,57.96,3,4.4,23.69,46.0,19-Dec,City > Police,0.79365
60140,Bulldozer Break-In,2017,561,5,209.4,2,4.6,63.48,118.69,18-Dec,City > Police,0.56681
60141,Police Station,2017,894,7,273.85,4,4.7,95.59,267.44,20-Jan,City > Police,0.97659
60142,Money Transporter,2017,138,2,41.86,2,4.7,20.085,51.74,18-Jan,City > Police,1.23602
60148,ATV Race Team,2017,239,2,57.96,2,4.6,20.05,47.95,19-Dec,City > Traffic,0.82729
60150,Pizza Van,2017,249,2,48.3,2,4.5,18.875,42.2,19-Dec,City > Traffic,0.87371
60151,Dragster Transporter,2017,333,2,80.52,2,4.6,24.74,64.08,17-Nov,City,0.79583
60152,Sweeper & Excavator,2017,299,2,80.52,1,4.6,24.725,84.85,17-Nov,City > Construction,1.05378
60153,People Pack - Fun At The Beach,2017,169,15,112.74,15,4.4,35.59,60.22,18-Dec,City,0.53415
60158,Jungle Cargo Helicopter,2017,201,2,51.52,1,4.7,18.8,35.76,19-Jan,City > Jungle,0.6941
60159,Jungle Halftrack Mission,2017,378,2,80.52,2,4.5,28.325,58.8,18-Dec,City > Jungle,0.73025
60161,Jungle Exploration Site,2017,813,7,273.85,6,4.7,106.62,182.92,18-Dec,City > Jungle,0.66796
60162,Jungle Air Drop Helicopter,2017,1250,7,354.39,4,4.8,133.82,228.85,18-Aug,City > Jungle,0.64576
60164,Sea Rescue Plane,2017,141,2,51.52,2,4.7,18.71,32.38,18-Dec,City > Coast Guard,0.62849
60166,Heavy-Duty Rescue Helicopter,2017,415,4,128.85,4,4.6,51.08,92.83,18-Dec,City > Coast Guard,0.72045
60167,Coast Guard Head Quarters,2017,795,7,273.85,7,4.5,98.7,245.27,18-Dec,City > Coast Guard,0.89564
60168,Sailboat Rescue,2017,196,2,64.4,2,4.6,29.15,55.8,17-Nov,City > Coast Guard,0.86646
60169,Cargo Terminal,2017,740,4,209.4,4,4.5,61.67,128.66,19-Jan,City > Cargo,0.61442
70607,NINJAGO City Chase,2017,233,5,48.3,3,4.4,21.515,40.32,18-Aug,Ninjago > Ninjago The Movie,0.83478
70608,Master Falls,2017,312,4,80.52,0,4.8,27.545,61.45,18-Nov,Ninjago > Ninjago The Movie,0.76316
70610,Flying Jelly Sub,2017,341,4,80.52,3,4.7,25.68,48.32,19-Jan,Ninjago > Ninjago The Movie,0.6001
70611,Water Strider,2017,494,4,128.85,1,4.8,36.245,63.08,18-Dec,Ninjago > Ninjago The Movie,0.48956
70613,Garma Mecha Man,2017,747,4,193.29,1,4.9,55.845,108.41,19-Feb,Ninjago > Ninjago The Movie,0.56087
70614,Lightning Jet,2017,876,3,193.29,4,4.8,69.695,113.26,18-Nov,Ninjago > Ninjago The Movie,0.58596
70615,Fire Mech,2017,944,6,193.29,5,4.8,62.595,121.76,18-Dec,Ninjago > Ninjago The Movie,0.62993
70616,Ice Tank,2017,914,5,257.73,3,4.9,84.105,231.36,19-Mar,Ninjago > Ninjago The Movie,0.89768
70618,Destiny's Bounty,2017,2296,7,354.39,1,4.9,162.515,370.78,19-Sep,Ninjago > Ninjago The Movie,1.04625
70620,NINJAGO City,2017,4873,19,837.69,16,5.0,256.805,883.73,19-Nov,Ninjago > Ninjago The Movie,1.05496
70622,Desert Lightning,2017,201,3,48.3,2,4.7,17.095,53.37,17-Nov,Ninjago,1.10497
70623,Destiny's Shadow,2017,361,3,80.52,2,4.7,36.7,63.14,17-Nov,Ninjago,0.78415
70624,Vermillion Invader,2017,313,3,80.52,0,4.7,29.06,49.49,17-Nov,Ninjago,0.61463
70626,Dawn of Iron Doom,2017,704,6,193.29,5,4.8,53.69,122.27,17-Nov,Ninjago,0.63257
70629,Piranha Attack,2017,217,4,48.3,1,4.8,18.925,37.77,18-Dec,Ninjago > Ninjago The Movie,0.78199
70632,Quake Mech,2017,1202,5,257.73,3,4.9,74.305,175.72,19-Feb,Ninjago > Ninjago The Movie,0.6818
70656,"garmadon, Garmadon, GARMADON!                                    ",2017,830,6,257.73,3,4.8,79.815,173.13,19-Jan,Ninjago > Ninjago The Movie,0.67175
70900,The Joker Balloon Escape,2017,124,2,38.63,1,4.3,13.54,22.37,19-Jan,Super Heroes DC > Batman > The LEGO Batman Movie,0.57908
70901,Mr. Freeze Ice Attack,2017,201,3,64.4,2,4.8,17.985,34.6,19-Jan,Super Heroes DC > Batman > The LEGO Batman Movie,0.53727
70902,Catwoman Catcycle Chase,2017,139,3,64.4,0,4.2,22.185,33.37,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.51817
70903,The Riddler Riddle Racer,2017,254,5,96.62,4,4.2,26.725,50.83,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.52608
70904,Clayface Splat Attack,2017,448,2,96.62,1,4.2,30.925,54.27,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.56168
70905,The Batmobile,2017,581,5,177.18,1,4.6,51.82,104.15,18-Dec,Super Heroes DC > Batman > The LEGO Batman Movie,0.58782
70906,The Joker Notorious Lowrider,2017,433,3,177.18,1,4.5,54.74,89.9,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.50739
70907,Killer Croc Tail-Gator,2017,460,4,209.4,3,4.4,73.715,117.23,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.55984
70908,The Scuttler,2017,775,6,273.85,5,4.2,78.585,131.76,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.48114
70910,Scarecrow Special Delivery,2017,203,3,64.4,2,4.5,20.96,33.13,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.51444
70911,The Penguin Arctic Roller,2017,305,2,96.62,1,4.8,28.1,54.37,18-Nov,Super Heroes DC > Batman > The LEGO Batman Movie,0.56272
70914,Bane Toxic Truck Attack,2017,366,3,161.07,2,4.7,48.02,89.57,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.55609
70915,Two-Face Double Demolition,2017,564,4,161.07,3,4.5,50.985,84.69,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.5258
70916,The Batwing,2017,1053,3,322.17,1,4.4,89.095,169.67,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.52665
70922,The Joker Manor,2017,3445,10,805.47,7,4.9,246.88,536.74,18-Dec,Super Heroes DC > Batman > The LEGO Batman Movie,0.66637
75144,Snowspeeder,2017,1703,2,547.71,2,4.7,160.93,340.05,19-Jan,Star Wars > Ultimate Collector Series,0.62086
75164,Rebel Trooper Battle Pack,2017,119,4,38.63,4,4.7,12.7,26.53,17-Dec,Star Wars,0.68677
75165,Imperial Trooper Battle Pack,2017,111,4,38.63,0,4.7,12.7,37.5,17-Dec,Star Wars,0.97075
75168,Yoda's Jedi Starfighter,2017,262,2,64.4,0,4.7,22.14,37.87,18-Apr,Star Wars,0.58804
75169,Duel on Naboo,2017,208,3,64.4,2,4.7,21.61,39.01,18-Apr,Star Wars,0.60575
75170,The Phantom,2017,269,3,128.85,2,4.8,34.215,62.69,17-Dec,Star Wars,0.48653
75171,Battle on Scarif,2017,419,4,177.18,3,4.8,50.825,90.86,17-Nov,Star Wars,0.51281
75172,Y-Wing Starfighter,2017,691,5,209.4,3,4.8,61.81,113.77,18-Apr,Star Wars,0.54331
75173,Luke's Landspeeder,2017,149,4,64.4,0,4.6,21.365,38.22,18-Apr,Star Wars,0.59348
75174,Desert Skiff Escape,2017,284,4,96.62,2,4.7,29.91,57.24,18-Apr,Star Wars,0.59242
75177,First Order Heavy Scout Walker,2017,554,4,161.07,2,4.3,50.95,83.75,19-Apr,Star Wars,0.51996
75178,Jakku Quadjumper,2017,457,5,177.18,1,4.8,48.81,94.18,19-Jan,Star Wars,0.53155
75180,Rathtar Escape,2017,836,5,273.85,1,4.5,78.13,137.13,19-Apr,Star Wars,0.50075
75182,Republic Fighter Tank,2017,305,4,64.4,2,4.7,22.51,50.49,18-Dec,Star Wars,0.78401
