set_id,set_name_x,release_year,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_price,pop_price,category,num_reviews,return
42066,Air Race Jet,2017,1151,0,354.39,0,4.5,158.72,217.98,Technic,7.0,0.61509
42069,Extreme Adventure,2017,2382,0,451.05,0,4.5,156.825,271.2,Technic,19.0,0.60126
42070,6x6 All Terrain Tow Truck,2017,1862,0,708.81,0,4.6,247.265,517.93,Technic,45.0,0.7307
60137,Tow Truck Trouble,2017,144,3,57.96,3,4.4,23.69,46.0,City > Police,8.0,0.79365
60140,Bulldozer Break-In,2017,561,5,209.4,2,4.6,63.48,118.69,City > Police,9.0,0.56681
60141,Police Station,2017,894,7,273.85,4,4.7,95.59,267.44,City > Police,10.0,0.97659
60142,Money Transporter,2017,138,2,41.86,2,4.7,20.085,51.74,City > Police,7.0,1.23602
60148,ATV Race Team,2017,239,2,57.96,2,4.6,20.05,47.95,City > Traffic,12.0,0.82729
60150,Pizza Van,2017,249,2,48.3,2,4.5,18.875,42.2,City > Traffic,35.0,0.87371
60153,People Pack - Fun At The Beach,2017,169,15,112.74,15,4.4,35.59,60.22,City,10.0,0.53415
60158,Jungle Cargo Helicopter,2017,201,2,51.52,1,4.7,18.8,35.76,City > Jungle,5.0,0.6941
60159,Jungle Halftrack Mission,2017,378,2,80.52,2,4.5,28.325,58.8,City > Jungle,5.0,0.73025
60161,Jungle Exploration Site,2017,813,7,273.85,6,4.7,106.62,182.92,City > Jungle,6.0,0.66796
60162,Jungle Air Drop Helicopter,2017,1250,7,354.39,4,4.8,133.82,228.85,City > Jungle,1.0,0.64576
