set_id    ,set_name_x                                                          ,release_year ,theme_id ,num_parts ,num_figs ,retail_price ,num_unique_figs ,set_rating ,retire_price ,pop_price ,retire_month ,year ,parts ,raw_price                                                                                                                ,mean_price ,category                                         ,ages   ,list_price          ,num_reviews ,piece_count ,play_star_rating ,review_difficulty ,set_name_y                                         ,star_rating ,theme_name                            ,val_star_rating ,country
76152     ,Avengers Wrath of Loki                                              ,        2020 ,     702 ,      223 ,       4 ,       54.99 ,              2 ,       4.7 ,      57.4   ,   66.9   ,21-Jun       ,2020 ,  223 ,"['\n$59.99\n', '\n$59.99\n', '\n$73.56\n', '\n$59.99\n', '\n$59.99\n', '\n$73.56\n']                                  " ,     64.51 ,Super Heroes Marvel > Avengers                   ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76159     ,Joker's Trike Chase                                                 ,        2020 ,     697 ,      440 ,       4 ,       44.99 ,              0 ,       4.6 ,      43.22  ,   44.63  ,21-Nov       ,2020 ,  440 ,"['\n$68.68\n', '\n$109.99\n', '\n$80.00\n', '\n$68.68\n', '\n$109.99\n', '\n$80.00\n']                                " ,     86.22 ,Super Heroes DC > Batman                         ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76160     ,Mobile Bat Base                                                     ,        2020 ,     697 ,      743 ,       6 ,       79.99 ,              4 ,       4.6 ,      83.83  ,   81.36  ,21-Oct       ,2020 ,  743 ,"['\n$142.66\n', '\n$99.90\n', '\n$32.38\n', '\n$142.66\n', '\n$99.90\n', '\n$32.38\n ']                               " ,     91.65 ,Super Heroes DC > Batman                         ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76162     ,Black Widow's Helicopter Chase                                      ,        2020 ,     696 ,      271 ,       3 ,       24.99 ,              0 ,       4.7 ,      45.92  ,   42.82  ,22-Mar       ,2020 ,  271 ,"['\n$62.75\n', '\n$60.00\n', '\n$62.00\n', '\n$62.75\n', '\n$60.00\n', '\n$62.00\n']                                  " ,     61.58 ,Super Heroes Marvel                              ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76164     ,Iron Man Hulkbuster versus A.I.M. Agent                             ,        2020 ,     702 ,      456 ,       4 ,       49.99 ,              2 ,       4.7 ,      36.55  ,   47.67  ,22-Mar       ,2020 ,  456 ,"['\n$74.97\n', '\n$48.00\n', '\n$45.00\n', '\n$74.97\n', '\n$48.00\n', '\n$45.00\n']                                  " ,     55.99 ,Super Heroes Marvel > Avengers                   ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76165     ,Iron Man                                                            ,        2020 ,     705 ,      480 ,       0 ,       54.99 ,              0 ,       4.8 ,      73.32  ,   92.54  ,21-Oct       ,2020 ,  480 ,"['\n$151.89\n', '\n$134.99\n', '\n$135.00\n', '\n$151.89\n', '\n$134.99\n', '\n$135.00\n']                            " ,    140.63 ,Super Heroes Marvel > Iron Man                   ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76167     ,Iron Man Armory                                                     ,        2020 ,     702 ,      258 ,       5 ,       24.99 ,              2 ,       4.6 ,      31.2   ,   38.43  ,22-Mar       ,2020 ,  258 ,"['\n$29.99\n', '\n$29.99\n', '\n$64.24\n']                                                                            " ,     41.41 ,Super Heroes Marvel > Avengers                   ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76895     ,Ferrari F8 Tributo                                                  ,        2020 ,     601 ,      278 ,       1 ,       17.99 ,              1 ,       4.7 ,      24.2   ,   27.81  ,21-Nov       ,2020 ,  278 ,"['\n$42.48\n', '\n$34.49\n', '\n$28.08\n', '\n$21.00\n', '\n$42.48\n', '\n$34.49\n', '\n$28.08\n', '\n$21.00\n']      " ,     31.51 ,Speed Champions                                  ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76896     ,Nissan GT-R NISMO                                                   ,        2020 ,     601 ,      301 ,       1 ,       17.99 ,              1 ,       4.8 ,      23.31  ,   33.15  ,22-Mar       ,2020 ,  301 ,"['\n$35.12\n', '\n$31.61\n', '\n$19.60\n', '\n$35.12\n', '\n$31.61\n', '\n$19.60\n']                                  " ,     28.78 ,Speed Champions                                  ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
76897     ,1985 Audi Sport quattro S1                                          ,        2020 ,     601 ,      253 ,       1 ,       17.99 ,              1 ,       4.6 ,      24.96  ,   25.47  ,21-Nov       ,2020 ,  253 ,"['\n$31.93\n', '\n$36.54\n', '\n$18.20\n', '\n$31.93\n', '\n$36.54\n', '\n$18.20\n']                                  " ,     28.89 ,Speed Champions                                  ,       ,                    ,            ,            ,                 ,                  ,                                                   ,            ,                                      ,                ,
