set_id,set_name_x,release_year,num_parts,num_figs,retail_price,num_unique_figs,set_rating,pop_price,category,return
70657,NINJAGO City Docks,2018,3555,14,644.37,11,4.9,620.94,Ninjago > Ninjago The Movie,0.96364
70658,Oni Titan,2018,530,4,144.96,2,4.9,120.3,Ninjago,0.82988
70918,The Bat-Dune Buggy,2018,198,2,64.4,1,4.7,35.74,Super Heroes DC > Batman > The LEGO Batman Movie,0.55497
70919,The Justice League Anniversary Party,2018,268,4,96.62,4,4.5,53.04,Super Heroes DC > Batman > The LEGO Batman Movie,0.54895
70920,Egghead Mech Food Fight,2018,293,3,96.62,2,4.6,50.26,Super Heroes DC > Batman > The LEGO Batman Movie,0.52018
70921,Harley Quinn Cannonball Attack,2018,425,4,161.07,3,4.5,89.43,Super Heroes DC > Batman > The LEGO Batman Movie,0.55522
70923,The Bat-Space Shuttle,2018,643,6,225.51,4,4.8,164.68,Super Heroes DC > Batman > The LEGO Batman Movie,0.73026
75181,Y-Wing Starfighter,2018,1967,2,547.71,2,5,526.62,Star Wars > Ultimate Collector Series,0.96149
75195,Ski Speeder vs First Order Walker Microfighters,2018,216,2,54.75,1,4.4,34.19,Star Wars,0.62447
75196,A-Wing vs. TIE Silencer Microfighters,2018,188,2,54.75,1,4.3,37.26,Star Wars,0.68055
75197,First Order Specialists Battle Pack,2018,108,4,41.86,1,4.7,29.51,Star Wars,0.70497
75198,Tatooine Battle Pack,2018,97,4,41.86,1,4.5,27.63,Star Wars,0.66006
75199,General Grievous' Combat Speeder,2018,157,2,83.74,1,4.7,76.95,Star Wars,0.91892
75200,Ahch-To Island Training,2018,241,2,83.74,2,4.5,45.94,Star Wars,0.5486
75201,First Order AT-ST,2018,370,4,177.18,3,4.8,83.98,Star Wars,0.47398
75202,Defense of Crait,2018,746,5,241.62,3,4.3,132.47,Star Wars,0.54826
75203,Hoth Medical Chamber,2018,255,4,112.74,3,4.7,63.8,Star Wars,0.5659
75204,Sandspeeder,2018,278,2,112.74,2,4.8,55.61,Star Wars,0.49326
75205,Mos Eisley Cantina,2018,376,4,144.96,1,4.5,70.25,Star Wars,0.48462
75209,Han Solo's Landspeeder,2018,345,2,83.74,2,4.6,53.72,Star Wars,0.64151
75210,Moloch's Landspeeder,2018,464,2,144.96,2,4.5,72.26,Star Wars,0.49848
75212,Kessel Run Millennium Falcon,2018,1414,7,483.27,5,4.7,304.3,Star Wars,0.62967
75214,Anakin's Jedi Starfighter,2018,247,2,83.74,1,4.8,53.28,Star Wars,0.63626
75215,Cloud-Rider Swoop Bikes,2018,355,3,83.74,3,4.6,50.92,Star Wars,0.60807
75216,Snoke's Throne Room,2018,492,5,209.4,1,4.7,112.58,Star Wars,0.53763
75217,Imperial Conveyex Transport,2018,622,5,257.73,4,4.7,148.83,Star Wars,0.57746
75218,X-Wing Starfighter,2018,730,4,289.95,3,4.9,205.09,Star Wars,0.70733
75219,Imperial AT-Hauler,2018,829,5,289.95,5,4.5,151.26,Star Wars,0.52168
75220,Sandcrawler,2018,1239,6,354.39,3,4.8,300.64,Star Wars,0.84833
75222,Betrayal at Cloud City,2018,2812,21,966.57,7,4.9,784.11,Star Wars,0.81123
75230,Porg,2018,811,0,193.29,0,4.8,166.79,Star Wars,0.8629
75251,Darth Vader's Castle,2018,1060,6,386.61,2,4.8,289.18,Star Wars,0.74799
75535,Han Solo,2018,100,0,83.74,0,4.5,41.55,Star Wars,0.49618
75536,Range Trooper,2018,101,0,83.74,0,4.8,45.8,Star Wars,0.54693
75537,Darth Maul,2018,104,0,83.74,0,4.8,51.44,Star Wars,0.61428
75886,"Ferrari 488 GT3 ""Scuderia Corsa""                               ",2018,186,1,41.86,1,4.8,43.7,Speed Champions,1.04396
75887,Porsche 919 Hybrid,2018,170,1,41.86,1,4.8,43.99,Speed Champions,1.05088
75888,Porsche 911 RSR and 911 Turbo 3.0,2018,398,3,112.74,3,4.9,82.64,Speed Champions,0.73301
75889,Ferrari Ultimate Garage,2018,856,7,289.95,7,4.7,190.34,Speed Champions,0.65646
75926,Pteranodon Chase,2018,126,2,64.4,1,4.8,37.43,Jurassic World,0.58121
75928,Blue's Helicopter Pursuit,2018,397,3,161.07,2,4.8,108.87,Jurassic World,0.67592
75929,Carnotaurus Gyrosphere Escape,2018,577,3,193.29,2,4.8,156.22,Jurassic World,0.80822
75930,Indoraptor Rampage at Lockwood,2018,1019,6,386.61,3,4.9,303.15,Jurassic World,0.78412
75931,Dilophosaurus Outpost Attack,2018,289,3,144.96,3,4.9,105.62,Jurassic World,0.72861
75932,Jurassic Park Velociraptor Chase,2018,360,4,144.96,3,4.8,87.89,Jurassic World,0.60631
75933,T-Rex Transport,2018,609,3,193.29,3,4.9,176.85,Jurassic World,0.91495
75951,Grindelwald's Escape,2018,132,2,64.4,2,4.6,39.62,Harry Potter > Fantastic Beasts,0.61522
75952,Newt's Case of Magical Creatures,2018,694,4,144.96,4,4.8,99.4,Harry Potter > Fantastic Beasts,0.68571
76095,Black Manta Strike,2018,235,3,96.62,3,4.8,91.39,Super Heroes DC,0.94587
76096,Superman & Krypto Team-Up,2018,208,2,64.4,1,4.7,34.51,Super Heroes DC > Justice League,0.53587
76097,Lex Luthor Mech Takedown,2018,415,5,112.74,5,4.7,62.14,Super Heroes DC > Justice League,0.55118
76098,Speed Force Freeze Pursuit,2018,280,4,96.62,3,4.7,65.19,Super Heroes DC > Justice League,0.67471
76099,Rhino Face-Off by the Mine,2018,229,3,64.4,3,4.7,35.13,Super Heroes Marvel,0.5455
76100,Royal Talon Fighter Attack,2018,358,4,96.62,3,4.7,48.03,Super Heroes Marvel,0.4971
76101,Outrider Dropship Attack,2018,124,4,38.63,2,4.3,22.15,Super Heroes Marvel > Avengers,0.57339
76102,Thor's Weapon Quest,2018,229,3,64.4,2,4.8,50.94,Super Heroes Marvel > Avengers,0.79099
76103,Corvus Glaive Thresher Attack,2018,416,5,112.74,2,4.8,128.95,Super Heroes Marvel > Avengers,1.14378
76104,The Hulkbuster Smash-Up,2018,375,4,96.62,2,4.8,59.21,Super Heroes Marvel > Avengers,0.61281
76105,The Hulkbuster: Ultron Edition,2018,1363,1,386.61,1,4.9,267.4,Super Heroes Marvel > Avengers,0.69165
76107,Thanos: Ultimate Battle,2018,681,4,225.51,5,4.9,128.82,Super Heroes Marvel > Avengers,0.57124
76110,Batman: The Attack of the Talons,2018,165,3,64.4,2,4.8,43.44,Super Heroes DC > Batman,0.67453
76111,Batman: Brother Eye Takedown,2018,279,3,96.62,1,4.5,53.1,Super Heroes DC > Batman,0.54958
76112,App-Controlled Batmobile,2018,331,1,289.95,1,4.7,186.37,Super Heroes DC > Batman,0.64277
10256,Taj Mahal,2017,5923,0,966.57,0,4.9,711.01,Creator > Creator Expert,0.7356
21032,Sydney,2017,361,0,96.62,0,5,78.32,Architecture > Skylines,0.8106
21033,Chicago,2017,444,0,144.96,0,4.9,103.12,Architecture > Skylines,0.71137
21035,Solomon R. Guggenheim Museum,2017,744,0,209.4,0,4.8,138.39,Architecture,0.66089
21036,Arc de Triomphe,2017,386,0,96.62,0,4.9,92.24,Architecture,0.95467
21129,The Mushroom Island,2017,247,2,64.4,0,4.8,36.96,Minecraft,0.57391
21130,The Nether Railway,2017,387,2,128.85,1,4.8,70.45,Minecraft,0.54676
21131,The Ice Spikes,2017,454,2,144.96,1,4.7,131.98,Minecraft,0.91046
21133,The Witch Hut,2017,502,2,209.4,2,4.7,165.86,Minecraft,0.79207
21134,The Waterfall Base,2017,729,4,241.62,2,4.7,129.72,Minecraft,0.53688
21135,The Crafting Box 2.0,2017,717,2,257.73,1,4.8,178.82,Minecraft,0.69383
21136,The Ocean Monument,2017,1122,2,386.61,1,4.8,226.99,Minecraft,0.58713
21309,NASA Apollo Saturn V,2017,1969,0,354.39,0,4.7,241.47,LEGO Ideas and CUUSOO,0.68137
21312,Women of NASA,2017,231,4,64.4,4,4.7,45.75,LEGO Ideas and CUUSOO,0.7104
31063,Beachside Vacation,2017,275,2,64.4,2,4.3,48.45,Creator > Creator 3-in-1,0.75233
31064,Island Adventures,2017,359,1,64.4,1,4.3,42.54,Creator > Creator 3-in-1,0.66056
31066,Space Shuttle Explorer,2017,285,1,80.52,1,4.6,61.25,Creator > Creator 3-in-1,0.76068
31067,Modular Poolside Holiday,2017,356,2,64.4,2,4.6,54.09,Creator > Creator 3-in-1,0.83991
31068,Modular Modern Home,2017,386,2,90.18,2,4.6,53.05,Creator > Creator 3-in-1,0.58827
31069,Modular Family Villa,2017,728,3,144.96,3,4.7,119.59,Creator > Creator 3-in-1,0.82499
40171,Hedgehog Storage,2017,249,0,35.42,0,4.5,35.89,Friends,1.01327
40251,Mini Piggy Bank,2017,248,0,38.63,0,4.4,22.11,Creator > Creator 3-in-1,0.57235
41145,Ariel and the Magical Spell,2017,222,2,80.52,2,4.8,50.41,Disney Princess,0.62606
41146,Cinderella's Enchanted Evening,2017,351,2,128.85,2,4.4,67.65,Disney Princess,0.52503
41147,Anna's Snow Adventure,2017,153,1,64.4,1,4.3,34.26,Disney > Frozen,0.53199
41310,Heartlake Gift Delivery,2017,185,0,57.96,0,4.5,34.28,Friends,0.59144
41311,Heartlake Pizzeria,2017,305,0,80.52,0,4.6,54.68,Friends,0.67909
41312,Heartlake Sports Center,2017,328,0,128.85,0,4.6,65.92,Friends,0.5116
41313,Heartlake Summer Pool,2017,589,0,177.18,0,4.5,112.25,Friends,0.63354
41314,Stephanie's House,2017,640,0,209.4,0,4.6,216.69,Friends,1.03481
41316,Andrea's Speedboat Transporter,2017,309,0,80.52,0,4.4,53.68,Friends,0.66667
41317,Sunshine Catamaran,2017,603,0,209.4,0,4.2,121.5,Friends,0.58023
41318,Heartlake Hospital,2017,880,0,273.85,0,4.6,189.61,Friends,0.69239
41319,Snow Resort Hot Chocolate Van,2017,246,0,64.4,0,4.6,50.22,Friends,0.77981
41321,Snow Resort Off-Roader,2017,141,0,41.86,0,4.7,27.95,Friends,0.6677
41323,Snow Resort Chalet,2017,402,0,128.85,0,4.5,73.47,Friends,0.5702
41324,Snow Resort Ski Lift,2017,585,0,177.18,0,4.7,96.14,Friends,0.54261
42057,Ultralight Helicopter,2017,199,0,48.3,0,4.7,46.9,Technic,0.97101
42058,Stunt Bike,2017,140,0,57.96,0,4.7,43.75,Technic,0.75483
42059,Stunt Truck,2017,142,0,57.96,0,4.5,42.75,Technic,0.73758
42060,Roadwork Crew,2017,365,0,64.4,0,4.6,41.99,Technic,0.65202
42061,Telehandler,2017,260,0,80.52,0,4.4,59.88,Technic,0.74367
42062,Container Yard,2017,631,0,177.18,0,4.7,103.95,Technic,0.58669
42064,Ocean Explorer,2017,1327,0,241.62,0,4.7,232.43,Technic,0.96197
42065,RC Tracked Racer,2017,370,0,241.62,0,4.4,163.5,Technic,0.67668
42066,Air Race Jet,2017,1151,0,354.39,0,4.5,217.98,Technic,0.61509
42069,Extreme Adventure,2017,2382,0,451.05,0,4.5,271.2,Technic,0.60126
42070,6x6 All Terrain Tow Truck,2017,1862,0,708.81,0,4.6,517.93,Technic,0.7307
60137,Tow Truck Trouble,2017,144,3,57.96,3,4.4,46,City > Police,0.79365
60140,Bulldozer Break-In,2017,561,5,209.4,2,4.6,118.69,City > Police,0.56681
60141,Police Station,2017,894,7,273.85,4,4.7,267.44,City > Police,0.97659
60142,Money Transporter,2017,138,2,41.86,2,4.7,51.74,City > Police,1.23602
60148,ATV Race Team,2017,239,2,57.96,2,4.6,47.95,City > Traffic,0.82729
60150,Pizza Van,2017,249,2,48.3,2,4.5,42.2,City > Traffic,0.87371
60151,Dragster Transporter,2017,333,2,80.52,2,4.6,64.08,City,0.79583
60152,Sweeper & Excavator,2017,299,2,80.52,1,4.6,84.85,City > Construction,1.05378
60153,People Pack - Fun At The Beach,2017,169,15,112.74,15,4.4,60.22,City,0.53415
60158,Jungle Cargo Helicopter,2017,201,2,51.52,1,4.7,35.76,City > Jungle,0.6941
60159,Jungle Halftrack Mission,2017,378,2,80.52,2,4.5,58.8,City > Jungle,0.73025
60161,Jungle Exploration Site,2017,813,7,273.85,6,4.7,182.92,City > Jungle,0.66796
60162,Jungle Air Drop Helicopter,2017,1250,7,354.39,4,4.8,228.85,City > Jungle,0.64576
60164,Sea Rescue Plane,2017,141,2,51.52,2,4.7,32.38,City > Coast Guard,0.62849
60166,Heavy-Duty Rescue Helicopter,2017,415,4,128.85,4,4.6,92.83,City > Coast Guard,0.72045
60167,Coast Guard Head Quarters,2017,795,7,273.85,7,4.5,245.27,City > Coast Guard,0.89564
60168,Sailboat Rescue,2017,196,2,64.4,2,4.6,55.8,City > Coast Guard,0.86646
60169,Cargo Terminal,2017,740,4,209.4,4,4.5,128.66,City > Cargo,0.61442
70607,NINJAGO City Chase,2017,233,5,48.3,3,4.4,40.32,Ninjago > Ninjago The Movie,0.83478
70608,Master Falls,2017,312,4,80.52,0,4.8,61.45,Ninjago > Ninjago The Movie,0.76316
70610,Flying Jelly Sub,2017,341,4,80.52,3,4.7,48.32,Ninjago > Ninjago The Movie,0.6001
70611,Water Strider,2017,494,4,128.85,1,4.8,63.08,Ninjago > Ninjago The Movie,0.48956
70613,Garma Mecha Man,2017,747,4,193.29,1,4.9,108.41,Ninjago > Ninjago The Movie,0.56087
70614,Lightning Jet,2017,876,3,193.29,4,4.8,113.26,Ninjago > Ninjago The Movie,0.58596
70615,Fire Mech,2017,944,6,193.29,5,4.8,121.76,Ninjago > Ninjago The Movie,0.62993
70616,Ice Tank,2017,914,5,257.73,3,4.9,231.36,Ninjago > Ninjago The Movie,0.89768
70618,Destiny's Bounty,2017,2296,7,354.39,1,4.9,370.78,Ninjago > Ninjago The Movie,1.04625
70620,NINJAGO City,2017,4873,19,837.69,16,5,883.73,Ninjago > Ninjago The Movie,1.05496
70622,Desert Lightning,2017,201,3,48.3,2,4.7,53.37,Ninjago,1.10497
70623,Destiny's Shadow,2017,361,3,80.52,2,4.7,63.14,Ninjago,0.78415
70624,Vermillion Invader,2017,313,3,80.52,0,4.7,49.49,Ninjago,0.61463
70626,Dawn of Iron Doom,2017,704,6,193.29,5,4.8,122.27,Ninjago,0.63257
70629,Piranha Attack,2017,217,4,48.3,1,4.8,37.77,Ninjago > Ninjago The Movie,0.78199
70632,Quake Mech,2017,1202,5,257.73,3,4.9,175.72,Ninjago > Ninjago The Movie,0.6818
70656,garmadon Garmadon GARMADON!,2017,830,6,257.73,3,4.8,173.13,Ninjago > Ninjago The Movie,0.67175
70900,The Joker Balloon Escape,2017,124,2,38.63,1,4.3,22.37,Super Heroes DC > Batman > The LEGO Batman Movie,0.57908
70901,Mr. Freeze Ice Attack,2017,201,3,64.4,2,4.8,34.6,Super Heroes DC > Batman > The LEGO Batman Movie,0.53727
70902,Catwoman Catcycle Chase,2017,139,3,64.4,0,4.2,33.37,Super Heroes DC > Batman > The LEGO Batman Movie,0.51817
70903,The Riddler Riddle Racer,2017,254,5,96.62,4,4.2,50.83,Super Heroes DC > Batman > The LEGO Batman Movie,0.52608
70904,Clayface Splat Attack,2017,448,2,96.62,1,4.2,54.27,Super Heroes DC > Batman > The LEGO Batman Movie,0.56168
70905,The Batmobile,2017,581,5,177.18,1,4.6,104.15,Super Heroes DC > Batman > The LEGO Batman Movie,0.58782
70906,The Joker Notorious Lowrider,2017,433,3,177.18,1,4.5,89.9,Super Heroes DC > Batman > The LEGO Batman Movie,0.50739
70907,Killer Croc Tail-Gator,2017,460,4,209.4,3,4.4,117.23,Super Heroes DC > Batman > The LEGO Batman Movie,0.55984
70908,The Scuttler,2017,775,6,273.85,5,4.2,131.76,Super Heroes DC > Batman > The LEGO Batman Movie,0.48114
70910,Scarecrow Special Delivery,2017,203,3,64.4,2,4.5,33.13,Super Heroes DC > Batman > The LEGO Batman Movie,0.51444
70911,The Penguin Arctic Roller,2017,305,2,96.62,1,4.8,54.37,Super Heroes DC > Batman > The LEGO Batman Movie,0.56272
70914,Bane Toxic Truck Attack,2017,366,3,161.07,2,4.7,89.57,Super Heroes DC > Batman > The LEGO Batman Movie,0.55609
70915,Two-Face Double Demolition,2017,564,4,161.07,3,4.5,84.69,Super Heroes DC > Batman > The LEGO Batman Movie,0.5258
70916,The Batwing,2017,1053,3,322.17,1,4.4,169.67,Super Heroes DC > Batman > The LEGO Batman Movie,0.52665
70922,The Joker Manor,2017,3445,10,805.47,7,4.9,536.74,Super Heroes DC > Batman > The LEGO Batman Movie,0.66637
75144,Snowspeeder,2017,1703,2,547.71,2,4.7,340.05,Star Wars > Ultimate Collector Series,0.62086
75164,Rebel Trooper Battle Pack,2017,119,4,38.63,4,4.7,26.53,Star Wars,0.68677
75165,Imperial Trooper Battle Pack,2017,111,4,38.63,0,4.7,37.5,Star Wars,0.97075
75168,Yoda's Jedi Starfighter,2017,262,2,64.4,0,4.7,37.87,Star Wars,0.58804
75169,Duel on Naboo,2017,208,3,64.4,2,4.7,39.01,Star Wars,0.60575
75170,The Phantom,2017,269,3,128.85,2,4.8,62.69,Star Wars,0.48653
75171,Battle on Scarif,2017,419,4,177.18,3,4.8,90.86,Star Wars,0.51281
75172,Y-Wing Starfighter,2017,691,5,209.4,3,4.8,113.77,Star Wars,0.54331
75173,Luke's Landspeeder,2017,149,4,64.4,0,4.6,38.22,Star Wars,0.59348
75174,Desert Skiff Escape,2017,284,4,96.62,2,4.7,57.24,Star Wars,0.59242
75177,First Order Heavy Scout Walker,2017,554,4,161.07,2,4.3,83.75,Star Wars,0.51996
75178,Jakku Quadjumper,2017,457,5,177.18,1,4.8,94.18,Star Wars,0.53155
75180,Rathtar Escape,2017,836,5,273.85,1,4.5,137.13,Star Wars,0.50075
75182,Republic Fighter Tank,2017,305,4,64.4,2,4.7,50.49,Star Wars,0.78401
75183,Darth Vader Transformation,2017,290,6,64.4,4,4.7,48.54,Star Wars,0.75373
75185,Tracker I,2017,557,4,209.4,2,4.5,109.78,Star Wars,0.52426
75187,BB-8,2017,1106,1,273.85,0,4.8,200.36,Star Wars,0.73164
75188,Resistance Bomber,2017,780,6,322.17,0,4.8,174.43,Star Wars,0.54142
75190,First Order Star Destroyer,2017,1416,8,418.83,4,4.8,371.69,Star Wars,0.88745
75523,Scarif Stormtrooper,2017,89,0,64.4,0,4.4,39.8,Star Wars,0.61801
75525,Baze Malbus,2017,148,0,64.4,0,4.3,37.83,Star Wars,0.58742
75526,Elite TIE Fighter Pilot,2017,94,0,64.4,0,4.8,37.38,Star Wars,0.58043
75529,Elite Praetorian Guard,2017,92,0,64.4,0,4.8,37.14,Star Wars,0.57671
75530,Chewbacca,2017,179,0,80.52,0,4.6,64.07,Star Wars,0.7957
75531,Stormtrooper Commander,2017,100,0,64.4,0,4.7,40.54,Star Wars,0.6295
75532,Scout Trooper & Speeder Bike,2017,452,0,161.07,0,4.7,104.64,Star Wars,0.64966
75878,Bugatti Chiron,2017,188,1,41.86,1,4.9,47.12,Speed Champions,1.12566
75879,Scuderia Ferrari SF16-H,2017,184,1,41.86,1,4.9,38.59,Speed Champions,0.92188
75880,McLaren 720S,2017,168,1,41.86,1,4.8,44.04,Speed Champions,1.05208
75881,2016 Ford GT & 1966 Ford GT40,2017,373,3,96.62,3,4.8,97.67,Speed Champions,1.01087
75883,MERCEDES AMG PETRONAS Formula One Team,2017,963,8,273.85,7,4.7,175.1,Speed Champions,0.6394
76075,Wonder Woman Warrior Battle,2017,286,2,96.62,2,4.8,57.75,Super Heroes DC,0.5977
76076,Captain America Jet Pursuit,2017,161,3,64.4,3,4.7,64.38,Super Heroes Marvel > Avengers,0.99969
76079,Ravager Attack,2017,198,3,64.4,2,4.7,39.44,Super Heroes Marvel > Guardians of the Galaxy,0.61242
76081,The Milano vs. The Abilisk,2017,462,5,144.96,5,4.7,80.71,Super Heroes Marvel > Guardians of the Galaxy,0.55677
76083,Beware the Vulture,2017,376,4,144.96,3,4.2,75.88,Super Heroes Marvel > Spider-Man,0.52345
76084,The Ultimate Battle for Asgard,2017,401,6,161.07,4,4.3,91.65,Super Heroes Marvel,0.56901
76085,Battle of Atlantis,2017,198,4,64.4,3,4.2,32.99,Super Heroes DC > Justice League,0.51227
76086,Knightcrawler Tunnel Attack,2017,623,4,177.18,2,4.5,84.42,Super Heroes DC > Justice League,0.47646
76087,Flying Fox: Batmobile Airlift Attack,2017,956,6,322.17,2,4.6,179.25,Super Heroes DC > Justice League,0.55638
76088,Thor vs. Hulk: Arena Clash,2017,493,5,177.18,5,4.5,112.48,Super Heroes Marvel,0.63483
853650,Movie Maker Set,2017,152,1,51.52,0,4.5,43.59,Super Heroes DC > Batman > The LEGO Batman Movie,0.84608
10253,Big Ben,2016,4167,0,547.71,0,4.6,398.74,Creator > Creator Expert,0.72801
10702,Creative Building Set,2016,583,0,64.4,0,4.6,77.66,Classic,1.2059
21026,Venice,2016,212,0,80.52,0,4.9,63.9,Architecture > Skylines,0.79359
21027,Berlin,2016,289,0,80.52,0,5,74.71,Architecture > Skylines,0.92784
21029,Buckingham Palace,2016,780,0,128.85,0,4.8,92.1,Architecture,0.71478
21030,United States Capitol Building,2016,1032,0,273.85,0,4.8,210.45,Architecture,0.76849
21031,Burj Khalifa,2016,333,0,128.85,0,4.8,98.48,Architecture,0.7643
21123,The Iron Golem,2016,208,2,64.4,0,4.8,40.03,Minecraft,0.62158
21124,The End Portal,2016,559,3,161.07,1,4.8,134.81,Minecraft,0.83697
21125,The Jungle Tree House,2016,707,4,241.62,1,4.8,156.87,Minecraft,0.64924
21127,The Fortress,2016,984,0,289.95,0,4.8,273.77,Minecraft,0.9442
21128,The Village,2016,1600,9,547.71,4,4.8,549.67,Minecraft,1.00358
21305,Maze,2016,769,0,193.29,0,4.8,155.78,LEGO Ideas and CUUSOO,0.80594
21306,The Beatles Yellow Submarine,2016,553,5,161.07,5,5,112.35,LEGO Ideas and CUUSOO,0.69752
21308,Adventure Time,2016,496,0,144.96,0,4.5,74.39,LEGO Ideas and CUUSOO,0.51318
31044,Park Animals,2016,202,0,41.86,0,4.7,29.64,Creator > Creator 3-in-1,0.70807
31045,Ocean Explorer,2016,213,0,41.86,0,4.7,43.22,Creator > Creator 3-in-1,1.03249
31046,Fast Car,2016,222,0,57.96,0,4.6,36.28,Creator > Creator 3-in-1,0.62595
31047,Propeller Plane,2016,230,0,57.96,0,4.5,43.96,Creator > Creator 3-in-1,0.75845
31048,Lakeside Lodge,2016,370,1,64.4,1,4.4,64.93,Creator > Creator 3-in-1,1.00823
31049,Twin Spin Helicopter,2016,326,0,64.4,0,4.6,64.88,Creator > Creator 3-in-1,1.00745
31050,Corner Deli,2016,467,2,90.18,2,4.4,95.59,Creator > Creator 3-in-1,1.05999
31053,Treehouse Adventures,2016,387,0,80.52,0,4.3,54.4,Creator > Creator 3-in-1,0.67561
31059,Sunset Street Bike,2016,194,0,57.96,0,4.6,34.55,Creator > Creator 3-in-1,0.5961
31060,Airshow Aces,2016,246,0,57.96,0,4.5,40.31,Creator > Creator 3-in-1,0.69548
41065,Rapunzel's Best Day Ever,2016,145,1,64.4,1,4.7,49.26,Disney Princess,0.76491
41066,Anna & Kristoff's Sleigh Adventure,2016,174,2,80.52,1,4.4,48,Disney > Frozen,0.59613
41067,Belle's Enchanted Castle,2016,374,0,161.07,0,4.6,102.7,Disney Princess,0.63761
41068,Arendelle Castle Celebration,2016,477,6,161.07,2,4.5,115.36,Disney > Frozen,0.71621
41110,Birthday Party,2016,191,0,57.96,0,4.4,42.16,Friends,0.7274
41116,Olivia's Exploration Car,2016,185,0,41.86,0,4.6,26.39,Friends,0.63043
41117,Pop Star TV Studio,2016,194,0,57.96,0,4.5,38.67,Friends,0.66718
41118,Heartlake Supermarket,2016,316,0,96.62,0,4.6,87.78,Friends,0.90851
41119,Heartlake Cupcake Cafe,2016,443,0,112.74,0,4.3,79.36,Friends,0.70392
41121,Adventure Camp Rafting,2016,320,0,80.52,0,4.5,50.2,Friends,0.62345
41122,Adventure Camp Tree House,2016,726,0,193.29,0,4.4,140.99,Friends,0.72942
41124,Heartlake Puppy Daycare,2016,286,0,80.52,0,4.6,67.51,Friends,0.83843
41126,Heartlake Riding Club,2016,590,0,161.07,0,4.5,129.54,Friends,0.80425
41128,Amusement Park Space Ride,2016,195,0,57.96,0,4.5,41.73,Friends,0.71998
41129,Amusement Park Hot Dog Van,2016,243,0,80.52,0,4.5,56.5,Friends,0.70169
41132,Heartlake Party Shop,2016,176,0,80.52,0,4.6,58.58,Friends,0.72752
41133,Amusement Park Bumper Cars,2016,424,0,112.74,0,4.5,63.87,Friends,0.56652
41134,Heartlake Performance School,2016,774,0,225.51,0,4.5,143.56,Friends,0.6366
41135,Livi's Pop Star House,2016,613,0,161.07,0,4.6,182.35,Friends,1.13212
41149,Moana's Island Adventure,2016,205,1,80.52,1,4.7,50.2,Disney Princess,0.62345
41150,Moana's Ocean Voyage,2016,307,2,128.85,2,4.7,66.06,Disney Princess,0.51269
42045,Hydroplane Racer,2016,180,0,48.3,0,4.4,36.98,Technic,0.76563
42047,Police Interceptor,2016,185,0,57.96,0,4.7,49.04,Technic,0.8461
42048,Race Kart,2016,345,0,80.52,0,4.7,55.63,Technic,0.69088
42049,Mine Loader,2016,476,0,96.62,0,4.5,71.66,Technic,0.74167
42050,Drag Racer,2016,647,0,161.07,0,4.5,155.71,Technic,0.96672
42053,Volvo EW160E,2016,1166,0,305.42,0,4.6,185.4,Technic,0.60703
42054,CLAAS XERION 5000 TRAC VC,2016,1976,0,386.61,0,4.4,290.86,Technic,0.75233
60101,Airport Cargo Plane,2016,157,2,57.96,0,4.7,57.54,City > Airport,0.99275
60102,Airport VIP Service,2016,364,4,128.85,2,4.8,110.61,City > Airport,0.85844
60103,Airport Air Show,2016,678,6,225.51,6,4.2,150.25,City > Airport,0.66627
60107,Fire Ladder Truck,2016,214,2,57.96,1,4.7,45.61,City > Fire,0.78692
60109,Fire Boat,2016,415,5,193.29,4,4.5,145.4,City > Fire,0.75224
60110,Fire Station,2016,920,6,257.73,2,4.7,204.73,City > Fire,0.79436
60112,Fire Engine,2016,376,3,112.74,0,4.8,87.14,City > Fire,0.77293
60115,4 x 4 Off Roader,2016,184,2,57.96,2,4.3,31.48,City > Off-Road,0.54313
60116,Ambulance Plane,2016,183,3,57.96,3,4.7,35.82,City > Hospital,0.61801
60117,Van & Caravan,2016,250,2,57.96,2,4.3,48.43,City > Traffic,0.83558
60118,Garbage Truck,2016,248,2,57.96,2,4.8,49.78,City,0.85887
60119,Ferry,2016,301,2,80.52,2,4.3,59.15,City > Harbor,0.7346
60121,Volcano Exploration Truck,2016,175,0,48.3,0,4.3,41.05,City,0.8499
60124,Volcano Exploration Base,2016,824,6,257.73,1,4.4,162.32,City,0.62981
60125,Volcano Heavy-Lift Helicopter,2016,1277,8,322.17,1,4.2,197.41,City,0.61275
60128,Police Pursuit,2016,184,2,57.96,1,4.4,40.79,City > Police,0.70376
60129,Police Patrol Boat,2016,200,4,112.74,2,4.7,100.36,City > Police,0.89019
60130,Prison Island,2016,754,8,225.51,3,4.8,269.38,City > Police,1.19454
60131,Crooks Island,2016,244,3,80.52,1,4.7,65.13,City > Police,0.80887
60132,Service Station,2016,515,4,229.06,4,4.2,148.71,City > Traffic,0.64922
60134,People Pack - Fun in the Park,2016,159,15,112.74,14,4.2,93.06,City,0.82544
70589,Rock Roader,2016,406,4,112.74,0,4.7,97.5,Ninjago,0.86482
70590,Airjitzu Battle Grounds,2016,666,5,161.07,4,4.5,108.62,Ninjago,0.67437
70591,Kryptarium Prison Breakout,2016,208,5,57.96,4,4.7,47.02,Ninjago,0.81125
70593,The Green NRG Dragon,2016,567,5,128.85,3,4.7,116.53,Ninjago,0.90438
70594,The Lighthouse Siege,2016,775,8,193.29,5,4.8,143.64,Ninjago,0.74313
